"reference_date","model","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","rhat","ess_bulk","ess_tail","nowcast_date","range","interval_score","dispersion","underprediction","overprediction","coverage","coverage_deviation","bias","quantile","ae_median","quantile_coverage"
2022-05-05,"Reference: Fixed, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,129,1,2050,1960,2022-05-11,0,7,0,0,7,0,0,0.2,0.5,7,TRUE
2022-05-05,"Reference: Fixed, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,129,1,2050,1960,2022-05-11,20,8.4,8.4,0,0,1,0.8,0.2,0.4,7,FALSE
2022-05-05,"Reference: Fixed, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,129,1,2050,1960,2022-05-11,20,8.4,8.4,0,0,1,0.8,0.2,0.6,7,TRUE
2022-05-05,"Reference: Fixed, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,129,1,2050,1960,2022-05-11,40,13.8,13.8,0,0,1,0.6,0.2,0.3,7,FALSE
2022-05-05,"Reference: Fixed, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,129,1,2050,1960,2022-05-11,40,13.8,13.8,0,0,1,0.6,0.2,0.7,7,TRUE
2022-05-05,"Reference: Fixed, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,129,1,2050,1960,2022-05-11,60,16.4,16.4,0,0,1,0.4,0.2,0.2,7,FALSE
2022-05-05,"Reference: Fixed, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,129,1,2050,1960,2022-05-11,60,16.4,16.4,0,0,1,0.4,0.2,0.8,7,TRUE
2022-05-05,"Reference: Fixed, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,129,1,2050,1960,2022-05-11,80,17.3,17.3,0,0,1,0.2,0.2,0.1,7,FALSE
2022-05-05,"Reference: Fixed, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,129,1,2050,1960,2022-05-11,80,17.3,17.3,0,0,1,0.2,0.2,0.9,7,TRUE
2022-05-05,"Reference: Fixed, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,129,1,2050,1960,2022-05-11,90,13.5,13.5,0,0,1,0.1,0.2,0.05,7,FALSE
2022-05-05,"Reference: Fixed, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,129,1,2050,1960,2022-05-11,90,13.5,13.5,0,0,1,0.1,0.2,0.95,7,TRUE
2022-05-05,"Reference: Fixed, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,129,1,2050,1960,2022-05-11,95,10.4,10.4,0,0,1,0.05,0.2,0.025,7,FALSE
2022-05-05,"Reference: Fixed, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,129,1,2050,1960,2022-05-11,95,10.4,10.4,0,0,1,0.05,0.2,0.975,7,TRUE
2022-05-05,"Reference: Fixed, Report: Fixed",2022-05-11,1,8540,8540,6,1,0.00398,8640,8560,232,1,2010,1720,2022-05-11,0,3,0,0,3,0,0,0.2,0.5,3,TRUE
2022-05-05,"Reference: Fixed, Report: Fixed",2022-05-11,1,8540,8540,6,1,0.00398,8640,8560,232,1,2010,1720,2022-05-11,20,9.2,9.2,0,0,1,0.8,0.2,0.4,3,FALSE
2022-05-05,"Reference: Fixed, Report: Fixed",2022-05-11,1,8540,8540,6,1,0.00398,8640,8560,232,1,2010,1720,2022-05-11,20,9.2,9.2,0,0,1,0.8,0.2,0.6,3,TRUE
2022-05-05,"Reference: Fixed, Report: Fixed",2022-05-11,1,8540,8540,6,1,0.00398,8640,8560,232,1,2010,1720,2022-05-11,40,17.3,17.3,0,0,1,0.6,0.2,0.3,3,FALSE
2022-05-05,"Reference: Fixed, Report: Fixed",2022-05-11,1,8540,8540,6,1,0.00398,8640,8560,232,1,2010,1720,2022-05-11,40,17.3,17.3,0,0,1,0.6,0.2,0.7,3,TRUE
2022-05-05,"Reference: Fixed, Report: Fixed",2022-05-11,1,8540,8540,6,1,0.00398,8640,8560,232,1,2010,1720,2022-05-11,60,23.4,23.4,0,0,1,0.4,0.2,0.2,3,FALSE
2022-05-05,"Reference: Fixed, Report: Fixed",2022-05-11,1,8540,8540,6,1,0.00398,8640,8560,232,1,2010,1720,2022-05-11,60,23.4,23.4,0,0,1,0.4,0.2,0.8,3,TRUE
2022-05-05,"Reference: Fixed, Report: Fixed",2022-05-11,1,8540,8540,6,1,0.00398,8640,8560,232,1,2010,1720,2022-05-11,80,25.9,25.9,0,0,1,0.2,0.2,0.1,3,FALSE
2022-05-05,"Reference: Fixed, Report: Fixed",2022-05-11,1,8540,8540,6,1,0.00398,8640,8560,232,1,2010,1720,2022-05-11,80,25.9,25.9,0,0,1,0.2,0.2,0.9,3,TRUE
2022-05-05,"Reference: Fixed, Report: Fixed",2022-05-11,1,8540,8540,6,1,0.00398,8640,8560,232,1,2010,1720,2022-05-11,90,23.6,23.6,0,0,1,0.1,0.2,0.05,3,FALSE
2022-05-05,"Reference: Fixed, Report: Fixed",2022-05-11,1,8540,8540,6,1,0.00398,8640,8560,232,1,2010,1720,2022-05-11,90,23.6,23.6,0,0,1,0.1,0.2,0.95,3,TRUE
2022-05-05,"Reference: Fixed, Report: Fixed",2022-05-11,1,8540,8540,6,1,0.00398,8640,8560,232,1,2010,1720,2022-05-11,95,19,19,0,0,1,0.05,0.2,0.025,3,FALSE
2022-05-05,"Reference: Fixed, Report: Fixed",2022-05-11,1,8540,8540,6,1,0.00398,8640,8560,232,1,2010,1720,2022-05-11,95,19,19,0,0,1,0.05,0.2,0.975,3,TRUE
2022-05-05,"Reference: Week, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,156,1.01,328,1780,2022-05-11,0,6,0,0,6,0,0,0.2,0.5,6,TRUE
2022-05-05,"Reference: Week, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,156,1.01,328,1780,2022-05-11,20,9.2,9.2,0,0,1,0.8,0.2,0.4,6,FALSE
2022-05-05,"Reference: Week, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,156,1.01,328,1780,2022-05-11,20,9.2,9.2,0,0,1,0.8,0.2,0.6,6,TRUE
2022-05-05,"Reference: Week, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,156,1.01,328,1780,2022-05-11,40,14.7,14.7,0,0,1,0.6,0.2,0.3,6,FALSE
2022-05-05,"Reference: Week, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,156,1.01,328,1780,2022-05-11,40,14.7,14.7,0,0,1,0.6,0.2,0.7,6,TRUE
2022-05-05,"Reference: Week, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,156,1.01,328,1780,2022-05-11,60,18,18,0,0,1,0.4,0.2,0.2,6,FALSE
2022-05-05,"Reference: Week, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,156,1.01,328,1780,2022-05-11,60,18,18,0,0,1,0.4,0.2,0.8,6,TRUE
2022-05-05,"Reference: Week, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,156,1.01,328,1780,2022-05-11,80,19.3,19.3,0,0,1,0.2,0.2,0.1,6,FALSE
2022-05-05,"Reference: Week, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,156,1.01,328,1780,2022-05-11,80,19.3,19.3,0,0,1,0.2,0.2,0.9,6,TRUE
2022-05-05,"Reference: Week, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,156,1.01,328,1780,2022-05-11,90,15.1,15.1,0,0,1,0.1,0.2,0.05,6,FALSE
2022-05-05,"Reference: Week, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,156,1.01,328,1780,2022-05-11,90,15.1,15.1,0,0,1,0.1,0.2,0.95,6,TRUE
2022-05-05,"Reference: Week, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,156,1.01,328,1780,2022-05-11,95,10.7,10.7,0,0,1,0.05,0.2,0.025,6,FALSE
2022-05-05,"Reference: Week, Report: Day of Week",2022-05-11,1,8540,8540,6,1,0.00398,8610,8560,156,1.01,328,1780,2022-05-11,95,10.7,10.7,0,0,1,0.05,0.2,0.975,6,TRUE
2022-05-06,"Reference: Fixed, Report: Day of Week",2022-05-11,1,7450,7450,5,1,0.00819,7540,7480,169,1,1780,1950,2022-05-11,0,9,0,0,9,0,0,0.2,0.5,9,TRUE
2022-05-06,"Reference: Fixed, Report: Day of Week",2022-05-11,1,7450,7450,5,1,0.00819,7540,7480,169,1,1780,1950,2022-05-11,20,12.8,12.8,0,0,1,0.8,0.2,0.4,9,FALSE
2022-05-06,"Reference: Fixed, Report: Day of Week",2022-05-11,1,7450,7450,5,1,0.00819,7540,7480,169,1,1780,1950,2022-05-11,20,12.8,12.8,0,0,1,0.8,0.2,0.6,9,TRUE
2022-05-06,"Reference: Fixed, Report: Day of Week",2022-05-11,1,7450,7450,5,1,0.00819,7540,7480,169,1,1780,1950,2022-05-11,40,19.2,19.2,0,0,1,0.6,0.2,0.3,9,FALSE
2022-05-06,"Reference: Fixed, Report: Day of Week",2022-05-11,1,7450,7450,5,1,0.00819,7540,7480,169,1,1780,1950,2022-05-11,40,19.2,19.2,0,0,1,0.6,0.2,0.7,9,TRUE
2022-05-06,"Reference: Fixed, Report: Day of Week",2022-05-11,1,7450,7450,5,1,0.00819,7540,7480,169,1,1780,1950,2022-05-11,60,23.8,23.8,0,0,1,0.4,0.2,0.2,9,FALSE
2022-05-06,"Reference: Fixed, Report: Day of Week",2022-05-11,1,7450,7450,5,1,0.00819,7540,7480,169,1,1780,1950,2022-05-11,60,23.8,23.8,0,0,1,0.4,0.2,0.8,9,TRUE
2022-05-06,"Reference: Fixed, Report: Day of Week",2022-05-11,1,7450,7450,5,1,0.00819,7540,7480,169,1,1780,1950,2022-05-11,80,23.5,23.5,0,0,1,0.2,0.2,0.1,9,FALSE
2022-05-06,"Reference: Fixed, Report: Day of Week",2022-05-11,1,7450,7450,5,1,0.00819,7540,7480,169,1,1780,1950,2022-05-11,80,23.5,23.5,0,0,1,0.2,0.2,0.9,9,TRUE
2022-05-06,"Reference: Fixed, Report: Day of Week",2022-05-11,1,7450,7450,5,1,0.00819,7540,7480,169,1,1780,1950,2022-05-11,90,20.2,20.2,0,0,1,0.1,0.2,0.05,9,FALSE
2022-05-06,"Reference: Fixed, Report: Day of Week",2022-05-11,1,7450,7450,5,1,0.00819,7540,7480,169,1,1780,1950,2022-05-11,90,20.2,20.2,0,0,1,0.1,0.2,0.95,9,TRUE
2022-05-06,"Reference: Fixed, Report: Day of Week",2022-05-11,1,7450,7450,5,1,0.00819,7540,7480,169,1,1780,1950,2022-05-11,95,13.7,13.7,0,0,1,0.05,0.2,0.025,9,FALSE
2022-05-06,"Reference: Fixed, Report: Day of Week",2022-05-11,1,7450,7450,5,1,0.00819,7540,7480,169,1,1780,1950,2022-05-11,95,13.7,13.7,0,0,1,0.05,0.2,0.975,9,TRUE
2022-05-06,"Reference: Fixed, Report: Fixed",2022-05-11,1,7450,7450,5,1,0.00819,7790,7510,904,1,2070,1870,2022-05-11,0,42,0,0,42,0,0,0.4,0.5,42,TRUE
