"reference_date","model","report_date",".group","max_confirm","confirm","cum_prop_reported","delay","prop_reported","mean","median","sd","rhat","ess_bulk","ess_tail","nowcast_date","range","interval_score","dispersion","underprediction","overprediction","coverage","coverage_deviation","bias","quantile","ae_median","quantile_coverage"
2022-02-23,"Reference: Fixed, Report: Day of Week",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,118,1.08,33.8,2490,2022-03-01,0,4.5,0,4.5,0,0,0,-0.2,0.5,4.5,FALSE
2022-02-23,"Reference: Fixed, Report: Day of Week",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,118,1.08,33.8,2490,2022-03-01,20,13.6,13.6,0,0,1,0.8,-0.2,0.4,4.5,FALSE
2022-02-23,"Reference: Fixed, Report: Day of Week",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,118,1.08,33.8,2490,2022-03-01,20,13.6,13.6,0,0,1,0.8,-0.2,0.6,4.5,TRUE
2022-02-23,"Reference: Fixed, Report: Day of Week",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,118,1.08,33.8,2490,2022-03-01,40,20.7,20.7,0,0,1,0.6,-0.2,0.3,4.5,FALSE
2022-02-23,"Reference: Fixed, Report: Day of Week",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,118,1.08,33.8,2490,2022-03-01,40,20.7,20.7,0,0,1,0.6,-0.2,0.7,4.5,TRUE
2022-02-23,"Reference: Fixed, Report: Day of Week",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,118,1.08,33.8,2490,2022-03-01,60,24,24,0,0,1,0.4,-0.2,0.2,4.5,FALSE
2022-02-23,"Reference: Fixed, Report: Day of Week",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,118,1.08,33.8,2490,2022-03-01,60,24,24,0,0,1,0.4,-0.2,0.8,4.5,TRUE
2022-02-23,"Reference: Fixed, Report: Day of Week",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,118,1.08,33.8,2490,2022-03-01,80,20,20,0,0,1,0.2,-0.2,0.1,4.5,FALSE
2022-02-23,"Reference: Fixed, Report: Day of Week",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,118,1.08,33.8,2490,2022-03-01,80,20,20,0,0,1,0.2,-0.2,0.9,4.5,TRUE
2022-02-23,"Reference: Fixed, Report: Day of Week",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,118,1.08,33.8,2490,2022-03-01,90,14.2,14.2,0,0,1,0.1,-0.2,0.05,4.5,FALSE
2022-02-23,"Reference: Fixed, Report: Day of Week",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,118,1.08,33.8,2490,2022-03-01,90,14.2,14.2,0,0,1,0.1,-0.2,0.95,4.5,TRUE
2022-02-23,"Reference: Fixed, Report: Day of Week",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,118,1.08,33.8,2490,2022-03-01,95,9.68,9.68,0,0,1,0.05,-0.2,0.025,4.5,FALSE
2022-02-23,"Reference: Fixed, Report: Day of Week",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,118,1.08,33.8,2490,2022-03-01,95,9.68,9.68,0,0,1,0.05,-0.2,0.975,4.5,TRUE
2022-02-23,"Reference: Fixed, Report: Fixed",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,250,1,3930,3890,2022-03-01,0,35,0,35,0,0,0,-0.4,0.5,35,FALSE
2022-02-23,"Reference: Fixed, Report: Fixed",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,250,1,3930,3890,2022-03-01,20,28.4,12.4,16,0,0,-0.2,-0.4,0.4,35,FALSE
2022-02-23,"Reference: Fixed, Report: Fixed",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,250,1,3930,3890,2022-03-01,20,28.4,12.4,16,0,0,-0.2,-0.4,0.6,35,FALSE
2022-02-23,"Reference: Fixed, Report: Fixed",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,250,1,3930,3890,2022-03-01,40,21.3,21.3,0,0,1,0.6,-0.4,0.3,35,FALSE
2022-02-23,"Reference: Fixed, Report: Fixed",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,250,1,3930,3890,2022-03-01,40,21.3,21.3,0,0,1,0.6,-0.4,0.7,35,TRUE
2022-02-23,"Reference: Fixed, Report: Fixed",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,250,1,3930,3890,2022-03-01,60,27,27,0,0,1,0.4,-0.4,0.2,35,FALSE
2022-02-23,"Reference: Fixed, Report: Fixed",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,250,1,3930,3890,2022-03-01,60,27,27,0,0,1,0.4,-0.4,0.8,35,TRUE
2022-02-23,"Reference: Fixed, Report: Fixed",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,250,1,3930,3890,2022-03-01,80,29.5,29.5,0,0,1,0.2,-0.4,0.1,35,FALSE
2022-02-23,"Reference: Fixed, Report: Fixed",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,250,1,3930,3890,2022-03-01,80,29.5,29.5,0,0,1,0.2,-0.4,0.9,35,TRUE
2022-02-23,"Reference: Fixed, Report: Fixed",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,250,1,3930,3890,2022-03-01,90,25.3,25.3,0,0,1,0.1,-0.4,0.05,35,FALSE
2022-02-23,"Reference: Fixed, Report: Fixed",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,250,1,3930,3890,2022-03-01,90,25.3,25.3,0,0,1,0.1,-0.4,0.95,35,TRUE
2022-02-23,"Reference: Fixed, Report: Fixed",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,250,1,3930,3890,2022-03-01,95,18.7,18.7,0,0,1,0.05,-0.4,0.025,35,FALSE
2022-02-23,"Reference: Fixed, Report: Fixed",2022-03-01,1,25800,25800,1,6,0.00369,25900,25800,250,1,3930,3890,2022-03-01,95,18.7,18.7,0,0,1,0.05,-0.4,0.975,35,TRUE
2022-02-24,"Reference: Fixed, Report: Day of Week",2022-03-01,1,21600,21600,1,5,0.00454,21900,21800,370,1.1,26,3000,2022-03-01,0,61,0,0,61,0,0,0.4,0.5,61,TRUE
2022-02-24,"Reference: Fixed, Report: Day of Week",2022-03-01,1,21600,21600,1,5,0.00454,21900,21800,370,1.1,26,3000,2022-03-01,20,57.4,36.4,0,21,0,-0.2,0.4,0.4,61,TRUE
2022-02-24,"Reference: Fixed, Report: Day of Week",2022-03-01,1,21600,21600,1,5,0.00454,21900,21800,370,1.1,26,3000,2022-03-01,20,57.4,36.4,0,21,0,-0.2,0.4,0.6,61,TRUE
2022-02-24,"Reference: Fixed, Report: Day of Week",2022-03-01,1,21600,21600,1,5,0.00454,21900,21800,370,1.1,26,3000,2022-03-01,40,59.8,59.8,0,0,1,0.6,0.4,0.3,61,FALSE
2022-02-24,"Reference: Fixed, Report: Day of Week",2022-03-01,1,21600,21600,1,5,0.00454,21900,21800,370,1.1,26,3000,2022-03-01,40,59.8,59.8,0,0,1,0.6,0.4,0.7,61,TRUE
2022-02-24,"Reference: Fixed, Report: Day of Week",2022-03-01,1,21600,21600,1,5,0.00454,21900,21800,370,1.1,26,3000,2022-03-01,60,71.4,71.4,0,0,1,0.4,0.4,0.2,61,FALSE
2022-02-24,"Reference: Fixed, Report: Day of Week",2022-03-01,1,21600,21600,1,5,0.00454,21900,21800,370,1.1,26,3000,2022-03-01,60,71.4,71.4,0,0,1,0.4,0.4,0.8,61,TRUE
2022-02-24,"Reference: Fixed, Report: Day of Week",2022-03-01,1,21600,21600,1,5,0.00454,21900,21800,370,1.1,26,3000,2022-03-01,80,63,63,0,0,1,0.2,0.4,0.1,61,FALSE
2022-02-24,"Reference: Fixed, Report: Day of Week",2022-03-01,1,21600,21600,1,5,0.00454,21900,21800,370,1.1,26,3000,2022-03-01,80,63,63,0,0,1,0.2,0.4,0.9,61,TRUE
2022-02-24,"Reference: Fixed, Report: Day of Week",2022-03-01,1,21600,21600,1,5,0.00454,21900,21800,370,1.1,26,3000,2022-03-01,90,45.9,45.9,0,0,1,0.1,0.4,0.05,61,FALSE
2022-02-24,"Reference: Fixed, Report: Day of Week",2022-03-01,1,21600,21600,1,5,0.00454,21900,21800,370,1.1,26,3000,2022-03-01,90,45.9,45.9,0,0,1,0.1,0.4,0.95,61,TRUE
2022-02-24,"Reference: Fixed, Report: Day of Week",2022-03-01,1,21600,21600,1,5,0.00454,21900,21800,370,1.1,26,3000,2022-03-01,95,31.2,31.2,0,0,1,0.05,0.4,0.025,61,FALSE
2022-02-24,"Reference: Fixed, Report: Day of Week",2022-03-01,1,21600,21600,1,5,0.00454,21900,21800,370,1.1,26,3000,2022-03-01,95,31.2,31.2,0,0,1,0.05,0.4,0.975,61,TRUE
2022-02-24,"Reference: Fixed, Report: Fixed",2022-03-01,1,21600,21600,1,5,0.00454,22000,21700,1090,1,3980,4070,2022-03-01,0,8.5,0,0,8.5,0,0,0.2,0.5,8.5,TRUE
2022-02-24,"Reference: Fixed, Report: Fixed",2022-03-01,1,21600,21600,1,5,0.00454,22000,21700,1090,1,3980,4070,2022-03-01,20,47.4,47.4,0,0,1,0.8,0.2,0.4,8.5,FALSE
2022-02-24,"Reference: Fixed, Report: Fixed",2022-03-01,1,21600,21600,1,5,0.00454,22000,21700,1090,1,3980,4070,2022-03-01,20,47.4,47.4,0,0,1,0.8,0.2,0.6,8.5,TRUE
2022-02-24,"Reference: Fixed, Report: Fixed",2022-03-01,1,21600,21600,1,5,0.00454,22000,21700,1090,1,3980,4070,2022-03-01,40,77.5,77.5,0,0,1,0.6,0.2,0.3,8.5,FALSE
2022-02-24,"Reference: Fixed, Report: Fixed",2022-03-01,1,21600,21600,1,5,0.00454,22000,21700,1090,1,3980,4070,2022-03-01,40,77.5,77.5,0,0,1,0.6,0.2,0.7,8.5,TRUE
2022-02-24,"Reference: Fixed, Report: Fixed",2022-03-01,1,21600,21600,1,5,0.00454,22000,21700,1090,1,3980,4070,2022-03-01,60,98.8,98.8,0,0,1,0.4,0.2,0.2,8.5,FALSE
2022-02-24,"Reference: Fixed, Report: Fixed",2022-03-01,1,21600,21600,1,5,0.00454,22000,21700,1090,1,3980,4070,2022-03-01,60,98.8,98.8,0,0,1,0.4,0.2,0.8,8.5,TRUE
