"reference_date","model","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","rhat","ess_bulk","ess_tail","nowcast_date","range","interval_score","dispersion","underprediction","overprediction","coverage","coverage_deviation","bias","quantile","ae_median","quantile_coverage"
2022-05-12,"Reference: Fixed, Report: Day of Week",2022-05-18,1,6320,6320,6,1,0.00522,6370,6340,79.6,0.999,2120,1950,2022-05-18,0,2,0,0,2,0,0,0.2,0.5,2,TRUE
2022-05-12,"Reference: Fixed, Report: Day of Week",2022-05-18,1,6320,6320,6,1,0.00522,6370,6340,79.6,0.999,2120,1950,2022-05-18,20,6.4,6.4,0,0,1,0.8,0.2,0.4,2,FALSE
2022-05-12,"Reference: Fixed, Report: Day of Week",2022-05-18,1,6320,6320,6,1,0.00522,6370,6340,79.6,0.999,2120,1950,2022-05-18,20,6.4,6.4,0,0,1,0.8,0.2,0.6,2,TRUE
2022-05-12,"Reference: Fixed, Report: Day of Week",2022-05-18,1,6320,6320,6,1,0.00522,6370,6340,79.6,0.999,2120,1950,2022-05-18,40,11.1,11.1,0,0,1,0.6,0.2,0.3,2,FALSE
2022-05-12,"Reference: Fixed, Report: Day of Week",2022-05-18,1,6320,6320,6,1,0.00522,6370,6340,79.6,0.999,2120,1950,2022-05-18,40,11.1,11.1,0,0,1,0.6,0.2,0.7,2,TRUE
2022-05-12,"Reference: Fixed, Report: Day of Week",2022-05-18,1,6320,6320,6,1,0.00522,6370,6340,79.6,0.999,2120,1950,2022-05-18,60,12.8,12.8,0,0,1,0.4,0.2,0.2,2,FALSE
2022-05-12,"Reference: Fixed, Report: Day of Week",2022-05-18,1,6320,6320,6,1,0.00522,6370,6340,79.6,0.999,2120,1950,2022-05-18,60,12.8,12.8,0,0,1,0.4,0.2,0.8,2,TRUE
2022-05-12,"Reference: Fixed, Report: Day of Week",2022-05-18,1,6320,6320,6,1,0.00522,6370,6340,79.6,0.999,2120,1950,2022-05-18,80,12.2,12.2,0,0,1,0.2,0.2,0.1,2,FALSE
2022-05-12,"Reference: Fixed, Report: Day of Week",2022-05-18,1,6320,6320,6,1,0.00522,6370,6340,79.6,0.999,2120,1950,2022-05-18,80,12.2,12.2,0,0,1,0.2,0.2,0.9,2,TRUE
2022-05-12,"Reference: Fixed, Report: Day of Week",2022-05-18,1,6320,6320,6,1,0.00522,6370,6340,79.6,0.999,2120,1950,2022-05-18,90,9.95,9.95,0,0,1,0.1,0.2,0.05,2,FALSE
2022-05-12,"Reference: Fixed, Report: Day of Week",2022-05-18,1,6320,6320,6,1,0.00522,6370,6340,79.6,0.999,2120,1950,2022-05-18,90,9.95,9.95,0,0,1,0.1,0.2,0.95,2,TRUE
2022-05-12,"Reference: Fixed, Report: Day of Week",2022-05-18,1,6320,6320,6,1,0.00522,6370,6340,79.6,0.999,2120,1950,2022-05-18,95,6.9,6.9,0,0,1,0.05,0.2,0.025,2,FALSE
2022-05-12,"Reference: Fixed, Report: Day of Week",2022-05-18,1,6320,6320,6,1,0.00522,6370,6340,79.6,0.999,2120,1950,2022-05-18,95,6.9,6.9,0,0,1,0.05,0.2,0.975,2,TRUE
2022-05-12,"Reference: Fixed, Report: Fixed",2022-05-18,1,6320,6320,6,1,0.00522,6380,6330,147,1,2000,2050,2022-05-18,0,5,0,5,0,0,0,-0.2,0.5,5,FALSE
2022-05-12,"Reference: Fixed, Report: Fixed",2022-05-18,1,6320,6320,6,1,0.00522,6380,6330,147,1,2000,2050,2022-05-18,20,7.2,7.2,0,0,1,0.8,-0.2,0.4,5,FALSE
2022-05-12,"Reference: Fixed, Report: Fixed",2022-05-18,1,6320,6320,6,1,0.00522,6380,6330,147,1,2000,2050,2022-05-18,20,7.2,7.2,0,0,1,0.8,-0.2,0.6,5,TRUE
2022-05-12,"Reference: Fixed, Report: Fixed",2022-05-18,1,6320,6320,6,1,0.00522,6380,6330,147,1,2000,2050,2022-05-18,40,12.3,12.3,0,0,1,0.6,-0.2,0.3,5,FALSE
2022-05-12,"Reference: Fixed, Report: Fixed",2022-05-18,1,6320,6320,6,1,0.00522,6380,6330,147,1,2000,2050,2022-05-18,40,12.3,12.3,0,0,1,0.6,-0.2,0.7,5,TRUE
2022-05-12,"Reference: Fixed, Report: Fixed",2022-05-18,1,6320,6320,6,1,0.00522,6380,6330,147,1,2000,2050,2022-05-18,60,16.2,16.2,0,0,1,0.4,-0.2,0.2,5,FALSE
2022-05-12,"Reference: Fixed, Report: Fixed",2022-05-18,1,6320,6320,6,1,0.00522,6380,6330,147,1,2000,2050,2022-05-18,60,16.2,16.2,0,0,1,0.4,-0.2,0.8,5,TRUE
2022-05-12,"Reference: Fixed, Report: Fixed",2022-05-18,1,6320,6320,6,1,0.00522,6380,6330,147,1,2000,2050,2022-05-18,80,17.2,17.2,0,0,1,0.2,-0.2,0.1,5,FALSE
2022-05-12,"Reference: Fixed, Report: Fixed",2022-05-18,1,6320,6320,6,1,0.00522,6380,6330,147,1,2000,2050,2022-05-18,80,17.2,17.2,0,0,1,0.2,-0.2,0.9,5,TRUE
2022-05-12,"Reference: Fixed, Report: Fixed",2022-05-18,1,6320,6320,6,1,0.00522,6380,6330,147,1,2000,2050,2022-05-18,90,15.1,15.1,0,0,1,0.1,-0.2,0.05,5,FALSE
2022-05-12,"Reference: Fixed, Report: Fixed",2022-05-18,1,6320,6320,6,1,0.00522,6380,6330,147,1,2000,2050,2022-05-18,90,15.1,15.1,0,0,1,0.1,-0.2,0.95,5,TRUE
2022-05-12,"Reference: Fixed, Report: Fixed",2022-05-18,1,6320,6320,6,1,0.00522,6380,6330,147,1,2000,2050,2022-05-18,95,12.1,12.1,0,0,1,0.05,-0.2,0.025,5,FALSE
2022-05-12,"Reference: Fixed, Report: Fixed",2022-05-18,1,6320,6320,6,1,0.00522,6380,6330,147,1,2000,2050,2022-05-18,95,12.1,12.1,0,0,1,0.05,-0.2,0.975,5,TRUE
2022-05-12,"Reference: Week, Report: Day of Week",2022-05-18,1,6320,6320,6,1,0.00522,6350,6330,56.1,1,2050,1930,2022-05-18,0,7,0,7,0,0,0,-0.4,0.5,7,FALSE
