"reference_date","model","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","rhat","ess_bulk","ess_tail","nowcast_date","range","interval_score","dispersion","underprediction","overprediction","coverage","coverage_deviation","bias","quantile","ae_median","quantile_coverage"
2022-06-24,"Reference: Fixed, Report: Day of Week",2022-06-30,1,15400,15400,6,1,0.00123,15400,15400,19.3,1,1980,2040,2022-06-30,0,55,0,55,0,0,0,-0.95,0.5,55,FALSE
2022-06-24,"Reference: Fixed, Report: Day of Week",2022-06-30,1,15400,15400,6,1,0.00123,15400,15400,19.3,1,1980,2040,2022-06-30,20,54.4,2.4,52,0,0,-0.2,-0.95,0.4,55,FALSE
2022-06-24,"Reference: Fixed, Report: Day of Week",2022-06-30,1,15400,15400,6,1,0.00123,15400,15400,19.3,1,1980,2040,2022-06-30,20,54.4,2.4,52,0,0,-0.2,-0.95,0.6,55,FALSE
2022-06-24,"Reference: Fixed, Report: Day of Week",2022-06-30,1,15400,15400,6,1,0.00123,15400,15400,19.3,1,1980,2040,2022-06-30,40,50.9,3.9,47,0,0,-0.4,-0.95,0.3,55,FALSE
2022-06-24,"Reference: Fixed, Report: Day of Week",2022-06-30,1,15400,15400,6,1,0.00123,15400,15400,19.3,1,1980,2040,2022-06-30,40,50.9,3.9,47,0,0,-0.4,-0.95,0.7,55,FALSE
2022-06-24,"Reference: Fixed, Report: Day of Week",2022-06-30,1,15400,15400,6,1,0.00123,15400,15400,19.3,1,1980,2040,2022-06-30,60,45,4,41,0,0,-0.6,-0.95,0.2,55,FALSE
2022-06-24,"Reference: Fixed, Report: Day of Week",2022-06-30,1,15400,15400,6,1,0.00123,15400,15400,19.3,1,1980,2040,2022-06-30,60,45,4,41,0,0,-0.6,-0.95,0.8,55,FALSE
2022-06-24,"Reference: Fixed, Report: Day of Week",2022-06-30,1,15400,15400,6,1,0.00123,15400,15400,19.3,1,1980,2040,2022-06-30,80,31.4,3.4,28,0,0,-0.8,-0.95,0.1,55,FALSE
2022-06-24,"Reference: Fixed, Report: Day of Week",2022-06-30,1,15400,15400,6,1,0.00123,15400,15400,19.3,1,1980,2040,2022-06-30,80,31.4,3.4,28,0,0,-0.8,-0.95,0.9,55,FALSE
2022-06-24,"Reference: Fixed, Report: Day of Week",2022-06-30,1,15400,15400,6,1,0.00123,15400,15400,19.3,1,1980,2040,2022-06-30,90,16.4,2.45,14,0,0,-0.9,-0.95,0.05,55,FALSE
2022-06-24,"Reference: Fixed, Report: Day of Week",2022-06-30,1,15400,15400,6,1,0.00123,15400,15400,19.3,1,1980,2040,2022-06-30,90,16.4,2.45,14,0,0,-0.9,-0.95,0.95,55,FALSE
2022-06-24,"Reference: Fixed, Report: Day of Week",2022-06-30,1,15400,15400,6,1,0.00123,15400,15400,19.3,1,1980,2040,2022-06-30,95,1.58,1.58,0,0,1,0.05,-0.95,0.025,55,FALSE
2022-06-24,"Reference: Fixed, Report: Day of Week",2022-06-30,1,15400,15400,6,1,0.00123,15400,15400,19.3,1,1980,2040,2022-06-30,95,1.58,1.58,0,0,1,0.05,-0.95,0.975,55,TRUE
2022-06-24,"Reference: Fixed, Report: Fixed",2022-06-30,1,15400,15400,6,1,0.00123,15500,15400,215,1,2020,1850,2022-06-30,0,40,0,40,0,0,0,-0.4,0.5,40,FALSE
2022-06-24,"Reference: Fixed, Report: Fixed",2022-06-30,1,15400,15400,6,1,0.00123,15500,15400,215,1,2020,1850,2022-06-30,20,35.4,10.4,25,0,0,-0.2,-0.4,0.4,40,FALSE
2022-06-24,"Reference: Fixed, Report: Fixed",2022-06-30,1,15400,15400,6,1,0.00123,15500,15400,215,1,2020,1850,2022-06-30,20,35.4,10.4,25,0,0,-0.2,-0.4,0.6,40,FALSE
2022-06-24,"Reference: Fixed, Report: Fixed",2022-06-30,1,15400,15400,6,1,0.00123,15500,15400,215,1,2020,1850,2022-06-30,40,17.7,17.7,0,0,1,0.6,-0.4,0.3,40,FALSE
2022-06-24,"Reference: Fixed, Report: Fixed",2022-06-30,1,15400,15400,6,1,0.00123,15500,15400,215,1,2020,1850,2022-06-30,40,17.7,17.7,0,0,1,0.6,-0.4,0.7,40,TRUE
2022-06-24,"Reference: Fixed, Report: Fixed",2022-06-30,1,15400,15400,6,1,0.00123,15500,15400,215,1,2020,1850,2022-06-30,60,22.2,22.2,0,0,1,0.4,-0.4,0.2,40,FALSE
2022-06-24,"Reference: Fixed, Report: Fixed",2022-06-30,1,15400,15400,6,1,0.00123,15500,15400,215,1,2020,1850,2022-06-30,60,22.2,22.2,0,0,1,0.4,-0.4,0.8,40,TRUE
2022-06-24,"Reference: Fixed, Report: Fixed",2022-06-30,1,15400,15400,6,1,0.00123,15500,15400,215,1,2020,1850,2022-06-30,80,23.7,23.7,0,0,1,0.2,-0.4,0.1,40,FALSE
2022-06-24,"Reference: Fixed, Report: Fixed",2022-06-30,1,15400,15400,6,1,0.00123,15500,15400,215,1,2020,1850,2022-06-30,80,23.7,23.7,0,0,1,0.2,-0.4,0.9,40,TRUE
2022-06-24,"Reference: Fixed, Report: Fixed",2022-06-30,1,15400,15400,6,1,0.00123,15500,15400,215,1,2020,1850,2022-06-30,90,20.2,20.2,0,0,1,0.1,-0.4,0.05,40,FALSE
2022-06-24,"Reference: Fixed, Report: Fixed",2022-06-30,1,15400,15400,6,1,0.00123,15500,15400,215,1,2020,1850,2022-06-30,90,20.2,20.2,0,0,1,0.1,-0.4,0.95,40,TRUE
2022-06-24,"Reference: Fixed, Report: Fixed",2022-06-30,1,15400,15400,6,1,0.00123,15500,15400,215,1,2020,1850,2022-06-30,95,15.3,15.3,0,0,1,0.05,-0.4,0.025,40,FALSE
2022-06-24,"Reference: Fixed, Report: Fixed",2022-06-30,1,15400,15400,6,1,0.00123,15500,15400,215,1,2020,1850,2022-06-30,95,15.3,15.3,0,0,1,0.05,-0.4,0.975,40,TRUE
