"reference_date","holiday","model","report_date",".group","max_confirm","confirm","cum_prop_reported","delay","prop_reported","mean","median","sd","rhat","ess_bulk","ess_tail","nowcast_date","range","interval_score","dispersion","underprediction","overprediction","coverage","coverage_deviation","bias","quantile","ae_median","quantile_coverage"
2022-02-17,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-23,1,33900,33900,1,6,0.00201,34000,34000,139,1,3370,3370,2022-02-23,0,36,0,36,0,0,0,-0.4,0.5,36,FALSE
2022-02-17,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-23,1,33900,33900,1,6,0.00201,34000,34000,139,1,3370,3370,2022-02-23,20,29.8,12.8,17,0,0,-0.2,-0.4,0.4,36,FALSE
2022-02-17,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-23,1,33900,33900,1,6,0.00201,34000,34000,139,1,3370,3370,2022-02-23,20,29.8,12.8,17,0,0,-0.2,-0.4,0.6,36,FALSE
2022-02-17,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-23,1,33900,33900,1,6,0.00201,34000,34000,139,1,3370,3370,2022-02-23,40,20.7,20.7,0,0,1,0.6,-0.4,0.3,36,FALSE
2022-02-17,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-23,1,33900,33900,1,6,0.00201,34000,34000,139,1,3370,3370,2022-02-23,40,20.7,20.7,0,0,1,0.6,-0.4,0.7,36,TRUE
2022-02-17,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-23,1,33900,33900,1,6,0.00201,34000,34000,139,1,3370,3370,2022-02-23,60,24.4,24.4,0,0,1,0.4,-0.4,0.2,36,FALSE
2022-02-17,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-23,1,33900,33900,1,6,0.00201,34000,34000,139,1,3370,3370,2022-02-23,60,24.4,24.4,0,0,1,0.4,-0.4,0.8,36,TRUE
2022-02-17,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-23,1,33900,33900,1,6,0.00201,34000,34000,139,1,3370,3370,2022-02-23,80,21.1,21.1,0,0,1,0.2,-0.4,0.1,36,FALSE
2022-02-17,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-23,1,33900,33900,1,6,0.00201,34000,34000,139,1,3370,3370,2022-02-23,80,21.1,21.1,0,0,1,0.2,-0.4,0.9,36,TRUE
2022-02-17,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-23,1,33900,33900,1,6,0.00201,34000,34000,139,1,3370,3370,2022-02-23,90,15.8,15.8,0,0,1,0.1,-0.4,0.05,36,FALSE
