"reference_date","model","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","rhat","ess_bulk","ess_tail","nowcast_date","range","interval_score","dispersion","underprediction","overprediction","coverage","coverage_deviation","bias","quantile","ae_median","quantile_coverage"
2022-03-25,"Reference: Fixed, Report: Day of Week",2022-03-31,1,59800,59800,6,1,0.00125,59900,59900,116,1,1950,1810,2022-03-31,0,253,0,253,0,0,0,-0.9,0.5,253,FALSE
2022-03-25,"Reference: Fixed, Report: Day of Week",2022-03-31,1,59800,59800,6,1,0.00125,59900,59900,116,1,1950,1810,2022-03-31,20,246,17.8,228,0,0,-0.2,-0.9,0.4,253,FALSE
2022-03-25,"Reference: Fixed, Report: Day of Week",2022-03-31,1,59800,59800,6,1,0.00125,59900,59900,116,1,1950,1810,2022-03-31,20,246,17.8,228,0,0,-0.2,-0.9,0.6,253,FALSE
2022-03-25,"Reference: Fixed, Report: Day of Week",2022-03-31,1,59800,59800,6,1,0.00125,59900,59900,116,1,1950,1810,2022-03-31,40,224,28.2,196,0,0,-0.4,-0.9,0.3,253,FALSE
2022-03-25,"Reference: Fixed, Report: Day of Week",2022-03-31,1,59800,59800,6,1,0.00125,59900,59900,116,1,1950,1810,2022-03-31,40,224,28.2,196,0,0,-0.4,-0.9,0.7,253,FALSE
2022-03-25,"Reference: Fixed, Report: Day of Week",2022-03-31,1,59800,59800,6,1,0.00125,59900,59900,116,1,1950,1810,2022-03-31,60,180,31.6,148,0,0,-0.6,-0.9,0.2,253,FALSE
2022-03-25,"Reference: Fixed, Report: Day of Week",2022-03-31,1,59800,59800,6,1,0.00125,59900,59900,116,1,1950,1810,2022-03-31,60,180,31.6,148,0,0,-0.6,-0.9,0.8,253,FALSE
2022-03-25,"Reference: Fixed, Report: Day of Week",2022-03-31,1,59800,59800,6,1,0.00125,59900,59900,116,1,1950,1810,2022-03-31,80,88.8,25.9,62.9,0,0,-0.8,-0.9,0.1,253,FALSE
2022-03-25,"Reference: Fixed, Report: Day of Week",2022-03-31,1,59800,59800,6,1,0.00125,59900,59900,116,1,1950,1810,2022-03-31,80,88.8,25.9,62.9,0,0,-0.8,-0.9,0.9,253,FALSE
2022-03-25,"Reference: Fixed, Report: Day of Week",2022-03-31,1,59800,59800,6,1,0.00125,59900,59900,116,1,1950,1810,2022-03-31,90,17.2,17.2,0,0,1,0.1,-0.9,0.05,253,FALSE
2022-03-25,"Reference: Fixed, Report: Day of Week",2022-03-31,1,59800,59800,6,1,0.00125,59900,59900,116,1,1950,1810,2022-03-31,90,17.2,17.2,0,0,1,0.1,-0.9,0.95,253,TRUE
2022-03-25,"Reference: Fixed, Report: Day of Week",2022-03-31,1,59800,59800,6,1,0.00125,59900,59900,116,1,1950,1810,2022-03-31,95,11,11,0,0,1,0.05,-0.9,0.025,253,FALSE
2022-03-25,"Reference: Fixed, Report: Day of Week",2022-03-31,1,59800,59800,6,1,0.00125,59900,59900,116,1,1950,1810,2022-03-31,95,11,11,0,0,1,0.05,-0.9,0.975,253,TRUE
2022-03-25,"Reference: Fixed, Report: Fixed",2022-03-31,1,59800,59800,6,1,0.00125,60100,59900,601,1,1960,1990,2022-03-31,0,260,0,260,0,0,0,-0.6,0.5,260,FALSE
