"reference_date","holiday","model","report_date",".group","max_confirm","confirm","cum_prop_reported","delay","prop_reported","mean","median","sd","rhat","ess_bulk","ess_tail","nowcast_date","range","interval_score","dispersion","underprediction","overprediction","coverage","coverage_deviation","bias","quantile","ae_median","quantile_coverage"
2022-02-20,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,28300,28300,1,6,0,28400,28300,21.3,1.04,81.7,343,2022-02-26,95,1.85,1.85,0,0,1,0.05,-0.8,0.025,18,FALSE
2022-02-20,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,28300,28300,1,6,0,28400,28300,21.3,1.04,81.7,343,2022-02-26,95,1.85,1.85,0,0,1,0.05,-0.8,0.975,18,TRUE
2022-02-20,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,28300,28300,1,6,0,28400,28400,221,1,4020,3640,2022-02-26,0,5,0,5,0,0,0,-0.2,0.5,5,FALSE
2022-02-20,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,28300,28300,1,6,0,28400,28400,221,1,4020,3640,2022-02-26,20,10.8,10.8,0,0,1,0.8,-0.2,0.4,5,FALSE
2022-02-20,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,28300,28300,1,6,0,28400,28400,221,1,4020,3640,2022-02-26,20,10.8,10.8,0,0,1,0.8,-0.2,0.6,5,TRUE
2022-02-20,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,28300,28300,1,6,0,28400,28400,221,1,4020,3640,2022-02-26,40,18.6,18.6,0,0,1,0.6,-0.2,0.3,5,FALSE
2022-02-20,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,28300,28300,1,6,0,28400,28400,221,1,4020,3640,2022-02-26,40,18.6,18.6,0,0,1,0.6,-0.2,0.7,5,TRUE
2022-02-20,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,28300,28300,1,6,0,28400,28400,221,1,4020,3640,2022-02-26,60,23.2,23.2,0,0,1,0.4,-0.2,0.2,5,FALSE
2022-02-20,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,28300,28300,1,6,0,28400,28400,221,1,4020,3640,2022-02-26,60,23.2,23.2,0,0,1,0.4,-0.2,0.8,5,TRUE
2022-02-20,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,28300,28300,1,6,0,28400,28400,221,1,4020,3640,2022-02-26,80,25.4,25.4,0,0,1,0.2,-0.2,0.1,5,FALSE
2022-02-20,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,28300,28300,1,6,0,28400,28400,221,1,4020,3640,2022-02-26,80,25.4,25.4,0,0,1,0.2,-0.2,0.9,5,TRUE
2022-02-20,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,28300,28300,1,6,0,28400,28400,221,1,4020,3640,2022-02-26,90,22.7,22.7,0,0,1,0.1,-0.2,0.05,5,FALSE
2022-02-20,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,28300,28300,1,6,0,28400,28400,221,1,4020,3640,2022-02-26,90,22.7,22.7,0,0,1,0.1,-0.2,0.95,5,TRUE
2022-02-20,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,28300,28300,1,6,0,28400,28400,221,1,4020,3640,2022-02-26,95,16,16,0,0,1,0.05,-0.2,0.025,5,FALSE
2022-02-20,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,28300,28300,1,6,0,28400,28400,221,1,4020,3640,2022-02-26,95,16,16,0,0,1,0.05,-0.2,0.975,5,TRUE
2022-02-21,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,32800,32800,1,5,0,32900,32900,121,1.07,39.5,90.8,2022-02-26,0,64,0,64,0,0,0,-0.6,0.5,64,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,32800,32800,1,5,0,32900,32900,121,1.07,39.5,90.8,2022-02-26,20,58.4,12.4,46,0,0,-0.2,-0.6,0.4,64,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,32800,32800,1,5,0,32900,32900,121,1.07,39.5,90.8,2022-02-26,20,58.4,12.4,46,0,0,-0.2,-0.6,0.6,64,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,32800,32800,1,5,0,32900,32900,121,1.07,39.5,90.8,2022-02-26,40,41.8,19.8,22,0,0,-0.4,-0.6,0.3,64,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,32800,32800,1,5,0,32900,32900,121,1.07,39.5,90.8,2022-02-26,40,41.8,19.8,22,0,0,-0.4,-0.6,0.7,64,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,32800,32800,1,5,0,32900,32900,121,1.07,39.5,90.8,2022-02-26,60,22.8,22.8,0,0,1,0.4,-0.6,0.2,64,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,32800,32800,1,5,0,32900,32900,121,1.07,39.5,90.8,2022-02-26,60,22.8,22.8,0,0,1,0.4,-0.6,0.8,64,TRUE
2022-02-21,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,32800,32800,1,5,0,32900,32900,121,1.07,39.5,90.8,2022-02-26,80,20.8,20.8,0,0,1,0.2,-0.6,0.1,64,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,32800,32800,1,5,0,32900,32900,121,1.07,39.5,90.8,2022-02-26,80,20.8,20.8,0,0,1,0.2,-0.6,0.9,64,TRUE
2022-02-21,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,32800,32800,1,5,0,32900,32900,121,1.07,39.5,90.8,2022-02-26,90,15.4,15.4,0,0,1,0.1,-0.6,0.05,64,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,32800,32800,1,5,0,32900,32900,121,1.07,39.5,90.8,2022-02-26,90,15.4,15.4,0,0,1,0.1,-0.6,0.95,64,TRUE
2022-02-21,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,32800,32800,1,5,0,32900,32900,121,1.07,39.5,90.8,2022-02-26,95,10.9,10.9,0,0,1,0.05,-0.6,0.025,64,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,32800,32800,1,5,0,32900,32900,121,1.07,39.5,90.8,2022-02-26,95,10.9,10.9,0,0,1,0.05,-0.6,0.975,64,TRUE
2022-02-21,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,32800,32800,1,5,0,33200,32900,720,1,3950,3730,2022-02-26,0,15,0,15,0,0,0,-0.2,0.5,15,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,32800,32800,1,5,0,33200,32900,720,1,3950,3730,2022-02-26,20,44.4,44.4,0,0,1,0.8,-0.2,0.4,15,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,32800,32800,1,5,0,33200,32900,720,1,3950,3730,2022-02-26,20,44.4,44.4,0,0,1,0.8,-0.2,0.6,15,TRUE
2022-02-21,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,32800,32800,1,5,0,33200,32900,720,1,3950,3730,2022-02-26,40,72.6,72.6,0,0,1,0.6,-0.2,0.3,15,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,32800,32800,1,5,0,33200,32900,720,1,3950,3730,2022-02-26,40,72.6,72.6,0,0,1,0.6,-0.2,0.7,15,TRUE
2022-02-21,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,32800,32800,1,5,0,33200,32900,720,1,3950,3730,2022-02-26,60,93,93,0,0,1,0.4,-0.2,0.2,15,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,32800,32800,1,5,0,33200,32900,720,1,3950,3730,2022-02-26,60,93,93,0,0,1,0.4,-0.2,0.8,15,TRUE
2022-02-21,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,32800,32800,1,5,0,33200,32900,720,1,3950,3730,2022-02-26,80,90.8,90.8,0,0,1,0.2,-0.2,0.1,15,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,32800,32800,1,5,0,33200,32900,720,1,3950,3730,2022-02-26,80,90.8,90.8,0,0,1,0.2,-0.2,0.9,15,TRUE
2022-02-21,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,32800,32800,1,5,0,33200,32900,720,1,3950,3730,2022-02-26,90,76,76,0,0,1,0.1,-0.2,0.05,15,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,32800,32800,1,5,0,33200,32900,720,1,3950,3730,2022-02-26,90,76,76,0,0,1,0.1,-0.2,0.95,15,TRUE
2022-02-21,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,32800,32800,1,5,0,33200,32900,720,1,3950,3730,2022-02-26,95,52.9,52.9,0,0,1,0.05,-0.2,0.025,15,FALSE
2022-02-21,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,32800,32800,1,5,0,33200,32900,720,1,3950,3730,2022-02-26,95,52.9,52.9,0,0,1,0.05,-0.2,0.975,15,TRUE
2022-02-22,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,27500,27500,1,4,0,28000,27700,738,1.09,28.1,47.4,2022-02-26,0,107,0,107,0,0,0,-0.4,0.5,107,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,27500,27500,1,4,0,28000,27700,738,1.09,28.1,47.4,2022-02-26,20,74.6,63.6,11,0,0,-0.2,-0.4,0.4,107,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,27500,27500,1,4,0,28000,27700,738,1.09,28.1,47.4,2022-02-26,20,74.6,63.6,11,0,0,-0.2,-0.4,0.6,107,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,27500,27500,1,4,0,28000,27700,738,1.09,28.1,47.4,2022-02-26,40,99.6,99.6,0,0,1,0.6,-0.4,0.3,107,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,27500,27500,1,4,0,28000,27700,738,1.09,28.1,47.4,2022-02-26,40,99.6,99.6,0,0,1,0.6,-0.4,0.7,107,TRUE
2022-02-22,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,27500,27500,1,4,0,28000,27700,738,1.09,28.1,47.4,2022-02-26,60,115,115,0,0,1,0.4,-0.4,0.2,107,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,27500,27500,1,4,0,28000,27700,738,1.09,28.1,47.4,2022-02-26,60,115,115,0,0,1,0.4,-0.4,0.8,107,TRUE
2022-02-22,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,27500,27500,1,4,0,28000,27700,738,1.09,28.1,47.4,2022-02-26,80,106,106,0,0,1,0.2,-0.4,0.1,107,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,27500,27500,1,4,0,28000,27700,738,1.09,28.1,47.4,2022-02-26,80,106,106,0,0,1,0.2,-0.4,0.9,107,TRUE
2022-02-22,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,27500,27500,1,4,0,28000,27700,738,1.09,28.1,47.4,2022-02-26,90,84.5,84.5,0,0,1,0.1,-0.4,0.05,107,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,27500,27500,1,4,0,28000,27700,738,1.09,28.1,47.4,2022-02-26,90,84.5,84.5,0,0,1,0.1,-0.4,0.95,107,TRUE
2022-02-22,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,27500,27500,1,4,0,28000,27700,738,1.09,28.1,47.4,2022-02-26,95,63.1,63.1,0,0,1,0.05,-0.4,0.025,107,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,27500,27500,1,4,0,28000,27700,738,1.09,28.1,47.4,2022-02-26,95,63.1,63.1,0,0,1,0.05,-0.4,0.975,107,TRUE
2022-02-22,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,27500,27500,1,4,0,28800,27800,3060,1,3830,3790,2022-02-26,0,10,0,10,0,0,0,-0.2,0.5,10,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,27500,27500,1,4,0,28800,27800,3060,1,3830,3790,2022-02-26,20,139,139,0,0,1,0.8,-0.2,0.4,10,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,27500,27500,1,4,0,28800,27800,3060,1,3830,3790,2022-02-26,20,139,139,0,0,1,0.8,-0.2,0.6,10,TRUE
2022-02-22,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,27500,27500,1,4,0,28800,27800,3060,1,3830,3790,2022-02-26,40,231,231,0,0,1,0.6,-0.2,0.3,10,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,27500,27500,1,4,0,28800,27800,3060,1,3830,3790,2022-02-26,40,231,231,0,0,1,0.6,-0.2,0.7,10,TRUE
2022-02-22,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,27500,27500,1,4,0,28800,27800,3060,1,3830,3790,2022-02-26,60,298,298,0,0,1,0.4,-0.2,0.2,10,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,27500,27500,1,4,0,28800,27800,3060,1,3830,3790,2022-02-26,60,298,298,0,0,1,0.4,-0.2,0.8,10,TRUE
2022-02-22,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,27500,27500,1,4,0,28800,27800,3060,1,3830,3790,2022-02-26,80,304,304,0,0,1,0.2,-0.2,0.1,10,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,27500,27500,1,4,0,28800,27800,3060,1,3830,3790,2022-02-26,80,304,304,0,0,1,0.2,-0.2,0.9,10,TRUE
2022-02-22,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,27500,27500,1,4,0,28800,27800,3060,1,3830,3790,2022-02-26,90,262,262,0,0,1,0.1,-0.2,0.05,10,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,27500,27500,1,4,0,28800,27800,3060,1,3830,3790,2022-02-26,90,262,262,0,0,1,0.1,-0.2,0.95,10,TRUE
2022-02-22,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,27500,27500,1,4,0,28800,27800,3060,1,3830,3790,2022-02-26,95,212,212,0,0,1,0.05,-0.2,0.025,10,FALSE
2022-02-22,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,27500,27500,1,4,0,28800,27800,3060,1,3830,3790,2022-02-26,95,212,212,0,0,1,0.05,-0.2,0.975,10,TRUE
2022-02-23,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,24600,24600,1,3,0,27200,25700,4470,1.11,24.1,53,2022-02-26,0,115,0,115,0,0,0,-0.2,0.5,115,FALSE
2022-02-23,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,24600,24600,1,3,0,27200,25700,4470,1.11,24.1,53,2022-02-26,20,317,317,0,0,1,0.8,-0.2,0.4,115,FALSE
2022-02-23,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,24600,24600,1,3,0,27200,25700,4470,1.11,24.1,53,2022-02-26,20,317,317,0,0,1,0.8,-0.2,0.6,115,TRUE
2022-02-23,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,24600,24600,1,3,0,27200,25700,4470,1.11,24.1,53,2022-02-26,40,529,529,0,0,1,0.6,-0.2,0.3,115,FALSE
2022-02-23,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,24600,24600,1,3,0,27200,25700,4470,1.11,24.1,53,2022-02-26,40,529,529,0,0,1,0.6,-0.2,0.7,115,TRUE
2022-02-23,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,24600,24600,1,3,0,27200,25700,4470,1.11,24.1,53,2022-02-26,60,643,643,0,0,1,0.4,-0.2,0.2,115,FALSE
2022-02-23,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,24600,24600,1,3,0,27200,25700,4470,1.11,24.1,53,2022-02-26,60,643,643,0,0,1,0.4,-0.2,0.8,115,TRUE
2022-02-23,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,24600,24600,1,3,0,27200,25700,4470,1.11,24.1,53,2022-02-26,80,621,621,0,0,1,0.2,-0.2,0.1,115,FALSE
2022-02-23,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,24600,24600,1,3,0,27200,25700,4470,1.11,24.1,53,2022-02-26,80,621,621,0,0,1,0.2,-0.2,0.9,115,TRUE
2022-02-23,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,24600,24600,1,3,0,27200,25700,4470,1.11,24.1,53,2022-02-26,90,476,476,0,0,1,0.1,-0.2,0.05,115,FALSE
2022-02-23,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,24600,24600,1,3,0,27200,25700,4470,1.11,24.1,53,2022-02-26,90,476,476,0,0,1,0.1,-0.2,0.95,115,TRUE
2022-02-23,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,24600,24600,1,3,0,27200,25700,4470,1.11,24.1,53,2022-02-26,95,365,365,0,0,1,0.05,-0.2,0.025,115,FALSE
2022-02-23,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,24600,24600,1,3,0,27200,25700,4470,1.11,24.1,53,2022-02-26,95,365,365,0,0,1,0.05,-0.2,0.975,115,TRUE
2022-02-23,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,24600,24600,1,3,0,28900,25600,10000,1,3660,4060,2022-02-26,0,198,0,198,0,0,0,-0.2,0.5,198,FALSE
2022-02-23,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,24600,24600,1,3,0,28900,25600,10000,1,3660,4060,2022-02-26,20,438,438,0,0,1,0.8,-0.2,0.4,198,FALSE
2022-02-23,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,24600,24600,1,3,0,28900,25600,10000,1,3660,4060,2022-02-26,20,438,438,0,0,1,0.8,-0.2,0.6,198,TRUE
2022-02-23,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,24600,24600,1,3,0,28900,25600,10000,1,3660,4060,2022-02-26,40,793,793,0,0,1,0.6,-0.2,0.3,198,FALSE
2022-02-23,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,24600,24600,1,3,0,28900,25600,10000,1,3660,4060,2022-02-26,40,793,793,0,0,1,0.6,-0.2,0.7,198,TRUE
2022-02-23,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,24600,24600,1,3,0,28900,25600,10000,1,3660,4060,2022-02-26,60,1050,1050,0,0,1,0.4,-0.2,0.2,198,FALSE
2022-02-23,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,24600,24600,1,3,0,28900,25600,10000,1,3660,4060,2022-02-26,60,1050,1050,0,0,1,0.4,-0.2,0.8,198,TRUE
2022-02-23,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,24600,24600,1,3,0,28900,25600,10000,1,3660,4060,2022-02-26,80,1070,1070,0,0,1,0.2,-0.2,0.1,198,FALSE
2022-02-23,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,24600,24600,1,3,0,28900,25600,10000,1,3660,4060,2022-02-26,80,1070,1070,0,0,1,0.2,-0.2,0.9,198,TRUE
2022-02-23,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,24600,24600,1,3,0,28900,25600,10000,1,3660,4060,2022-02-26,90,922,922,0,0,1,0.1,-0.2,0.05,198,FALSE
2022-02-23,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,24600,24600,1,3,0,28900,25600,10000,1,3660,4060,2022-02-26,90,922,922,0,0,1,0.1,-0.2,0.95,198,TRUE
2022-02-23,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,24600,24600,1,3,0,28900,25600,10000,1,3660,4060,2022-02-26,95,701,701,0,0,1,0.05,-0.2,0.025,198,FALSE
2022-02-23,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,24600,24600,1,3,0,28900,25600,10000,1,3660,4060,2022-02-26,95,701,701,0,0,1,0.05,-0.2,0.975,198,TRUE
2022-02-24,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,11900,11900,1,2,0,24700,17700,20500,1.06,43.5,72.2,2022-02-26,0,4000,0,4000,0,0,0,-0.4,0.5,4000,FALSE
2022-02-24,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,11900,11900,1,2,0,24700,17700,20500,1.06,43.5,72.2,2022-02-26,20,3340,1570,1770,0,0,-0.2,-0.4,0.4,4000,FALSE
2022-02-24,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,11900,11900,1,2,0,24700,17700,20500,1.06,43.5,72.2,2022-02-26,20,3340,1570,1770,0,0,-0.2,-0.4,0.6,4000,FALSE
2022-02-24,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,11900,11900,1,2,0,24700,17700,20500,1.06,43.5,72.2,2022-02-26,40,2680,2680,0,0,1,0.6,-0.4,0.3,4000,FALSE
2022-02-24,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,11900,11900,1,2,0,24700,17700,20500,1.06,43.5,72.2,2022-02-26,40,2680,2680,0,0,1,0.6,-0.4,0.7,4000,TRUE
2022-02-24,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,11900,11900,1,2,0,24700,17700,20500,1.06,43.5,72.2,2022-02-26,60,3410,3410,0,0,1,0.4,-0.4,0.2,4000,FALSE
2022-02-24,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,11900,11900,1,2,0,24700,17700,20500,1.06,43.5,72.2,2022-02-26,60,3410,3410,0,0,1,0.4,-0.4,0.8,4000,TRUE
2022-02-24,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,11900,11900,1,2,0,24700,17700,20500,1.06,43.5,72.2,2022-02-26,80,3230,3230,0,0,1,0.2,-0.4,0.1,4000,FALSE
2022-02-24,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,11900,11900,1,2,0,24700,17700,20500,1.06,43.5,72.2,2022-02-26,80,3230,3230,0,0,1,0.2,-0.4,0.9,4000,TRUE
2022-02-24,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,11900,11900,1,2,0,24700,17700,20500,1.06,43.5,72.2,2022-02-26,90,2430,2430,0,0,1,0.1,-0.4,0.05,4000,FALSE
2022-02-24,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,11900,11900,1,2,0,24700,17700,20500,1.06,43.5,72.2,2022-02-26,90,2430,2430,0,0,1,0.1,-0.4,0.95,4000,TRUE
2022-02-24,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,11900,11900,1,2,0,24700,17700,20500,1.06,43.5,72.2,2022-02-26,95,1750,1750,0,0,1,0.05,-0.4,0.025,4000,FALSE
2022-02-24,FALSE,"Reference: Fixed, Report: Day of Week",2022-02-26,1,11900,11900,1,2,0,24700,17700,20500,1.06,43.5,72.2,2022-02-26,95,1750,1750,0,0,1,0.05,-0.4,0.975,4000,TRUE
2022-02-24,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,11900,11900,1,2,0,24300,15500,30400,1,3760,3690,2022-02-26,0,6250,0,6250,0,0,0,-0.6,0.5,6250,FALSE
2022-02-24,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,11900,11900,1,2,0,24300,15500,30400,1,3760,3690,2022-02-26,20,5640,1430,4210,0,0,-0.2,-0.6,0.4,6250,FALSE
2022-02-24,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,11900,11900,1,2,0,24300,15500,30400,1,3760,3690,2022-02-26,20,5640,1430,4210,0,0,-0.2,-0.6,0.6,6250,FALSE
2022-02-24,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,11900,11900,1,2,0,24300,15500,30400,1,3760,3690,2022-02-26,40,2910,2470,437,0,0,-0.4,-0.6,0.3,6250,FALSE
2022-02-24,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,11900,11900,1,2,0,24300,15500,30400,1,3760,3690,2022-02-26,40,2910,2470,437,0,0,-0.4,-0.6,0.7,6250,FALSE
2022-02-24,FALSE,"Reference: Fixed, Report: Fixed",2022-02-26,1,11900,11900,1,2,0,24300,15500,30400,1,3760,3690,2022-02-26,60,3080,3080,0,0,1,0.4,-0.6,0.2,6250,FALSE
