"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-05-26,2022-06-04,1,4772,4772,9,1,0,4772,4772,0,0,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,NA,NA,NA,2022-06-04
"Reference: Fixed, Report: Fixed",2022-05-27,2022-06-04,1,4420,4420,8,1,0,4421.5585,4420,4.39229141359393,0,4420,4420,4420,4420,4420,4420,4420,4420,4421,4422,4425,4429,4433,1.00066687544702,1938.83271848424,1924.17788119335,2022-06-04
"Reference: Fixed, Report: Fixed",2022-05-28,2022-06-04,1,4075,4075,7,1,0,4081.711,4076,15.1331749970965,1.4826,4075,4075,4075,4075,4075,4076,4076,4078,4080,4084,4093,4104,4127,1.00219568914229,1733.0917134709,1697.95392602089,2022-06-04
"Reference: Fixed, Report: Fixed",2022-05-29,2022-06-04,1,4597,4597,6,1,0,4620.489,4603,52.057159478082,8.8956,4597,4597,4597,4597,4599,4601,4603,4608,4616,4629,4660.1,4695,4739.075,1.00004171569647,2032.97660090596,1797.85381235605,2022-06-04
"Reference: Fixed, Report: Fixed",2022-05-30,2022-06-04,1,5436,5436,5,1,0,5503.849,5459,124.767819181677,31.1346,5436,5436,5437,5439,5443,5450,5459,5473,5493,5535,5620.2,5722.1,5819.225,0.999452839010506,1938.58147943312,2031.36483773347,2022-06-04
"Reference: Fixed, Report: Fixed",2022-05-31,2022-06-04,1,3538,3538,4,1,0,3776.9205,3607,539.398527589326,93.4038,3538,3539,3542,3550,3563,3583.6,3607,3648,3715,3846.2,4129.5,4571.7,5117.625,1.00048231983188,1814.98994275575,2005.47481397074,2022-06-04
"Reference: Fixed, Report: Fixed",2022-06-01,2022-06-04,1,0,0,3,NA,NA,708.7555,235.5,1450.74859209254,315.0525,2,5,14,41,80,140,235.5,374.8,593.500000000001,980.6,1789.6,2904.5,3887.07499999999,1.00017394990496,2093.43740608654,1975.18196437099,2022-06-04
"Reference: Fixed, Report: Fixed",2022-06-02,2022-06-04,1,0,0,2,NA,NA,1988.5375,610,4280.27788560308,818.3952,8,17,41,104,209,362,610,943.999999999999,1560.6,2499,4957.5,8265.8,13168.725,0.99936685289271,1840.31783489444,1858.96727237556,2022-06-04
"Reference: Fixed, Report: Fixed",2022-06-03,2022-06-04,1,0,0,1,NA,NA,3806.9015,1426,6562.71825711411,1874.0064,19,49.95,103,273,549,938.4,1426,2141.6,3369.3,5679.8,9528.3,15455.85,23267.4749999999,0.999620678632466,1819.23507689132,2068.95784532449,2022-06-04
"Reference: Fixed, Report: Fixed",2022-06-04,2022-06-04,1,0,0,0,NA,NA,4552.2045,2054.5,7951.36322546338,2509.3005,46.975,96.85,208,484.4,872.7,1351.2,2054.5,3054,4266.3,7010.8,11572,16827.2,22668.85,0.999827345424286,2038.78098127789,2006.94267216733,2022-06-04
"Reference: Fixed, Report: Day of Week",2022-05-26,2022-06-04,1,4772,4772,9,1,0,4772,4772,0,0,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,NA,NA,NA,2022-06-04
"Reference: Fixed, Report: Day of Week",2022-05-27,2022-06-04,1,4420,4420,8,1,0,4420.7415,4420,1.47097234162132,0,4420,4420,4420,4420,4420,4420,4420,4420,4421,4421,4422,4424,4425,0.999619109141,2101.04564481843,1926.05447734269,2022-06-04
"Reference: Fixed, Report: Day of Week",2022-05-28,2022-06-04,1,4075,4075,7,1,0,4076.511,4075,2.77826175318032,0,4075,4075,4075,4075,4075,4075,4075,4076,4076,4077,4079,4082,4085,1.00039168476875,1975.81827399039,1877.72022273601,2022-06-04
"Reference: Fixed, Report: Day of Week",2022-05-29,2022-06-04,1,4597,4597,6,1,0,4605.566,4601,13.5724997835766,5.9304,4597,4597,4597,4598,4599,4600,4601,4603,4605,4610,4619,4631,4644.025,0.999521964594652,1790.554904814,1865.70635930461,2022-06-04
"Reference: Fixed, Report: Day of Week",2022-05-30,2022-06-04,1,5436,5436,5,1,0,5492.287,5464,86.3882057461898,31.1346,5437,5438,5440,5444,5449,5455,5464,5475,5489,5518,5569.1,5640.05,5735.025,1.00036751908272,2054.14660164088,1962.2703483323,2022-06-04
"Reference: Fixed, Report: Day of Week",2022-05-31,2022-06-04,1,3538,3538,4,1,0,3865.5015,3691,470.370322318287,180.8772,3544,3549,3559,3578,3607,3643,3691,3762,3868,4063.6,4378,4742.15,5220.475,1.00161993512835,2118.49878695154,1722.07825802092,2022-06-04
"Reference: Fixed, Report: Day of Week",2022-06-01,2022-06-04,1,0,0,3,NA,NA,1237.759,555.5,1950.40618309585,657.5331,22.975,39,76,153,243.1,373,555.5,806,1197.3,1787.8,3134.2,4617,6919.92499999999,1.00262318748465,1798.25441931454,2047.49839697005,2022-06-04
"Reference: Fixed, Report: Day of Week",2022-06-02,2022-06-04,1,0,0,2,NA,NA,2561.4465,1130,4126.02606107452,1316.5488,51.975,85,158,318,541.4,789.6,1130,1635.8,2389.9,3705.4,6203.3,9508.95,14292.3,0.99931503470336,2115.51585840526,1771.79974512612,2022-06-04
"Reference: Fixed, Report: Day of Week",2022-06-03,2022-06-04,1,0,0,1,NA,NA,2919.2435,1435,4403.95980024442,1609.3623,66,107,196,433.8,682.7,993.6,1435,2021.6,2834.4,4121,7252.7,11031.1,14516.425,1.00141688289653,1849.16459840995,1805.59695409594,2022-06-04
"Reference: Fixed, Report: Day of Week",2022-06-04,2022-06-04,1,0,0,0,NA,NA,2813.8615,1538,3876.26549366867,1656.0642,101,151.95,267.8,488.8,746.7,1113,1538,2084.4,2926.6,4318.6,6464.00000000001,9689.65,12745.525,0.999796633332417,2158.84555187098,1826.49904103872,2022-06-04
"Reference: Week, Report: Day of Week",2022-05-26,2022-06-04,1,4772,4772,9,1,0,4772,4772,0,0,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,4772,NA,NA,NA,2022-06-04
"Reference: Week, Report: Day of Week",2022-05-27,2022-06-04,1,4420,4420,8,1,0,4421.085,4420,1.99794063144198,0,4420,4420,4420,4420,4420,4420,4420,4421,4421,4422,4423,4425,4427,NA,NA,NA,2022-06-04
"Reference: Week, Report: Day of Week",2022-05-28,2022-06-04,1,4075,4075,7,1,0,4075,4075,0,0,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,NA,NA,NA,2022-06-04
"Reference: Week, Report: Day of Week",2022-05-29,2022-06-04,1,4597,4597,6,1,0,4597.032,4597,0.20252658348231,0,4597,4597,4597,4597,4597,4597,4597,4597,4597,4597,4597,4597,4598,NA,NA,NA,2022-06-04
"Reference: Week, Report: Day of Week",2022-05-30,2022-06-04,1,5436,5436,5,1,0,5436.743,5436,2.2248372751509,0,5436,5436,5436,5436,5436,5436,5436,5436,5436,5437,5438,5439,5442,NA,NA,NA,2022-06-04
"Reference: Week, Report: Day of Week",2022-05-31,2022-06-04,1,3538,3538,4,1,0,3565.182,3546,72.1056731755838,11.8608,3538,3538,3538,3539,3540,3543,3546,3551,3558.3,3573,3604.1,3646.05,3691.025,NA,NA,NA,2022-06-04
"Reference: Week, Report: Day of Week",2022-06-01,2022-06-04,1,0,0,3,NA,NA,529.046,210.5,827.645853939681,274.281,3,7.95,16,41,82.7,133,210.5,313.8,519.3,828.6,1424.3,2201.55,2804.525,NA,NA,NA,2022-06-04
"Reference: Week, Report: Day of Week",2022-06-02,2022-06-04,1,0,0,2,NA,NA,3016.487,1206,5009.78429001324,1599.7254,21,36.95,81,233.8,421,731.6,1206,1866.4,3098.6,4750.4,8008.3,11358.75,16113.8,NA,NA,NA,2022-06-04
"Reference: Week, Report: Day of Week",2022-06-03,2022-06-04,1,0,0,1,NA,NA,3716.972,1579,5510.40349683341,2053.401,28.95,62.85,142.9,300.4,608.4,970.8,1579,2524,3753.2,5802.6,10185.8,14467.8,18749.125,NA,NA,NA,2022-06-04
"Reference: Week, Report: Day of Week",2022-06-04,2022-06-04,1,0,0,0,NA,NA,3880.574,1673,5798.2755287785,2014.8534,49.975,103.7,200.9,482.4,775,1215.6,1673,2609.8,3841.7,5665.2,10187.5,14545.7,20023.875,NA,NA,NA,2022-06-04
