"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-05-06,2022-05-15,1,7468,7468,9,1,0,7468,7468,0,0,7468,7468,7468,7468,7468,7468,7468,7468,7468,7468,7468,7468,7468,NA,NA,NA,2022-05-15
"Reference: Fixed, Report: Fixed",2022-05-07,2022-05-15,1,6342,6342,8,1,0,6346.4975,6342,18.3196014598796,0,6342,6342,6342,6342,6342,6342,6342,6342,6343,6344,6350,6363,6384.025,0.999805482968071,1948.28931333594,1883.13570963774,2022-05-15
"Reference: Fixed, Report: Fixed",2022-05-08,2022-05-15,1,7623,7623,7,1,0,7641.4025,7625,56.4426911339389,2.9652,7623,7623,7623,7623,7623,7623,7625,7627,7632,7644,7671.1,7712,7763.05,0.999466053189623,1935.2385833306,1913.7744338613,2022-05-15
"Reference: Fixed, Report: Fixed",2022-05-09,2022-05-15,1,8778,8778,6,1,0,8843.2185,8789,162.073463779796,16.3086,8778,8778,8778,8778,8780,8783,8789,8798,8819.3,8851.2,8946,9070,9221.425,0.99999214568797,2073.46260908343,1942.75417538192,2022-05-15
"Reference: Fixed, Report: Fixed",2022-05-10,2022-05-15,1,7872,7872,5,1,0,8073.779,7910,489.731344263135,54.8562,7872,7872,7873,7875,7881,7891,7910,7937.4,7992.3,8109.4,8412.2,8855.15,9344.2,0.999959732570064,1949.39556134487,1994.40886144413,2022-05-15
"Reference: Fixed, Report: Fixed",2022-05-11,2022-05-15,1,6565,6565,4,1,0,7274.556,6693,2626.88869729534,182.3598,6565,6566,6569,6582,6603,6640,6693,6803,7002,7356.2,8215,9472.55,11445.35,1.00237309873245,1696.00127967491,1557.82546011298,2022-05-15
"Reference: Fixed, Report: Fixed",2022-05-12,2022-05-15,1,4054,4054,3,1,0,6276.9125,4427,6858.66434031512,527.8056,4056,4059,4069,4104,4159.7,4271,4427,4738.8,5330,6453.4,9367.1,13869.25,19348.625,0.999209401490306,1797.57097247049,1728.01196887844,2022-05-15
"Reference: Fixed, Report: Fixed",2022-05-13,2022-05-15,1,0,0,2,NA,NA,4911.252,977,12799.1855885193,1365.4746,5,15,42,136,281,543.8,977,1689.6,2877.5,5303,12247.3,21071.8,38148.9749999999,1.00058801221739,1902.83364142706,1712.87344789741,2022-05-15
"Reference: Fixed, Report: Fixed",2022-05-14,2022-05-15,1,0,0,1,NA,NA,9334.1505,1996,42066.7128677604,2747.2578,18,42.95,100.9,308,635.4,1162.6,1996,3383.8,5907.2,10427.2,21149.3,37384.85,56437.1,0.999349685931494,1885.78804022769,1818.24363637874,2022-05-15
"Reference: Fixed, Report: Fixed",2022-05-15,2022-05-15,1,0,0,0,NA,NA,10539.9515,2945,27059.6458977423,3940.7508,29,70.95,170,488.8,1002.4,1824,2945,4487.2,7162.80000000001,12454.4,25167.8,46426.4,71609.55,0.999611391283715,2164.6377240793,2020.57916405584,2022-05-15
