"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-06-10,2022-06-19,1,9115,9115,9,1,0,9115,9115,0,0,9115,9115,9115,9115,9115,9115,9115,9115,9115,9115,9115,9115,9115,NA,NA,NA,2022-06-19
"Reference: Fixed, Report: Fixed",2022-06-11,2022-06-19,1,8409,8409,8,1,0,8413.0995,8409,11.9873453263843,0,8409,8409,8409,8409,8409,8409,8409,8409,8410,8413,8420,8431,8448.025,0.999288175820911,2069.13853182535,2100.71690123113,2022-06-19
"Reference: Fixed, Report: Fixed",2022-06-12,2022-06-19,1,10658,10658,7,1,0,10674.243,10660,37.8707281026324,2.9652,10658,10658,10658,10658,10658,10659,10660,10663,10669,10678,10701.1,10737.05,10784,0.999351731808575,1818.61379551601,1886.01566737773,2022-06-19
"Reference: Fixed, Report: Fixed",2022-06-13,2022-06-19,1,12813,12813,6,1,0,12870.756,12827,117.207099683031,20.7564,12813,12813,12813,12814,12816,12820,12827,12838,12856,12889,12969.2,13105.05,13223.025,1.00095038059979,1916.99472126178,1862.16168906782,2022-06-19
"Reference: Fixed, Report: Fixed",2022-06-14,2022-06-19,1,12318,12318,5,1,0,12486.3715,12363,356.779387371772,63.7518,12318,12318,12319,12324,12332,12344,12363,12393,12443,12534,12761.1,13045.25,13498.25,0.999461639407701,1931.12940799365,1977.53092240859,2022-06-19
"Reference: Fixed, Report: Fixed",2022-06-15,2022-06-19,1,11596,11596,4,1,0,12141.275,11749,1079.88292788801,209.0466,11596,11598,11603,11621,11647,11685,11749,11850,12030.3,12351.4,12993.8,13951.3,15321.975,1.00095765879814,1924.05099826813,2048.45042657762,2022-06-19
"Reference: Fixed, Report: Fixed",2022-06-16,2022-06-19,1,7843,7843,3,1,0,9497.4185,8325.5,3549.19111941846,645.6723,7848,7856,7871,7922,8001.7,8133,8325.5,8601.2,9087.9,9880.8,12141.4,14972.65,19170.8,1.00231796049582,1802.22259827637,1916.5143154067,2022-06-19
"Reference: Fixed, Report: Fixed",2022-06-17,2022-06-19,1,0,0,2,NA,NA,4457.1125,1291.5,10890.5921319429,1740.5724,11.95,28.9,72,206,440,798.8,1291.5,2101.6,3265.3,5835.2,11274.6,19849.65,28152.725,1.00009789229028,1891.00196857522,1896.40694235695,2022-06-19
"Reference: Fixed, Report: Fixed",2022-06-18,2022-06-19,1,0,0,1,NA,NA,8002.7255,3023,15203.9843910348,3940.0095,29,81,216.9,582.8,1179.4,1979,3023,4817.8,7228.8,11381.6,19657.9,32018.45,45048.45,1.00071455396317,2132.57914299548,1804.38836161121,2022-06-19
"Reference: Fixed, Report: Fixed",2022-06-19,2022-06-19,1,0,0,0,NA,NA,9339.342,4058,16113.954845705,5020.0836,78.925,162,348.7,907.2,1631.7,2701.8,4058,6054.4,8980.8,13456,23152.5,36827.3,50443.1,0.999825026471204,2052.29485605416,1964.73915193163,2022-06-19
"Reference: Fixed, Report: Day of Week",2022-06-10,2022-06-19,1,9115,9115,9,1,0,9115,9115,0,0,9115,9115,9115,9115,9115,9115,9115,9115,9115,9115,9115,9115,9115,NA,NA,NA,2022-06-19
"Reference: Fixed, Report: Day of Week",2022-06-11,2022-06-19,1,8409,8409,8,1,0,8416.088,8411,12.0680186665943,2.9652,8409,8409,8409,8409,8410,8410,8411,8413,8416,8421,8429,8439.05,8452,1.00144906070883,2012.78791537844,1939.22808508961,2022-06-19
"Reference: Fixed, Report: Day of Week",2022-06-12,2022-06-19,1,10658,10658,7,1,0,10709.4405,10680,81.9529658038806,28.1694,10658,10658,10659.9,10662,10667,10672,10680,10691,10707,10735,10792,10857.05,10932.25,1.00132178586215,2016.99301489527,1976.90662919172,2022-06-19
"Reference: Fixed, Report: Day of Week",2022-06-13,2022-06-19,1,12813,12813,6,1,0,13221.151,12985,621.16612260726,216.4596,12817,12821,12829,12851,12881,12922,12985,13067.4,13218.6,13433.2,13929.3,14401.75,14977.35,1.00055449676964,2040.86725763716,2009.27956739698,2022-06-19
"Reference: Fixed, Report: Day of Week",2022-06-14,2022-06-19,1,12318,12318,5,1,0,14445.167,13185.5,3351.26786384775,1062.2829,12349,12374,12416,12527.8,12669,12888.2,13185.5,13600.2,14351.4,15529.8,17971.1,20444.4,24158.45,1.00149934894394,2118.880799281,2007.63181653237,2022-06-19
"Reference: Fixed, Report: Day of Week",2022-06-15,2022-06-19,1,11596,11596,4,1,0,18538.0745,14349.5,11534.8106635294,3441.8559,11669,11743.95,11891.9,12248.8,12706.3,13375.6,14349.5,15822.4,17906.1,21973.6,30042,37847.25,48016.65,0.999950173244305,1882.4940338691,1814.89732043276,2022-06-19
"Reference: Fixed, Report: Day of Week",2022-06-16,2022-06-19,1,7843,7843,3,1,0,19571.2965,12550,18677.3350826204,5858.4939,8016.95,8127.8,8354.7,8967.8,9700.4,11034.4,12550,15046,18715.9,24967,38131.2,55280.05,75311.7999999999,0.999713051104257,2043.62235808076,2056.50971690169,2022-06-19
"Reference: Fixed, Report: Day of Week",2022-06-17,2022-06-19,1,0,0,2,NA,NA,12777.8365,5299.5,19818.2200217927,6467.1012,220.9,359.9,639.9,1382.8,2230.5,3429.4,5299.5,8027.8,11982.5,19809.4,33261.9,49833.95,69395.9749999998,1.00199902247753,1936.42380050517,2026.41541576191,2022-06-19
"Reference: Fixed, Report: Day of Week",2022-06-18,2022-06-19,1,0,0,1,NA,NA,13725.322,6060.5,23652.2207635528,6789.5667,308.75,548.45,994.6,1863.8,2892.8,4219.2,6060.5,8525.6,13191.9,19891,34354.7,49243.4,69742.525,1.00287190423709,2151.39103855214,1854.28043233439,2022-06-19
