"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-03-20,2022-03-29,1,66642,66642,9,1,0.000150055520542601,66642,66642,0,0,66642,66642,66642,66642,66642,66642,66642,66642,66642,66642,66642,66642,66642,NA,NA,NA,2022-03-29
"Reference: Fixed, Report: Fixed",2022-03-21,2022-03-29,1,89284,89284,8,1,0.000268805161059092,89299.465,89284,47.4241003883977,0,89284,89284,89284,89284,89284,89284,89284,89286,89289,89297,89324,89374,89418.025,0.999005435784651,1740.51598400302,1599.5956142405,2022-03-29
"Reference: Fixed, Report: Fixed",2022-03-22,2022-03-29,1,81231,81231,7,1,0.00123105710873927,81297.962,81245,150.517026424328,20.7564,81231,81231,81231,81231,81233,81237,81245,81259,81279.3,81316,81416,81518.15,81709.425,0.999176531462632,1954.10568072936,1959.98038556097,2022-03-29
"Reference: Fixed, Report: Fixed",2022-03-23,2022-03-29,1,76971,76971,6,1,0.00224759974535864,77252.8455,77049,624.043281863181,111.195,76971,76971,76972,76979,76992,77014,77049,77102,77191.3,77339.2,77688.4,78141,78818.3,1.00010826594315,1992.5797444638,2142.53302747802,2022-03-29
"Reference: Fixed, Report: Fixed",2022-03-24,2022-03-29,1,67958,67958,5,1,0.00525324465110804,68909.3455,68211,1874.33437513285,349.8936,67959,67961,67968,67992.8,68033,68110,68211,68388,68648.5,69234.8,70526.6,72812.25,74875.05,0.999497132544304,2000.75491932923,2031.22241679065,2022-03-29
"Reference: Fixed, Report: Fixed",2022-03-25,2022-03-29,1,59468,59468,4,1,0.0156050312773256,63017.894,60478.5,8010.9261622332,1352.1312,59475,59489,59521.9,59631.8,59803.4,60069.6,60478.5,60972.8,61927,63969.2,68698.5,74923.4,83416.95,0.999918346717041,1864.15714142297,1962.36947099917,2022-03-29
"Reference: Fixed, Report: Fixed",2022-03-26,2022-03-29,1,50656,50656,3,1,0.0833464939987366,63159.9535,53958.5,26498.5229350092,4527.8604,50694.975,50740.95,50870,51274.6,51814.1,52746.2,53958.5,56538.4,60279.2,67110,85157.8,105520.35,128412.3,1.00058099377532,1976.10601014651,2005.95593486726,2022-03-29
"Reference: Fixed, Report: Fixed",2022-03-27,2022-03-29,1,54052,54052,2,1,0.384111596240657,88107.628,64971.5,72453.5519899376,14294.4879,54206.85,54373.65,54810.4,55999,57807,60423.4,64971.5,71021.6,79993.2,99361.8,142401.4,194106.2,258485.625,0.999174326638145,1913.28329591077,1966.51243707648,2022-03-29
"Reference: Fixed, Report: Fixed",2022-03-28,2022-03-29,1,38147,38147,1,1,1,100964.876,61648,118877.721514899,30304.344,38589.825,38993.8,39975.2,42767.6,46628.1,53670.8,61648,74879,91635.9,126350,194453.1,289018.15,396398.625,1.00009610096893,2004.22054464623,2066.43680477591,2022-03-29
"Reference: Fixed, Report: Fixed",2022-03-29,2022-03-29,1,0,0,0,NA,NA,76046.881,32873.5,139801.289668892,40596.5532,694.875,1290.85,3097.8,7755.8,14203.3,22874.2,32873.5,48968.4,71079.6,108854,173559.5,284190.8,411792.925,0.999551526642229,2067.54565393296,1842.92885753956,2022-03-29
"Reference: Fixed, Report: Day of Week",2022-03-20,2022-03-29,1,66642,66642,9,1,0.000150055520542601,66642,66642,0,0,66642,66642,66642,66642,66642,66642,66642,66642,66642,66642,66642,66642,66642,NA,NA,NA,2022-03-29
"Reference: Fixed, Report: Day of Week",2022-03-21,2022-03-29,1,89284,89284,8,1,0.000268805161059092,89316.679,89300,46.1104439961573,20.7564,89284,89284,89284.9,89286,89290,89294,89300,89308,89318,89335,89371.1,89408,89445.05,1.03039647677602,219.704264797316,1678.22047948157,2022-03-29
