"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-04-19,2022-04-28,1,20534,20534,9,1,0.000681796045582936,20534,20534,0,0,20534,20534,20534,20534,20534,20534,20534,20534,20534,20534,20534,20534,20534,NA,NA,NA,2022-04-28
"Reference: Fixed, Report: Fixed",2022-04-20,2022-04-28,1,16888,16888,8,1,0.000769777356702984,16899.2945,16888,34.0088528296,0,16888,16888,16888,16888,16888,16888,16888,16889,16890,16897,16920,16948.1,16993,0.999754636944476,2039.82347555828,2077.54919920554,2022-04-28
"Reference: Fixed, Report: Fixed",2022-04-21,2022-04-28,1,14432,14432,7,1,0.00076219512195122,14477.9815,14438,115.877534316319,8.8956,14432,14432,14432,14432,14432,14434,14438,14445,14459,14485,14558,14655.05,14776.025,1.00003605169286,2000.68040828099,2004.34523188218,2022-04-28
"Reference: Fixed, Report: Fixed",2022-04-22,2022-04-28,1,12442,12442,6,1,0.00297379842469056,12602.801,12472,357.829479455206,44.478,12442,12442,12442,12444,12448,12456,12472,12501.4,12554,12658,12886.3,13192.05,13513.15,1.00120890080676,1789.35872788811,1769.88202611542,2022-04-28
"Reference: Fixed, Report: Fixed",2022-04-23,2022-04-28,1,10504,10504,5,1,0.00485529322162986,11159.501,10624,1724.65315186739,171.9816,10504,10504,10507,10515,10533,10567,10624,10713,10884.9,11270.2,12190.1,13492.3,15533.1,0.999781777309647,1914.03864766065,2062.28269338135,2022-04-28
"Reference: Fixed, Report: Fixed",2022-04-24,2022-04-28,1,11791,11791,4,1,0.0151810703078619,13770.7785,12193,5296.688814121,572.2836,11792,11795,11803.9,11838,11894,12005,12193,12522.4,13129.3,14158,16570,21051.2,26323.125,1.0000053841309,1903.07882910789,1971.63275655554,2022-04-28
"Reference: Fixed, Report: Fixed",2022-04-25,2022-04-28,1,13011,13011,3,1,0.0461148259165322,19949.504,14335,17146.5520026848,1874.0064,13016,13026,13057,13186,13428,13755.4,14335,15312,17251.1,21132.2,31899.5,45150.4,63172.7499999999,1.00139490291063,1932.83082955416,1862.89885257744,2022-04-28
"Reference: Fixed, Report: Fixed",2022-04-26,2022-04-28,1,10322,10322,2,1,0.315733385002906,27662.286,14591,37724.1531817726,5948.1912,10344.975,10382,10515.6,10993.4,11612.8,12755,14591,17806.4,22913.3,31753.6,55171.4,93483.7999999999,134003.55,0.999312895325165,1995.60731144343,1965.49086347366,2022-04-28
"Reference: Fixed, Report: Fixed",2022-04-27,2022-04-28,1,6465,6465,1,1,1,36240.434,15288,59943.9174351525,11969.7711,6550.925,6667,6982.9,7945.4,9307.8,11709.4,15288,21294.4,29432.7,47713.2,84408.8,133360.55,194157.85,0.99949064716513,2127.31651904946,2003.13404941451,2022-04-28
"Reference: Fixed, Report: Fixed",2022-04-28,2022-04-28,1,0,0,0,NA,NA,32810.935,12532,62938.1834934684,16109.9316,184.75,378.85,894.9,2322.8,4528.1,7695,12532,18613.4,27961.4,46604.4,84866.2000000001,130067.6,180879.425,0.999197416736128,1706.87012414513,1626.36792931,2022-04-28
