"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-05-01,2022-05-10,1,7690,7690,9,1,0.00130039011703511,7690,7690,0,0,7690,7690,7690,7690,7690,7690,7690,7690,7690,7690,7690,7690,7690,NA,NA,NA,2022-05-10
"Reference: Fixed, Report: Fixed",2022-05-02,2022-05-10,1,10310,10310,8,1,0.00252182347235694,10317.3305,10310,23.3810522978175,0,10310,10310,10310,10310,10310,10310,10310,10310,10311,10315,10330,10350,10376.025,1.00310665456212,1948.46151034819,1842.25927810929,2022-05-10
"Reference: Fixed, Report: Fixed",2022-05-03,2022-05-10,1,11103,11103,7,1,0.00306223543186526,11133.7225,11106,78.7769852206228,4.4478,11103,11103,11103,11103,11103,11104,11106,11111,11118,11135,11191.1,11263,11370.125,1.00149039029062,2002.81136793844,1639.63586750109,2022-05-10
"Reference: Fixed, Report: Fixed",2022-05-04,2022-05-10,1,9737,9737,6,1,0.00369723734209716,9840.9065,9753,253.778928656548,23.7216,9737,9737,9737,9738,9740,9745,9753,9771,9798,9857,10014.1,10268.1,10536.025,1.00035388393476,1870.72733533746,1965.38342281128,2022-05-10
"Reference: Fixed, Report: Fixed",2022-05-05,2022-05-10,1,8508,8508,5,1,0.00646450399623883,8909.954,8579,1060.87399190354,103.782,8508,8508,8509,8515,8525,8545,8579,8639,8746.3,8968.2,9496.3,10449,11392.325,1.00085071730345,2023.2322493455,1711.67527608442,2022-05-10
"Reference: Fixed, Report: Fixed",2022-05-06,2022-05-10,1,7388,7388,4,1,0.0276123443421765,8584.955,7619.5,3170.77371661176,330.6198,7388,7389,7394,7416.8,7450,7512.6,7619.5,7801.6,8128.2,8730.6,10116.1,12346.2,16191.425,0.999857202878972,1983.66950392074,1860.56516561727,2022-05-10
"Reference: Fixed, Report: Fixed",2022-05-07,2022-05-10,1,6180,6180,3,1,0.0522653721682848,10081.3185,6898,12124.601539816,1016.3223,6183,6188.95,6206,6271,6393.7,6601.8,6898,7473.8,8410.2,10493.6,15495.3,22628.2,33261.25,0.999643146528086,2158.34402422576,1870.57786334459,2022-05-10
"Reference: Fixed, Report: Fixed",2022-05-08,2022-05-10,1,7221,7221,2,1,0.328347874255643,16698.6065,9068.5,21546.8965784342,2608.6347,7231.975,7248,7290.9,7476.6,7729.7,8250.4,9068.5,10628.6,13400.6,19359.2,32851.6,51275.15,78500.3749999997,1.00138410916063,2127.47904951416,1961.43218124936,2022-05-10
"Reference: Fixed, Report: Fixed",2022-05-09,2022-05-10,1,5778,5778,1,1,1,23067.448,10292.5,38290.1713868548,6208.3875,5811.975,5861,5996.8,6460,7175.2,8467,10292.5,13091.4,18056.3,26792.4,49176.7,82737.15,126779.65,0.999106591438575,2133.07326553192,1964.79281675592,2022-05-10
"Reference: Fixed, Report: Fixed",2022-05-10,2022-05-10,1,0,0,0,NA,NA,19450.867,6411.5,42874.7448249691,8530.8804,63.975,159.9,384.9,1082,2196.7,3693.2,6411.5,10066,15414,26183.6,46739.8,74149.6,121412.05,1.00011514682617,1876.18753438064,1758.72172045265,2022-05-10
