"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-04-15,2022-04-24,1,17219,17219,9,1,0,17219,17219,0,0,17219,17219,17219,17219,17219,17219,17219,17219,17219,17219,17219,17219,17219,NA,NA,NA,2022-04-24
"Reference: Fixed, Report: Fixed",2022-04-16,2022-04-24,1,16006,16006,8,1,0,16020.4245,16006,48.0956640062085,0,16006,16006,16006,16006,16006,16006,16006,16007,16009,16016,16043,16078,16143.025,0.999359166889782,1867.91261855285,1901.98289156245,2022-04-24
"Reference: Fixed, Report: Fixed",2022-04-17,2022-04-24,1,16159,16159,7,1,0,16223.4135,16164,179.236400771246,7.413,16159,16159,16159,16159,16159,16161,16164,16172,16188,16220,16327,16483.05,16692.1,1.00127748532254,1951.90339222131,1924.13366371451,2022-04-24
"Reference: Fixed, Report: Fixed",2022-04-18,2022-04-24,1,20416,20416,6,1,0,20619.835,20452,574.555073549325,53.3736,20416,20416,20416,20418,20423,20433,20452,20480,20529.3,20631.2,20912.3,21345.35,21944.475,1.0019528505574,1936.32684513153,1848.71306785228,2022-04-24
"Reference: Fixed, Report: Fixed",2022-04-19,2022-04-24,1,20047,20047,5,1,0,20796.488,20181,2074.75370956017,194.2206,20047,20047,20050,20061,20083,20119,20181,20310.4,20519.3,20930.6,22020.2,23429.3,25402.225,0.999445003219152,2154.69461340037,1913.68879831372,2022-04-24
"Reference: Fixed, Report: Fixed",2022-04-20,2022-04-24,1,15697,15697,4,1,0,17984.537,16164.5,5305.87359055137,657.5331,15698,15702,15712,15756,15826.7,15963,16164.5,16516,17120.3,18466.8,21567.9,26948.35,32927.1499999999,1.00002415826683,1972.44713756755,2045.18576663445,2022-04-24
"Reference: Fixed, Report: Fixed",2022-04-21,2022-04-24,1,9368,9368,3,1,0,16091.014,10824,16918.292233049,2031.162,9373.975,9389.95,9429.9,9572.8,9769.7,10152.4,10824,11863,13877.3,17734.2,25996.9,38482.55,55626.275,1.00304147283306,1957.13507477757,1963.98831000855,2022-04-24
"Reference: Fixed, Report: Fixed",2022-04-22,2022-04-24,1,0,0,2,NA,NA,16609.807,3671.5,45409.9458453056,5060.1138,27,64,184.8,563.8,1167.7,2156.2,3671.5,6244.8,11023.3,20531.2,39441.6,68701.0999999999,111678.025,0.999357628065977,1941.61317810105,1763.0936822851,2022-04-24
"Reference: Fixed, Report: Fixed",2022-04-23,2022-04-24,1,0,0,1,NA,NA,29343.286,8137,55860.9988262127,11218.8342,49.975,142.8,371.9,1285.8,2661.8,4708,8137,13663.6,23442.7,41130,81497.3000000001,131755.7,190554.525,1.0023470253929,1339.87577961876,1839.81266565331,2022-04-24
"Reference: Fixed, Report: Fixed",2022-04-24,2022-04-24,1,0,0,0,NA,NA,33362.38,10873,62920.4435421221,14267.8011,180.85,376.8,840.5,2124.4,3720.3,6525.2,10873,17309,27873.5,45753.2,81527.6000000001,145244.25,230511.45,0.9996205615269,1850.20802968587,1927.36893265427,2022-04-24
