"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-05-07,2022-05-16,1,6343,6343,9,1,0.000157654106889484,6343,6343,0,0,6343,6343,6343,6343,6343,6343,6343,6343,6343,6343,6343,6343,6343,NA,NA,NA,2022-05-16
"Reference: Fixed, Report: Fixed",2022-05-08,2022-05-16,1,7628,7628,8,1,0.000655479811221814,7631.7525,7628,13.0061456112805,0,7628,7628,7628,7628,7628,7628,7628,7628,7629,7631,7638,7648,7661.05,0.99988113655496,2069.52247421272,1915.79838715436,2022-05-16
"Reference: Fixed, Report: Fixed",2022-05-09,2022-05-16,1,8824,8824,7,1,0.00521305530371714,8841.7545,8826,50.9087623183907,2.9652,8824,8824,8824,8824,8824,8825,8826,8828,8833,8844,8871,8907,8953.025,0.999437617649608,2014.48882651564,1782.53963052517,2022-05-16
"Reference: Fixed, Report: Fixed",2022-05-10,2022-05-16,1,8033,8033,6,1,0.0200423254076933,8097.995,8045,165.097018409612,17.7912,8033,8033,8033,8034,8035,8039,8045,8055,8071,8105,8205,8339,8515.375,0.99948283566046,2042.24850472123,2138.71282996721,2022-05-16
"Reference: Fixed, Report: Fixed",2022-05-11,2022-05-16,1,7117,7117,5,1,0.0775607699873542,7356.4865,7160,592.229320957728,62.2692,7117,7117,7118,7121,7127.7,7140,7160,7193,7260,7390.2,7729.1,8156.35,8962.225,0.999766318560009,1952.8722497823,1666.68098693378,2022-05-16
"Reference: Fixed, Report: Fixed",2022-05-12,2022-05-16,1,6232,6232,4,1,0.349486521181001,7132.6115,6405,2988.41921159999,244.629,6232,6233,6238,6252.8,6279,6326,6405,6540.4,6744.6,7177.2,8322.6,10082.05,12084.4,1.00117100099714,1872.48026566174,1924.81529552844,2022-05-16
"Reference: Fixed, Report: Fixed",2022-05-13,2022-05-16,1,5304,5304,3,1,1,7983.024,5798,7414.47002578779,689.409,5306,5309,5322.9,5375,5456.7,5593.6,5798,6140,6760.6,8060.4,11886.4,16595.8,25135.225,1.00054418673929,1830.80586632821,1890.76815811971,2022-05-16
"Reference: Fixed, Report: Fixed",2022-05-14,2022-05-16,1,4311,4311,2,1,1,11557.187,5896,25166.2004106418,2203.8849,4319,4336.95,4375.8,4549.8,4847.7,5243,5896,7050.4,8806.20000000001,12440.2,20820.5,33946.2,52010.775,0.99943786892571,2057.28612356108,2091.6559139147,2022-05-16
"Reference: Fixed, Report: Fixed",2022-05-15,2022-05-16,1,4063,4063,1,1,1,15517.0365,7468.5,23482.252964469,4626.4533,4093.975,4135.95,4242.8,4598,5175.1,6152,7468.5,9596.4,12835.2,19257.8,33067.3,53910.2,76348.0999999999,0.999188089320804,2094.04421784996,2004.90788526932,2022-05-16
"Reference: Fixed, Report: Fixed",2022-05-16,2022-05-16,1,0,0,0,NA,NA,15215.4045,4457,56410.0881725662,5869.6134,59.875,139.95,339.8,863.2,1656.7,2864.4,4457,7059,10543.8,17586.2,36054.2,58143.95,90582.0749999999,1.00336514389688,1986.17563685423,1921.9526857683,2022-05-16
"Reference: Fixed, Report: Day of Week",2022-05-07,2022-05-16,1,6343,6343,9,1,0.000157654106889484,6343,6343,0,0,6343,6343,6343,6343,6343,6343,6343,6343,6343,6343,6343,6343,6343,NA,NA,NA,2022-05-16
"Reference: Fixed, Report: Day of Week",2022-05-08,2022-05-16,1,7628,7628,8,1,0.000655479811221814,7634.689,7629,14.5793881311645,1.4826,7628,7628,7628,7628,7628,7628,7629,7630,7633,7637,7646,7661,7674,1.00057458109778,1812.16733552753,1861.69981534698,2022-05-16
"Reference: Fixed, Report: Day of Week",2022-05-09,2022-05-16,1,8824,8824,7,1,0.00521305530371714,8876.404,8840,138.452942882036,22.239,8824,8824,8824,8826,8829,8833,8840,8849,8866,8892,8957,9033,9136.05,1.00054682306285,1802.24834809597,1951.65854062808,2022-05-16
"Reference: Fixed, Report: Day of Week",2022-05-10,2022-05-16,1,8033,8033,6,1,0.0200423254076933,8348.2595,8130,610.568070606523,130.4688,8034,8035,8039,8051,8068,8095,8130,8191,8296,8485,8896,9386,9953.05,1.0001435304777,2006.27405243744,1938.94492173969,2022-05-16
"Reference: Fixed, Report: Day of Week",2022-05-11,2022-05-16,1,7117,7117,5,1,0.0775607699873542,8718.958,7579,3271.52855876139,615.279,7124,7131,7150,7206.8,7284,7401.6,7579,7870.4,8359.6,9190,11433.5,14030.6,17966.1,0.999760755756135,1916.75998607597,1987.04809021273,2022-05-16
"Reference: Fixed, Report: Day of Week",2022-05-12,2022-05-16,1,6232,6232,4,1,0.349486521181001,10286.2395,7426,10246.5189437375,1581.1929,6247,6267,6317.9,6433,6655.7,6981.6,7426,8111.4,9256,11326.8,16264.2,22834.35,29404.25,1.00130240535641,1983.94142539103,2007.62231021622,2022-05-16
"Reference: Fixed, Report: Day of Week",2022-05-13,2022-05-16,1,5304,5304,3,1,1,11123.5045,7034,12592.3200309498,2264.6715,5335.975,5359.95,5423,5611,5899.4,6359,7034,7982.8,9635.3,12713.2,20261.8,31761.3,44455.2999999999,0.999738743079076,1992.30223706184,1925.56255873825,2022-05-16
"Reference: Fixed, Report: Day of Week",2022-05-14,2022-05-16,1,4311,4311,2,1,1,12599.7725,7104,15522.832526268,3577.5138,4363.975,4425.95,4548.8,4902.8,5400.7,6094.6,7104,8664.2,11099,15729,26267.7,39815.8,53868.45,0.999251739312333,1917.61122178056,1965.97456652295,2022-05-16
"Reference: Fixed, Report: Day of Week",2022-05-15,2022-05-16,1,4063,4063,1,1,1,17571.7805,9364.5,25089.3772735655,6416.6928,4221,4351.9,4623.8,5298.6,6305.4,7588.8,9364.5,11995.4,15333.7,22417.8,37514.3,58071.7,82568.975,0.999606276576707,2086.16009249219,1973.50222546011,2022-05-16
"Reference: Fixed, Report: Day of Week",2022-05-16,2022-05-16,1,0,0,0,NA,NA,14724.0035,7145,26502.9269247054,7667.2659,356.975,615.95,1185.8,2352.6,3566.1,5212.4,7145,9674.4,13420,19814.4,33433.2,51456.5,75189.9249999998,0.999993198018982,2244.95545323342,1987.27788962966,2022-05-16
"Reference: Week, Report: Day of Week",2022-05-07,2022-05-16,1,6343,6343,9,1,0.000157654106889484,6343,6343,0,0,6343,6343,6343,6343,6343,6343,6343,6343,6343,6343,6343,6343,6343,NA,NA,NA,2022-05-16
"Reference: Week, Report: Day of Week",2022-05-08,2022-05-16,1,7628,7628,8,1,0.000655479811221814,7630.0665,7628,5.86671005704617,0,7628,7628,7628,7628,7628,7628,7628,7629,7629,7631,7633,7638,7643,1.00398603607557,1526.49499314847,1180.25323002875,2022-05-16
"Reference: Week, Report: Day of Week",2022-05-09,2022-05-16,1,8824,8824,7,1,0.00521305530371714,8842.233,8829,42.3842178406182,7.413,8824,8824,8824,8824,8825,8827,8829,8832,8838,8849,8872.1,8898.05,8936.025,1.00111919109224,1778.65211432874,1568.73517153939,2022-05-16
"Reference: Week, Report: Day of Week",2022-05-10,2022-05-16,1,8033,8033,6,1,0.0200423254076933,8221.4935,8082,380.748005220631,68.1996,8033,8034,8035,8040,8048,8062,8082,8116,8179,8293,8529.1,8852.25,9215.025,1.00640068221429,1723.74079701643,1691.42240021454,2022-05-16
"Reference: Week, Report: Day of Week",2022-05-11,2022-05-16,1,7117,7117,5,1,0.0775607699873542,8185.1495,7376,2307.07359514959,354.3414,7120,7124,7131,7164,7206,7273,7376,7563.4,7880.9,8529.6,10057.3,11910.7,14088.85,1.00020357187166,1985.0639406635,1965.81329214747,2022-05-16
"Reference: Week, Report: Day of Week",2022-05-12,2022-05-16,1,6232,6232,4,1,0.349486521181001,9493.5885,7096.5,7333.13897650877,1173.4779,6242,6250.95,6277.9,6368.8,6490,6710,7096.5,7627.4,8495.6,10295.2,14583.7,20809,27833.675,0.999676979986614,2086.38489479122,1826.95108401876,2022-05-16
"Reference: Week, Report: Day of Week",2022-05-13,2022-05-16,1,5304,5304,3,1,1,9822.0335,6569,9365.25216753177,1717.5921,5321.975,5336,5379,5536,5750,6064.6,6569,7390.6,8859.3,11547.2,17307.9,25384.5,33937.275,1.00063536904169,1834.99789921784,1849.95594683919,2022-05-16
"Reference: Week, Report: Day of Week",2022-05-14,2022-05-16,1,4311,4311,2,1,1,11846.541,6505.5,16119.4967912066,2948.8914,4334,4373,4439.9,4636,5051.4,5600.8,6505.5,7861.6,10110.8,14220.6,24823.1,35532.6,50875.8499999998,0.999631028185426,2120.45487528746,1701.84508306499,2022-05-16
"Reference: Week, Report: Day of Week",2022-05-15,2022-05-16,1,4063,4063,1,1,1,18145.1925,9098,25654.286753501,6596.8287,4166.9,4264.9,4505.9,5018.8,6025,7285.6,9098,12100.6,16455.7,23707.2,39871.2,61545.05,89067.05,1.0000887121467,1969.87023861722,1787.28262433594,2022-05-16
"Reference: Week, Report: Day of Week",2022-05-16,2022-05-16,1,0,0,0,NA,NA,14251.0955,6969,28258.5948767731,8101.6677,292.925,521.7,989.5,2050.4,3409.2,4851.2,6969,10155.6,14097.9,19940,32024.3,48942.1,69136.075,0.999773602968824,1927.86171715696,1766.25296454507,2022-05-16
