"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-04-25,2022-05-04,1,13363,13363,9,1,0.00291850632343037,13363,13363,0,0,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,NA,NA,NA,2022-05-04
"Reference: Fixed, Report: Fixed",2022-04-26,2022-05-04,1,11239,11239,8,1,0.00373698727644808,11249.182,11239,37.1979128226192,0,11239,11239,11239,11239,11239,11239,11239,11239,11241,11246,11261,11292.05,11330.05,0.999685582411825,2073.31788756185,1850.20445804746,2022-05-04
"Reference: Fixed, Report: Fixed",2022-04-27,2022-05-04,1,10033,10033,7,1,0.00717631815010465,10074.651,10038,109.276836120269,7.413,10033,10033,10033,10033,10033,10035,10038,10045,10057,10083,10144.1,10226.1,10331.05,0.999784101389835,1860.73694056732,1871.88267416906,2022-05-04
"Reference: Fixed, Report: Fixed",2022-04-28,2022-05-04,1,8948,8948,6,1,0.0075994635672776,9084.6785,8968,372.706241038173,29.652,8948,8948,8948,8949,8952,8958,8968,8988,9023.3,9100,9289.2,9564.25,10023.3,1.00001750598757,2112.18056722631,2007.30599564144,2022-05-04
"Reference: Fixed, Report: Fixed",2022-04-29,2022-05-04,1,7889,7889,5,1,0.0141969831410825,8396.261,7980.5,1361.02779847184,132.6927,7889,7889,7890,7896.8,7911,7933.6,7980.5,8053,8186.3,8410.2,9158.5,10331.25,11596.575,0.999244229608101,1898.4914486437,1719.20916136306,2022-05-04
"Reference: Fixed, Report: Fixed",2022-04-30,2022-05-04,1,6749,6749,4,1,0.0284486590606016,8284.6435,7048.5,4232.60518803096,427.7301,6749,6751,6756,6780,6823,6905.6,7048.5,7263.4,7659.3,8471.4,10448.7,13282.2,17788.8,1.00200082402983,2083.35541154164,1883.88944222512,2022-05-04
"Reference: Fixed, Report: Fixed",2022-05-01,2022-05-04,1,7520,7520,3,1,0.143484042553191,12670.2705,8429,13206.9985674986,1279.4838,7524,7532.95,7552,7645.8,7788.7,8055.2,8429,9148,10543.8,13171.8,20034.3,32567.55,45234.4999999999,1.0009975411653,2089.67531216648,1897.64986733223,2022-05-04
"Reference: Fixed, Report: Fixed",2022-05-02,2022-05-04,1,9605,9605,2,1,0.588755856324831,23238.6885,12459.5,39656.0314923635,3981.5223,9622,9648,9727,9984.4,10445,11262.6,12459.5,14362.4,18099.6,25370,40769.6,66766.2,101583.025,0.999344455110431,2017.59435982842,1824.67810393398,2022-05-04
"Reference: Fixed, Report: Fixed",2022-05-03,2022-05-04,1,7275,7275,1,1,1,29217.639,13543,50774.9162235294,8577.5823,7321.975,7401.95,7577,8198.4,9312.8,10864,13543,17017.2,24509.4,36353.8,58885.4,106605.25,144102.5,1.00141687308179,1943.67719881399,1784.2202178422,2022-05-04
"Reference: Fixed, Report: Fixed",2022-05-04,2022-05-04,1,0,0,0,NA,NA,23922.367,7438.5,57915.4076720368,9858.5487,63.95,174,426.2,1202.2,2576,4569.6,7438.5,11305.8,18766.5,31542,59643.6,99987.25,140466.275,0.999133758032423,2078.83176767318,1891.63694868679,2022-05-04
