"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-04-24,2022-05-03,1,11850,11850,9,1,0.00253164556962025,11850,11850,0,0,11850,11850,11850,11850,11850,11850,11850,11850,11850,11850,11850,11850,11850,NA,NA,NA,2022-05-03
"Reference: Fixed, Report: Fixed",2022-04-25,2022-05-03,1,13324,13324,8,1,0.00510357250075053,13331.606,13324,33.2636137242934,0,13324,13324,13324,13324,13324,13324,13324,13324,13325,13329,13341,13363.05,13388.025,1.00034991763711,2002.05924817316,2014.83887679178,2022-05-03
"Reference: Fixed, Report: Fixed",2022-04-26,2022-05-03,1,11197,11197,7,1,0.0247387693132089,11234.5385,11200,102.234605075715,4.4478,11197,11197,11197,11197,11197,11198,11200,11205,11214,11239,11299,11380,11521.025,0.999773241847562,1790.45488394269,1765.58404627504,2022-05-03
"Reference: Fixed, Report: Fixed",2022-04-27,2022-05-03,1,9961,9961,6,1,0.0633470535086839,10081.782,9978,300.932302356029,25.2042,9961,9961,9961,9962,9964,9969,9978,9995,10029,10099,10284,10556.05,10888.15,0.999534813728291,1850.57016418385,1939.71814749011,2022-05-03
"Reference: Fixed, Report: Fixed",2022-04-28,2022-05-03,1,8880,8880,5,1,0.34527027027027,9337.6865,8962,1121.99609439412,120.0906,8880,8880,8881,8886,8898,8918.6,8962,9031,9139,9418.4,10070.6,11013.85,12692.525,1.00107343267303,1715.46071444785,1949.31846105211,2022-05-03
"Reference: Fixed, Report: Fixed",2022-04-29,2022-05-03,1,7777,7777,4,1,1,9301.258,8046.5,4233.62891303934,384.7347,7777,7778,7784,7804.8,7844,7916,8046.5,8239.6,8596.6,9339.2,11359.3,14599.2,19907.45,1.00003386895676,1714.50851324456,1648.97220031446,2022-05-03
"Reference: Fixed, Report: Fixed",2022-04-30,2022-05-03,1,6557,6557,3,1,1,11850.364,7461,13284.7581429984,1287.6381,6560,6565.95,6585,6663,6804,7011,7461,8177.4,9419.6,12495,20183.5,35042.2,49485.4999999999,1.00027829694576,1960.90204932162,1712.5106437472,2022-05-03
"Reference: Fixed, Report: Fixed",2022-05-01,2022-05-03,1,6441,6441,2,1,1,18831.6475,8884,35420.8134148516,3444.0798,6450,6473,6535.9,6762,7158.7,7857,8884,10777.4,14013.3,20940.4,36798.2,55970.95,87365.1499999998,0.999392357655381,2047.27227446449,1925.20556270191,2022-05-03
"Reference: Fixed, Report: Fixed",2022-05-02,2022-05-03,1,3950,3950,1,1,1,24353.584,9553.5,43317.3665809188,7718.4156,3996.95,4062.85,4245,4850,5705.1,7070.4,9553.5,13470.4,20425.3,32051.4,56859,94449.2,132589.45,0.999418405612723,1660.31438896266,1682.45645385575,2022-05-03
"Reference: Fixed, Report: Fixed",2022-05-03,2022-05-03,1,0,0,0,NA,NA,21106.7625,6493.5,44258.2056862722,8711.7576,52,146.95,421.8,1133.4,2348.1,3983.2,6493.5,10407.6,17361.8,29246.8,52391.7,86774.0499999999,137473.575,0.999926476889465,1789.57794647071,1465.2160436608,2022-05-03
"Reference: Fixed, Report: Day of Week",2022-04-24,2022-05-03,1,11850,11850,9,1,0.00253164556962025,11850,11850,0,0,11850,11850,11850,11850,11850,11850,11850,11850,11850,11850,11850,11850,11850,NA,NA,NA,2022-05-03
"Reference: Fixed, Report: Day of Week",2022-04-25,2022-05-03,1,13324,13324,8,1,0.00510357250075053,13331.635,13325,17.1859958753374,1.4826,13324,13324,13324,13324,13324,13324,13325,13327,13329,13334,13345,13361,13383,1.00098854497227,2132.41094628371,1893.91583250843,2022-05-03
"Reference: Fixed, Report: Day of Week",2022-04-26,2022-05-03,1,11197,11197,7,1,0.0247387693132089,11252.715,11212,110.288279192594,22.239,11197,11197,11197,11199,11201,11205,11212,11222,11241,11272,11346.2,11453,11576.05,1.00003412001917,1960.9298982598,1900.26390486591,2022-05-03
"Reference: Fixed, Report: Day of Week",2022-04-27,2022-05-03,1,9961,9961,6,1,0.0633470535086839,10202.855,10028,515.202823118696,91.9212,9961,9962,9965,9972,9983,10001,10028,10071,10128.6,10257.4,10595.3,11049.35,11593.8,0.999640884967151,2011.67800025752,1987.94460276825,2022-05-03
"Reference: Fixed, Report: Day of Week",2022-04-28,2022-05-03,1,8880,8880,5,1,0.34527027027027,9411.2805,9044,1085.85236726799,220.9074,8881,8884,8890,8906,8930,8973,9044,9128.4,9306.3,9575.4,10240.3,11107.7,12453.775,1.00032116779561,2068.741140656,1927.30046176704,2022-05-03
"Reference: Fixed, Report: Day of Week",2022-04-29,2022-05-03,1,7777,7777,4,1,1,8609.6775,7994.5,1829.23675232097,292.8135,7779,7781.95,7791,7814,7855,7908.6,7994.5,8144,8384.2,8852,9889.3,11535.2,13392.075,1.00101655889307,2102.41415869665,1943.50625335954,2022-05-03
"Reference: Fixed, Report: Day of Week",2022-04-30,2022-05-03,1,6557,6557,3,1,1,8255.815,6993,3581.28778763784,582.6618,6562,6570,6589.9,6640,6709,6826.2,6993,7275.8,7794.3,8667.8,11001.7,14672.5,17505.85,1.00047406612174,2093.69428708917,1991.80318888752,2022-05-03
"Reference: Fixed, Report: Day of Week",2022-05-01,2022-05-03,1,6441,6441,2,1,1,11993.765,7926,11968.429130872,1963.7037,6466.975,6496,6547,6711,6988,7400.8,7926,8840.6,10235.7,13299.2,21661.6,31318.85,42370.0249999999,1.0001712983198,2158.78488576363,1924.45549663488,2022-05-03
"Reference: Fixed, Report: Day of Week",2022-05-02,2022-05-03,1,3950,3950,1,1,1,16261.4545,8645.5,21957.3154249162,6043.0776,4044.95,4159.95,4386.5,4998.8,5783.1,7045.4,8645.5,11294.4,15040.5,21339.6,35082.5,51285.3,78732.0249999999,0.999213547697017,2087.70390607416,2003.979799321,2022-05-03
"Reference: Fixed, Report: Day of Week",2022-05-03,2022-05-03,1,0,0,0,NA,NA,16756.9385,8094,26111.6768865891,9288.489,294.925,547.6,1055.6,2258.2,3761.8,5722.6,8094,11864.4,16787.3,25461.2,39976.4,57513.45,86282.5749999997,1.00080704111239,1850.12705299278,2051.07528982442,2022-05-03
"Reference: Week, Report: Day of Week",2022-04-24,2022-05-03,1,11850,11850,9,1,0.00253164556962025,11850,11850,0,0,11850,11850,11850,11850,11850,11850,11850,11850,11850,11850,11850,11850,11850,NA,NA,NA,2022-05-03
"Reference: Week, Report: Day of Week",2022-04-25,2022-05-03,1,13324,13324,8,1,0.00510357250075053,13331.7575,13325,21.2439249180315,1.4826,13324,13324,13324,13324,13324,13324,13325,13326,13328,13333,13346,13362,13384.025,1.00245215021368,1901.41824225793,1413.46896236478,2022-05-03
"Reference: Week, Report: Day of Week",2022-04-26,2022-05-03,1,11197,11197,7,1,0.0247387693132089,11251.6095,11209,156.781303727036,17.7912,11197,11197,11197,11198,11200,11204,11209,11216.4,11232,11259,11331.2,11440.2,11575.15,1.00444343544974,1625.00987287341,1895.10343124611,2022-05-03
