"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-04-23,2022-05-02,1,10518,10518,9,1,0,10518,10518,0,0,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,NA,NA,NA,2022-05-02
"Reference: Fixed, Report: Fixed",2022-04-24,2022-05-02,1,11820,11820,8,1,0,11824.8525,11820,17.4313415887818,0,11820,11820,11820,11820,11820,11820,11820,11820,11820.3,11823,11830.1,11847,11872,0.999994893730753,1911.3217435236,1961.23213259364,2022-05-02
"Reference: Fixed, Report: Fixed",2022-04-25,2022-05-02,1,13256,13256,7,1,0,13275.6955,13257,61.2107683241226,1.4826,13256,13256,13256,13256,13256,13256,13257,13260,13264,13273,13305.1,13354,13431,0.999688140629223,2034.85530695265,1809.01364084843,2022-05-02
"Reference: Fixed, Report: Fixed",2022-04-26,2022-05-02,1,10920,10920,6,1,0,10987.6245,10929,197.867468946726,13.3434,10920,10920,10920,10920,10922,10924,10929,10937,10952,10987,11083.1,11231.05,11489.15,1.00009053284237,1944.2809516263,2046.36411920722,2022-05-02
"Reference: Fixed, Report: Fixed",2022-04-27,2022-05-02,1,9330,9330,5,1,0,9546.9035,9363,546.234477344547,48.9258,9330,9330,9330,9332,9337,9346,9363,9396,9448.3,9575,9920,10434.05,10941.9,1.0006742487424,2012.46511075774,1795.20832653142,2022-05-02
"Reference: Fixed, Report: Fixed",2022-04-28,2022-05-02,1,5814,5814,4,1,0,6550.59,5926,2027.19113475973,161.6034,5814,5815,5817,5827,5844.7,5876,5926,6022.8,6207.3,6610,7562,9206.05,11466,1.00029190921975,2091.18826666199,1887.87812394399,2022-05-02
"Reference: Fixed, Report: Fixed",2022-04-29,2022-05-02,1,0,0,3,NA,NA,1943.512,312,5822.56171709074,444.78,1,3,9,29,72,153,312,539,1002.5,1929.8,4245.9,8260.79999999999,15098.7499999999,0.999574926473214,2021.66994257263,2003.69916186136,2022-05-02
"Reference: Fixed, Report: Fixed",2022-04-30,2022-05-02,1,0,0,2,NA,NA,4561.2105,798,12013.850328019,1122.3282,4,10,34,109.8,244,446,798,1472.8,2665.6,5213.6,10296.3,20302.6,35388.525,0.999898010109526,1618.64233601566,1992.9916533786,2022-05-02
"Reference: Fixed, Report: Fixed",2022-05-01,2022-05-02,1,0,0,1,NA,NA,9419.268,1871,27019.8848988509,2639.028,8.975,24,66,227.6,527.2,1005.8,1871,3252.4,5449.1,10185.8,22650.4,39746.4,65364.4499999999,0.999831511330005,1832.2205275503,1923.39791433085,2022-05-02
"Reference: Fixed, Report: Fixed",2022-05-02,2022-05-02,1,0,0,0,NA,NA,11635.987,2420,33105.7790959011,3364.7607,19.975,39,109.9,386.2,744.4,1393.2,2420,4087,7025.2,12436.2,29358.4,48518.9,77565.3,0.999405005888507,1966.91683266669,2007.16914162395,2022-05-02
"Reference: Fixed, Report: Day of Week",2022-04-23,2022-05-02,1,10518,10518,9,1,0,10518,10518,0,0,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,NA,NA,NA,2022-05-02
"Reference: Fixed, Report: Day of Week",2022-04-24,2022-05-02,1,11820,11820,8,1,0,11828.227,11821,20.6432687157736,1.4826,11820,11820,11820,11820,11820,11820,11821,11822,11825,11830.2,11843,11861,11882.025,1.00086374748482,1916.39065469901,2124.16782238997,2022-05-02
"Reference: Fixed, Report: Day of Week",2022-04-25,2022-05-02,1,13256,13256,7,1,0,13308.357,13269,113.654697422161,19.2738,13256,13256,13256,13258,13260,13264,13269,13279,13293,13318,13388,13498.15,13639.15,0.999734057738952,2269.49066149708,1918.30764268539,2022-05-02
"Reference: Fixed, Report: Day of Week",2022-04-26,2022-05-02,1,10920,10920,6,1,0,11285.0015,11011,769.099143962839,123.0558,10920,10922,10926,10937,10952,10975,11011,11076,11182.3,11390.2,11859,12579.25,13336.075,0.999774845129107,2024.73473796746,1907.08673200121,2022-05-02
"Reference: Fixed, Report: Day of Week",2022-04-27,2022-05-02,1,9330,9330,5,1,0,10943.836,9752,3441.06830208786,581.1792,9334,9339,9352,9396,9466,9576,9752,10072.8,10529.5,11417.6,13808.4,16450.7,19354.5,1.00046585748069,1965.84710831834,1860.40616734234,2022-05-02
"Reference: Fixed, Report: Day of Week",2022-04-28,2022-05-02,1,5814,5814,4,1,0,9635.61,6817,8546.4617636914,1371.405,5825,5839,5869.8,5978,6136,6386.8,6817,7504.8,8647,10675.8,15884.4,22788.75,31872.4999999999,0.99907091160934,2003.0691147687,1886.10209010565,2022-05-02
"Reference: Fixed, Report: Day of Week",2022-04-29,2022-05-02,1,0,0,3,NA,NA,4824.036,1240.5,10321.1144793938,1667.925,18.975,40,90.9,231.8,447.7,749.6,1240.5,2075.4,3730.6,6507,12547.6,20698.85,30419.8999999999,0.999923106081691,1966.83158264247,1940.3092411938,2022-05-02
"Reference: Fixed, Report: Day of Week",2022-04-30,2022-05-02,1,0,0,2,NA,NA,7686.292,2074.5,18486.2800383302,2785.0641,26.975,54.95,130.9,362,721.7,1240.2,2074.5,3230.8,5638.6,9481.2,19624,31582.65,45727.6499999998,0.999634480254741,2271.16963676385,1942.89809495388,2022-05-02
"Reference: Fixed, Report: Day of Week",2022-05-01,2022-05-02,1,0,0,1,NA,NA,11528.1205,3952,21716.2696468262,5143.8807,60.925,127.9,298.9,754,1470.4,2388.4,3952,6076.39999999999,10041.7,16447,28663.4,49813.6,68820.45,1.00258949919444,2060.47641885014,1973.0485247533,2022-05-02
"Reference: Fixed, Report: Day of Week",2022-05-02,2022-05-02,1,0,0,0,NA,NA,13434.0375,5993,24110.5661329161,7190.61,140.975,287,612.6,1407.8,2535.4,4075.4,5993,8497.6,12477.3,19025,32702.3,50824.6,68723.975,1.00007123166949,2252.64388455109,2052.39330006554,2022-05-02
"Reference: Week, Report: Day of Week",2022-04-23,2022-05-02,1,10518,10518,9,1,0,10518,10518,0,0,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,NA,NA,NA,2022-05-02
"Reference: Week, Report: Day of Week",2022-04-24,2022-05-02,1,11820,11820,8,1,0,11821.619,11820,6.60330529510867,0,11820,11820,11820,11820,11820,11820,11820,11820,11820.3,11821,11823,11827,11833,1.00340235423467,1650.25306123586,1886.37843881148,2022-05-02
"Reference: Week, Report: Day of Week",2022-04-25,2022-05-02,1,13256,13256,7,1,0,13270.322,13258,42.9947507295385,2.9652,13256,13256,13256,13256,13256,13257,13258,13260,13264,13271,13290,13319,13357.1,1.00781763948956,1054.13855863765,1721.3415384677,2022-05-02
"Reference: Week, Report: Day of Week",2022-04-26,2022-05-02,1,10920,10920,6,1,0,11067.822,10943,423.485710962831,32.6172,10920,10920,10921,10923,10926,10932,10943,10962,10999.3,11075.2,11292,11550.2,12043.025,1.01040291454262,1302.74311936488,1715.47968939917,2022-05-02
"Reference: Week, Report: Day of Week",2022-04-27,2022-05-02,1,9330,9330,5,1,0,10172.231,9502.5,1936.91274122573,242.4051,9330,9332,9337,9352,9381,9428,9502.5,9641,9861.3,10348.2,11627,13274.4,15400.175,1.00130240757799,1778.04683879785,1717.54485230532,2022-05-02
"Reference: Week, Report: Day of Week",2022-04-28,2022-05-02,1,5814,5814,4,1,0,8803.5395,6424.5,10591.1996576183,869.5449,5817,5821,5834,5888,5978.7,6156,6424.5,6935.4,7763.8,9342.2,12949.8,19218.55,24881.8749999998,1.00175261053916,1947.83475543834,1962.43575445376,2022-05-02
"Reference: Week, Report: Day of Week",2022-04-29,2022-05-02,1,0,0,3,NA,NA,4269.248,957,10017.2591014932,1352.1312,5,11,35,104,232.7,554,957,1693.8,2903.9,5079.6,10999.3,17771,29356.45,1.00050917779993,1641.2902409787,1620.03503413063,2022-05-02
"Reference: Week, Report: Day of Week",2022-04-30,2022-05-02,1,0,0,2,NA,NA,9326.462,2525.5,18804.3576003526,3451.4928,19.975,53,128.8,379.8,755.4,1373.6,2525.5,4254.8,6776.50000000002,12203.4,25542,43141.1,63913.6,1.00301588818951,1329.59548113318,1976.75536252264,2022-05-02
"Reference: Week, Report: Day of Week",2022-05-01,2022-05-02,1,0,0,1,NA,NA,16288.893,5715,31821.1124824441,7471.5627,70.95,150.85,393,1037.4,1968.4,3366.6,5715,8739.4,14290.3,23332.4,41518.9000000001,65171.5,96234.5999999997,1.00145327045729,1638.99981208368,1807.82238637224,2022-05-02
"Reference: Week, Report: Day of Week",2022-05-02,2022-05-02,1,0,0,0,NA,NA,16945.097,7037,31701.1886979656,8696.1903,211.975,398.95,786.1,1743.8,3047.8,4804.4,7037,10610.6,15538.5,23583.4,41306.4,58592.45,80323.875,1.00245616988656,1713.58445260528,1833.40546126337,2022-05-02
