"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-04-29,2022-05-08,1,7948,7948,9,1,0,7948,7948,0,0,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,NA,NA,NA,2022-05-08
"Reference: Fixed, Report: Fixed",2022-04-30,2022-05-08,1,6841,6841,8,1,0,6848.6605,6841,35.4595393260348,0,6841,6841,6841,6841,6841,6841,6841,6841,6842,6845,6857,6879,6921,0.999710581830334,1952.73861727685,1939.57790649571,2022-05-08
"Reference: Fixed, Report: Fixed",2022-05-01,2022-05-08,1,7661,7661,7,1,0,7691.6735,7663,93.8427841222537,2.9652,7661,7661,7661,7661,7661,7662,7663,7667,7674.3,7691,7740.1,7815.1,7905,1.00023904488118,1669.65718957384,1461.16897731988,2022-05-08
"Reference: Fixed, Report: Fixed",2022-05-02,2022-05-08,1,10224,10224,6,1,0,10307.4055,10238,194.668281801941,20.7564,10224,10224,10224,10225,10227,10231,10238,10253,10276,10325,10451.2,10637.1,10837.075,0.999320710824001,2018.39685805382,1793.37842049768,2022-05-08
"Reference: Fixed, Report: Fixed",2022-05-03,2022-05-08,1,10823,10823,5,1,0,11149.0945,10877,899.715260148688,78.5778,10823,10823,10824,10828,10837,10852,10877,10922,11008,11176,11649.1,12318.65,13403.25,1.00034496691595,1814.02284262085,1851.44987516527,2022-05-08
"Reference: Fixed, Report: Fixed",2022-05-04,2022-05-08,1,9119,9119,4,1,0,10243.3795,9305.5,3646.67610527562,266.1267,9119,9120,9124,9139,9171,9220.6,9305.5,9443.4,9747.6,10261.2,12053.4,14243.1,16788.825,1.00230882003427,1674.22484654107,1961.33197700858,2022-05-08
"Reference: Fixed, Report: Fixed",2022-05-05,2022-05-08,1,5646,5646,3,1,0,8449.455,6145,6670.28703824365,711.648,5648,5652,5662,5706,5784,5913.2,6145,6549.8,7345.7,8952.8,12800.4,18722.8,27067.425,1.00257338532231,2122.96145646728,1968.81167043293,2022-05-08
"Reference: Fixed, Report: Fixed",2022-05-06,2022-05-08,1,0,0,2,NA,NA,7335.557,1559.5,17838.8985401654,2198.6958,7,18,52,191.8,433.4,858.8,1559.5,2684.8,4779.8,8552.4,18182.5,31679.25,54618.6499999999,0.999866002014541,1960.24897496441,1927.29540585973,2022-05-08
"Reference: Fixed, Report: Fixed",2022-05-07,2022-05-08,1,0,0,1,NA,NA,12092.337,2935.5,27502.8405109639,4037.8611,23,50.95,137.8,409.8,920,1756.8,2935.5,4848.6,8186.10000000001,13878.6,32649.5,57781.85,85305.05,0.999637385570627,2070.85920176275,1924.89972721141,2022-05-08
"Reference: Fixed, Report: Fixed",2022-05-08,2022-05-08,1,0,0,0,NA,NA,14605.063,3995.5,33790.1071980877,5478.9483,40.975,83.95,209.7,634.6,1278.2,2374.8,3995.5,6696.8,11126.6,19771.2,35968.2,60315.25,92989.225,1.00117247192799,2098.28821141826,1868.24267073425,2022-05-08
"Reference: Fixed, Report: Day of Week",2022-04-29,2022-05-08,1,7948,7948,9,1,0,7948,7948,0,0,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,NA,NA,NA,2022-05-08
"Reference: Fixed, Report: Day of Week",2022-04-30,2022-05-08,1,6841,6841,8,1,0,6849.5135,6842,19.9337024658491,1.4826,6841,6841,6841,6841,6841,6841,6842,6843,6846,6852,6866,6882,6902,0.999351271166691,1947.1244999397,1914.17700718457,2022-05-08
"Reference: Fixed, Report: Day of Week",2022-05-01,2022-05-08,1,7661,7661,7,1,0,7688.032,7670,59.0217566654868,13.3434,7661,7661,7661,7662,7664,7666,7670,7676,7684,7698,7729,7764,7810.25,1.00111053404921,1792.12839132362,1713.15247156086,2022-05-08
"Reference: Fixed, Report: Day of Week",2022-05-02,2022-05-08,1,10224,10224,6,1,0,10393.2765,10285,320.936199375803,80.0604,10224,10225,10228,10235,10246,10262,10285,10316,10369.3,10453.2,10659,10931.2,11266.075,0.999754336262886,2105.52667135671,1813.07233914387,2022-05-08
"Reference: Fixed, Report: Day of Week",2022-05-03,2022-05-08,1,10823,10823,5,1,0,12020.905,11244.5,2333.70051528094,546.3381,10831,10838.95,10856,10905.8,10965,11081.2,11244.5,11466.4,11844.4,12428.2,13851.5,15915.9,18281.075,1.00048305986734,2022.59147486635,2032.75673220829,2022-05-08
"Reference: Fixed, Report: Day of Week",2022-05-04,2022-05-08,1,9119,9119,4,1,0,14376.7155,11155.5,9662.35895197535,2533.7634,9158.975,9196.9,9305.9,9554.8,9895,10402.6,11155.5,12135.8,13602.1,16125.6,22515.2,30465,41156.65,1.00001600429865,1944.72952979537,1830.57513983968,2022-05-08
"Reference: Fixed, Report: Day of Week",2022-05-05,2022-05-08,1,5646,5646,3,1,0,17247.6805,10707.5,19276.8956815401,6441.1557,5721,5830,6034.9,6689.4,7531.7,8780,10707.5,13207.6,16913.8,23045.8,34956.9,50978.3,65791.45,0.999793502944542,2003.50408589448,1964.631835593,2022-05-08
"Reference: Fixed, Report: Day of Week",2022-05-06,2022-05-08,1,0,0,2,NA,NA,14037.1315,5511.5,25559.0361112205,6930.4137,128.975,247.7,540.3,1189.8,2045.4,3668.2,5511.5,8628,12635.7,20234,35160.1,56691.15,79698.5499999997,1.00028705241554,2125.12002550339,2006.71627921866,2022-05-08
"Reference: Fixed, Report: Day of Week",2022-05-07,2022-05-08,1,0,0,1,NA,NA,14310.8935,6330,27039.7508510193,7658.3703,149,317.85,644,1500,2647.7,4104,6330,9209.4,13167,20163.2,33843.9,50839.35,74941.8499999998,1.00039459179241,2044.1359287577,1826.82497912297,2022-05-08
"Reference: Fixed, Report: Day of Week",2022-05-08,2022-05-08,1,0,0,0,NA,NA,15566.1035,6017,32409.1044341694,7257.327,182.975,345.9,658.6,1573,2657.8,4154.4,6017,8906,13577,21101.8,39635.4,59528.6,83113.775,1.0022637950178,1968.72875646049,2001.47056173894,2022-05-08
"Reference: Week, Report: Day of Week",2022-04-29,2022-05-08,1,7948,7948,9,1,0,7948,7948,0,0,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,NA,NA,NA,2022-05-08
"Reference: Week, Report: Day of Week",2022-04-30,2022-05-08,1,6841,6841,8,1,0,6844.299,6841,12.4589410306736,0,6841,6841,6841,6841,6841,6841,6841,6842,6842,6844,6848,6855,6869,1.00685759359598,516.138632563711,963.934287342461,2022-05-08
"Reference: Week, Report: Day of Week",2022-05-01,2022-05-08,1,7661,7661,7,1,0,7675.6165,7664,34.4711554495786,4.4478,7661,7661,7661,7661,7662,7663,7664,7667,7671,7679,7697,7729.1,7770,1.00772638419903,702.000394980033,1212.00187550954,2022-05-08
"Reference: Week, Report: Day of Week",2022-05-02,2022-05-08,1,10224,10224,6,1,0,10369.4945,10261,426.119341049146,50.4084,10224,10224,10226,10229.8,10236,10246,10261,10281,10317,10383,10574.1,10841,11214.625,1.00045393085312,1450.68886112276,1921.07599566363,2022-05-08
"Reference: Week, Report: Day of Week",2022-05-03,2022-05-08,1,10823,10823,5,1,0,11960.5965,11169.5,2271.43042305309,463.3125,10825,10831,10845,10880,10945,11029,11169.5,11355.4,11667,12299.2,13927.2,15974.5,18519.625,0.999604259802976,1999.41398955217,1724.58872460687,2022-05-08
"Reference: Week, Report: Day of Week",2022-05-04,2022-05-08,1,9119,9119,4,1,0,15250.53,11222.5,13178.9991136626,2752.4469,9141.975,9175.95,9260,9524,9870.7,10428.8,11222.5,12374.8,14341.3,17733,25028.8,32968.05,43401.575,1.00038605733214,2066.27286733572,1858.08587808022,2022-05-08
"Reference: Week, Report: Day of Week",2022-05-05,2022-05-08,1,5646,5646,3,1,0,18148.656,10178,22462.8917559312,5965.9824,5705.925,5779,5957.4,6455,7254.7,8483,10178,12683,16859.7,22971.8,37845.5,54608.35,79837.3749999998,1.00013855892496,1877.34433467693,1968.92248212301,2022-05-08
"Reference: Week, Report: Day of Week",2022-05-06,2022-05-08,1,0,0,2,NA,NA,15925.0805,5459.5,32781.6635558473,7140.9429,63.95,129,327,1043.8,2046.4,3548.6,5459.5,8136.79999999999,12972.3,21145.2,37606.4,62093.8,101109.8,1.00104511939926,1882.25350120205,1966.23084647894,2022-05-08
"Reference: Week, Report: Day of Week",2022-05-07,2022-05-08,1,0,0,1,NA,NA,14858.3755,7388,22840.9730513274,8890.4109,174.975,343.85,792.9,1796.6,3212.4,5018,7388,10274,15330.5,21868,35866.1,50731.8,74062.1749999999,1.0033271426368,2058.93451963878,1883.91220732882,2022-05-08
"Reference: Week, Report: Day of Week",2022-05-08,2022-05-08,1,0,0,0,NA,NA,17202.547,8049.5,30855.1578437151,9037.1883,269.975,518.65,1049.9,2249.4,3719.7,5584,8049.5,10840,15221.1,22637.2,40336.6,58859.1499999999,98627.4749999998,1.00212246908527,2082.53450785053,1606.12132798768,2022-05-08
