"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-04-08,2022-04-17,1,26992,26992,9,1,0,26992,26992,0,0,26992,26992,26992,26992,26992,26992,26992,26992,26992,26992,26992,26992,26992,NA,NA,NA,2022-04-17
"Reference: Fixed, Report: Fixed",2022-04-09,2022-04-17,1,22757,22757,8,1,0,22767.1375,22757,35.2131023205499,0,22757,22757,22757,22757,22757,22757,22757,22758,22759,22765,22783,22805,22847,0.999390306171041,1828.03774274981,1836.63244356612,2022-04-17
"Reference: Fixed, Report: Fixed",2022-04-10,2022-04-17,1,25342,25342,7,1,0,25381.7135,25347,107.316577664734,7.413,25342,25342,25342,25342,25342,25344,25347,25353,25364,25387,25449.1,25531,25667.1,0.999804850506999,2027.34054706121,1979.66351039278,2022-04-17
"Reference: Fixed, Report: Fixed",2022-04-11,2022-04-17,1,29841,29841,6,1,0,29979.981,29869,348.996851045994,41.5128,29841,29841,29841,29843,29848,29856,29869,29892,29929.3,30007,30207,30443.05,30801.1,1.00134565626732,1924.42703423925,1882.6243128525,2022-04-17
"Reference: Fixed, Report: Fixed",2022-04-12,2022-04-17,1,25506,25506,5,1,0,25980.6455,25613,1133.85021717476,152.7078,25506,25507,25509,25519,25537,25564,25613,25695,25817,26104.6,26750.4,27675.05,28572.5,1.00437413979491,1992.9199473711,1936.82467119075,2022-04-17
"Reference: Fixed, Report: Fixed",2022-04-13,2022-04-17,1,17370,17370,4,1,0,18817.7595,17715.5,3338.50318832092,472.2081,17371,17375,17385,17421,17483,17574.2,17715.5,17914,18307,18975.4,21128,24340.75,28400.025,1.00026086198651,1897.15038723908,1982.65965568222,2022-04-17
"Reference: Fixed, Report: Fixed",2022-04-14,2022-04-17,1,0,0,3,NA,NA,4390.13,1000.5,9692.95654903243,1391.4201,5,13,41,126.8,291.7,532,1000.5,1614.4,2938.5,5561.6,12204.8,19081.75,30516.225,0.999232523241514,1942.04344629367,1908.0661251096,2022-04-17
"Reference: Fixed, Report: Fixed",2022-04-15,2022-04-17,1,0,0,2,NA,NA,13172.127,2861.5,33971.2073464745,3988.194,24.975,53,139,405,927.7,1672.2,2861.5,5009,8527.10000000001,15426.8,31824.5,57814.4,87274.575,1.00212907223876,1778.63501899101,1860.93463093083,2022-04-17
"Reference: Fixed, Report: Fixed",2022-04-16,2022-04-17,1,0,0,1,NA,NA,22162.3775,6673,45062.9284507373,8987.5212,76.975,155.95,389,1095,2119,3820,6673,10959,17709.8,30392.2,56706.3,96412.2,140973.475,1.00380069812773,1546.66792174141,1746.18935382389,2022-04-17
"Reference: Fixed, Report: Fixed",2022-04-17,2022-04-17,1,0,0,0,NA,NA,26294.602,9000,49690.175608309,11805.2025,141.975,314.9,707.6,1799,3287.7,5486,9000,14597,21328.4,33763,69962.8,106712.4,168926.175,1.00296402649216,1917.81173548237,1829.6403853021,2022-04-17
