"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-03-25,2022-04-03,1,60075,60075,9,1,0,60075,60075,0,0,60075,60075,60075,60075,60075,60075,60075,60075,60075,60075,60075,60075,60075,NA,NA,NA,2022-04-03
"Reference: Fixed, Report: Fixed",2022-03-26,2022-04-03,1,51593,51593,8,1,0,51612.9795,51593,62.4682256780171,0,51593,51593,51593,51593,51593,51593,51593,51595,51599,51612,51647.1,51691.05,51769.025,0.999913050621054,2035.48376043383,1962.45824495086,2022-04-03
"Reference: Fixed, Report: Fixed",2022-03-27,2022-04-03,1,57824,57824,7,1,0,57901.747,57837,174.835653526024,19.2738,57824,57824,57824,57824,57826,57829,57837,57850,57875.3,57928,58021.3,58219.25,58439,0.999772401140262,1559.52368735485,1633.38079744617,2022-04-03
"Reference: Fixed, Report: Fixed",2022-03-28,2022-04-03,1,78358,78358,6,1,0,78606.0085,78418,486.404047964949,87.4734,78358,78358,78359,78363,78373,78391,78418,78468,78558,78701.2,79063.1,79478.1,80009.275,1.00199230152214,1895.54531629086,1950.00471361353,2022-04-03
"Reference: Fixed, Report: Fixed",2022-03-29,2022-04-03,1,65616,65616,5,1,0,66398.186,65848.5,1635.70236703404,319.5003,65616.975,65619,65625,65646,65684,65749,65848.5,65990.8,66205.6,66605.4,67620.2,69076.1,70812.175,0.999971581713948,2143.60571003303,1976.00686380623,2022-04-03
"Reference: Fixed, Report: Fixed",2022-03-30,2022-04-03,1,53940,53940,4,1,0,56436.939,54719,4944.22047064147,1057.0938,53945,53953.95,53975,54046.8,54169.7,54370.2,54719,55168.2,55944.9,57343,60495.4,64323.6,70336.875,1.00077777532653,1870.35612054639,2005.924505839,2022-04-03
"Reference: Fixed, Report: Fixed",2022-03-31,2022-04-03,1,26035,26035,3,1,0,33682.8685,28079.5,17202.6665566283,2762.8251,26053,26081,26157,26368.6,26712.7,27227.2,28079.5,29506.2,31585,35498.4,45788.2,58962.85,78277.1499999999,1.00190910791867,2026.16605055326,1952.59279105166,2022-04-03
"Reference: Fixed, Report: Fixed",2022-04-01,2022-04-03,1,0,0,2,NA,NA,21806.356,6262,48639.7962557324,8392.2573,59.925,131.95,324.8,1005,2004.1,3726.2,6262,9673.99999999999,15559.8,28018.2,56135,92137.5,147830.75,1.00017588330463,1684.34086862739,1896.00989376975,2022-04-03
"Reference: Fixed, Report: Fixed",2022-04-02,2022-04-03,1,0,0,1,NA,NA,38770.5185,15316.5,70677.5836933113,19864.6161,185,453.5,1067.7,2951.8,5609.2,9979.8,15316.5,23097.2,35554.9,55145.8,98789.5,152422.9,211330.6,0.999715325289828,1972.2866635286,1854.50844356276,2022-04-03
"Reference: Fixed, Report: Fixed",2022-04-03,2022-04-03,1,0,0,0,NA,NA,51443.204,22854,92070.1396214339,28129.3698,377,857.2,2028.9,4971.8,9336.6,15420.2,22854,33493.4,47970.8,74851.8,127640.3,190014.05,271867.775,0.999245605939605,1999.22909353397,1938.69985910352,2022-04-03
