"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-04-28,2022-05-07,1,8991,8991,9,1,0,8991,8991,0,0,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,NA,NA,NA,2022-05-07
"Reference: Fixed, Report: Fixed",2022-04-29,2022-05-07,1,7948,7948,8,1,0,7956.2835,7948,26.6240783600909,0,7948,7948,7948,7948,7948,7948,7948,7948,7950,7954,7969,7993,8032,1.00108189217398,2130.3911097321,1919.96938526239,2022-05-07
"Reference: Fixed, Report: Fixed",2022-04-30,2022-05-07,1,6841,6841,7,1,0,6877.042,6844,106.932396890523,4.4478,6841,6841,6841,6841,6841,6842,6844,6848,6858,6876,6933.1,7005.05,7136.075,1.00015461111641,2019.68020774512,1982.475543033,2022-05-07
"Reference: Fixed, Report: Fixed",2022-05-01,2022-05-07,1,7661,7661,6,1,0,7775.767,7680,290.45402817355,28.1694,7661,7661,7661,7662,7664,7670,7680,7699,7727,7797,7970.3,8198.55,8496.475,1.00001343542681,2079.75014456844,2006.76236626589,2022-05-07
"Reference: Fixed, Report: Fixed",2022-05-02,2022-05-07,1,10224,10224,5,1,0,10603.245,10294,890.743993752528,100.8168,10224,10224,10225,10231,10242,10262,10294,10353,10456.3,10685.2,11238.1,12101.05,13186.375,1.00141849488082,1789.88578037768,1847.72092464585,2022-05-07
"Reference: Fixed, Report: Fixed",2022-05-03,2022-05-07,1,10823,10823,4,1,0,11971.9265,11038,3112.19422651439,303.933,10823,10825,10830,10849,10884.7,10943,11038,11189.4,11503,12076.8,13775,15824.5,19211.6,1.00094539064866,1884.59565151753,1922.64655267901,2022-05-07
"Reference: Fixed, Report: Fixed",2022-05-04,2022-05-07,1,9119,9119,3,1,0,12667.2325,9862,8639.20886345138,1024.4766,9122,9128.95,9149,9214.8,9343.7,9534.8,9862,10326.4,11292.5,13373.6,18408.1,26375.2,36249.975,0.999984758038843,1939.34725896933,1945.27589098145,2022-05-07
"Reference: Fixed, Report: Fixed",2022-05-05,2022-05-07,1,5646,5646,2,1,0,14393.0595,7721,22812.2156620892,2866.6071,5655.975,5679,5748.9,5967,6274.1,6880,7721,9122.4,12163.3,16663.2,28288.6,42273.3,65219.95,0.999976192954006,1841.6704130559,1930.48799124447,2022-05-07
"Reference: Fixed, Report: Fixed",2022-05-06,2022-05-07,1,0,0,1,NA,NA,12958.0125,4233.5,24139.7908273443,5811.0507,38.95,78.95,208.9,663.6,1437,2631.8,4233.5,7145,11255.2,18031.8,33981.6,54202.4,82422.775,1.0006728474548,2064.4607264497,1759.28392137372,2022-05-07
"Reference: Fixed, Report: Fixed",2022-05-07,2022-05-07,1,0,0,0,NA,NA,16476.745,5488.5,31586.4376894725,7222.4859,78.975,181.75,403.4,1083.2,2113.9,3482.8,5488.5,8571,13458.9,23249,42549.3,67145.6,102181.225,1.00013576993749,2004.60249244776,1890.65374299801,2022-05-07
