"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-06-17,2022-06-26,1,11541,11541,9,1,0,11541,11541,0,0,11541,11541,11541,11541,11541,11541,11541,11541,11541,11541,11541,11541,11541,NA,NA,NA,2022-06-26
"Reference: Fixed, Report: Fixed",2022-06-18,2022-06-26,1,11546,11546,8,1,0,11551.085,11546,15.5583677293989,0,11546,11546,11546,11546,11546,11546,11546,11546,11547,11550,11559,11574.05,11591.025,0.999562977048723,2110.56726723393,1993.74623351736,2022-06-26
"Reference: Fixed, Report: Fixed",2022-06-19,2022-06-26,1,14451,14451,7,1,0,14470.44,14454,46.2117968172905,4.4478,14451,14451,14451,14451,14451,14452,14454,14457,14463,14476,14507,14545.05,14597.05,0.999236873881276,2149.1430312033,2005.71814245888,2022-06-26
"Reference: Fixed, Report: Fixed",2022-06-20,2022-06-26,1,16726,16726,6,1,0,16798.0425,16743,162.902855603982,25.2042,16726,16726,16726,16727,16730,16735,16743,16757,16781,16818.2,16917.1,17044,17193.025,1.00061948620875,2068.96417904326,2001.63159440228,2022-06-26
"Reference: Fixed, Report: Fixed",2022-06-21,2022-06-26,1,17028,17028,5,1,0,17243.113,17085,463.375146608282,80.0604,17028,17028,17030,17036,17045,17064,17085,17123,17183,17289.2,17581.1,18073.05,18487.025,0.999564330082615,1972.78770943187,1900.02131018356,2022-06-26
"Reference: Fixed, Report: Fixed",2022-06-22,2022-06-26,1,16510,16510,4,1,0,17237.137,16714,1573.77870265596,278.7288,16510.975,16513,16519,16538,16569,16624,16714,16831,17050.3,17434,18333,19630.4,21576.6,0.999912142031403,1817.45102028747,1922.67162922778,2022-06-26
"Reference: Fixed, Report: Fixed",2022-06-23,2022-06-26,1,10723,10723,3,1,0,12856.9495,11331,4482.08966441209,810.9822,10727,10733.95,10754.9,10822,10935,11109,11331,11662,12201.4,13305.2,16344.1,20040.55,25653.125,1.00168186112739,2122.66699996718,2003.55478961191,2022-06-26
"Reference: Fixed, Report: Fixed",2022-06-24,2022-06-26,1,0,0,2,NA,NA,5020.815,1462,10168.0045196553,1933.3104,13.975,38,98,280,522.4,921.6,1462,2331.2,3655,6314.4,12838.2,22157,35215.625,0.999915335797951,1731.08384167722,1899.74209123525,2022-06-26
"Reference: Fixed, Report: Fixed",2022-06-25,2022-06-26,1,0,0,1,NA,NA,9911.1345,3326.5,29253.2949840889,4434.4566,41.95,101.95,249.8,611.6,1173.8,2017.6,3326.5,5335.8,8476.3,13059.6,25621.6,39212.35,55438.6999999998,1.00009237291614,2137.97874954739,1881.83891924838,2022-06-26
"Reference: Fixed, Report: Fixed",2022-06-26,2022-06-26,1,0,0,0,NA,NA,10910.003,4507,25785.2286545684,5579.7651,94.925,200,454,994,1864.9,2978.4,4507,6759.8,9682.7,15159.4,27251.4,42956.25,56909.8499999999,1.00105426317213,1743.28666869237,2054.2924068454,2022-06-26
"Reference: Fixed, Report: Day of Week",2022-06-17,2022-06-26,1,11541,11541,9,1,0,11541,11541,0,0,11541,11541,11541,11541,11541,11541,11541,11541,11541,11541,11541,11541,11541,NA,NA,NA,2022-06-26
"Reference: Fixed, Report: Day of Week",2022-06-18,2022-06-26,1,11546,11546,8,1,0,11556.945,11550,18.4809563571244,5.9304,11546,11546,11546,11546,11547,11548,11550,11553,11557,11563,11576,11590,11607,1.00049259649716,2029.29873163807,1838.89384012952,2022-06-26
"Reference: Fixed, Report: Day of Week",2022-06-19,2022-06-26,1,14451,14451,7,1,0,14521.678,14478,126.66530055695,35.5824,14451,14452,14453,14456,14461,14468,14478,14491,14515.3,14556,14637,14732.05,14842,1.00037207994225,2048.87722017863,1924.76432017154,2022-06-26
"Reference: Fixed, Report: Day of Week",2022-06-20,2022-06-26,1,16726,16726,6,1,0,17384.471,16985.5,1076.76325425409,329.8785,16733,16738.95,16751,16780.8,16830,16894.6,16985.5,17122.4,17342.3,17723.2,18414.5,19475.25,20247.625,0.999642132584271,1995.48468367888,2048.86391743275,2022-06-26
"Reference: Fixed, Report: Day of Week",2022-06-21,2022-06-26,1,17028,17028,5,1,0,20063.339,18213.5,5025.01889942205,1501.8738,17071.975,17103.95,17154.9,17292.8,17491,17774,18213.5,18875,19926.7,21602.6,24761,28948.7,34012.0749999999,1.00169705251517,2189.29690221885,1924.45608914352,2022-06-26
"Reference: Fixed, Report: Day of Week",2022-06-22,2022-06-26,1,16510,16510,4,1,0,26190.7085,20277.5,17248.3517814345,4842.9129,16616.925,16692.85,16853.9,17280.8,17931.8,18926.8,20277.5,22419.4,25391.4,30328,41604.1,54460.05,67540.575,1.00014539895594,2152.4776285717,1838.64674461902,2022-06-26
"Reference: Fixed, Report: Day of Week",2022-06-23,2022-06-26,1,10723,10723,3,1,0,28062.83,18018.5,29790.6860671801,9341.8626,10931.925,11079.75,11379.5,12171.8,13446.1,15404.6,18018.5,22127,27580.6,36216.4,55513.8,75899.05,103359.925,1.00039195261491,1906.99187342917,1963.99802723962,2022-06-26
"Reference: Fixed, Report: Day of Week",2022-06-24,2022-06-26,1,0,0,2,NA,NA,18712.734,6848.5,35819.9867453837,8578.3236,263,475.5,826.3,1646.4,2836.4,4573.2,6848.5,11128.4,17078.1,26645,46217.5,73153,104073.625,0.999571615242679,1961.34180624285,1826.67542222888,2022-06-26
"Reference: Fixed, Report: Day of Week",2022-06-25,2022-06-26,1,0,0,1,NA,NA,19213.063,7987,35198.1730951288,9317.3997,392.975,658.85,1176.3,2286.4,3739.7,5554,7987,11923,17679.4,26740.8,46553.2,73140.6,109347.5,1.00008304110717,1947.09865207867,1886.64490892789,2022-06-26
"Reference: Fixed, Report: Day of Week",2022-06-26,2022-06-26,1,0,0,0,NA,NA,19263.6795,11549,24488.1594415178,11532.4041,845.975,1479.6,2275.9,4071.4,6174.9,8623.8,11549,15236.2,20691.9,28497.4,43335,62762.65,84646.7999999998,1.00018600809072,1967.85593806187,1865.95217096916,2022-06-26
"Reference: Week, Report: Day of Week",2022-06-17,2022-06-26,1,11541,11541,9,1,0,11541,11541,0,0,11541,11541,11541,11541,11541,11541,11541,11541,11541,11541,11541,11541,11541,NA,NA,NA,2022-06-26
"Reference: Week, Report: Day of Week",2022-06-18,2022-06-26,1,11546,11546,8,1,0,11552.709,11547,16.6719613767569,1.4826,11546,11546,11546,11546,11546,11547,11547,11549,11551,11554,11563,11574,11591,1.02690654039661,84.4855083519211,60.8191163315944,2022-06-26
"Reference: Week, Report: Day of Week",2022-06-19,2022-06-26,1,14451,14451,7,1,0,14493.0345,14464,89.5124882489938,17.7912,14451,14451,14452,14453,14455,14459,14464,14472,14484,14508,14555.1,14624.05,14705,1.01676751046791,654.949466438368,1494.28664837572,2022-06-26
"Reference: Week, Report: Day of Week",2022-06-20,2022-06-26,1,16726,16726,6,1,0,17122.6955,16859,808.89840035124,170.499,16728,16731,16737,16755,16779,16812,16859,16934,17051,17255,17747.2,18373.5,19075.15,1.00875672459977,1832.43083757495,1983.7289448962,2022-06-26
"Reference: Week, Report: Day of Week",2022-06-21,2022-06-26,1,17028,17028,5,1,0,19104.8415,17841,3981.96213311887,1024.4766,17048.975,17065,17105,17199.8,17335,17549.6,17841,18252.6,18886.9,20063.2,22457,24696.1,27992.625,1.00130373756841,1922.02290966128,2050.71676685885,2022-06-26
