"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-06-03,2022-06-12,1,5493,5493,9,1,0,5493,5493,0,0,5493,5493,5493,5493,5493,5493,5493,5493,5493,5493,5493,5493,5493,NA,NA,NA,2022-06-12
"Reference: Fixed, Report: Fixed",2022-06-04,2022-06-12,1,6189,6189,8,1,0,6192.509,6189,11.1548704415284,0,6189,6189,6189,6189,6189,6189,6189,6189,6190,6192,6198,6207,6219,1.00007512321966,1970.91787432117,1932.2413578994,2022-06-12
"Reference: Fixed, Report: Fixed",2022-06-05,2022-06-12,1,8245,8245,7,1,0,8259.7945,8247.5,35.6105788553515,3.7065,8245,8245,8245,8245,8245,8246,8247.5,8250,8255,8264,8285.1,8316.05,8342.075,1.0011157162815,2047.86501946824,2166.88667785872,2022-06-12
"Reference: Fixed, Report: Fixed",2022-06-06,2022-06-12,1,9678,9678,6,1,0,9730.9005,9692,107.851562712553,20.7564,9678,9678,9678,9679,9681,9686,9692,9703,9719,9749,9813.1,9924.1,10008,1.00287456483757,1836.953430056,1892.46554420332,2022-06-12
"Reference: Fixed, Report: Fixed",2022-06-07,2022-06-12,1,9170,9170,5,1,0,9337.118,9214,333.056799197593,60.7866,9170,9170,9172,9177,9184,9196,9214,9242,9291.3,9393.4,9618,9941,10315.05,1.00030379382728,2015.9024823759,1825.01615217405,2022-06-12
"Reference: Fixed, Report: Fixed",2022-06-08,2022-06-12,1,9200,9200,4,1,0,9740.9505,9355,1137.39931407117,210.5292,9201,9202,9208,9225,9256,9297,9355,9444,9614,9915.8,10613.1,11601.5,12551.15,1.0003629798108,1930.63084512061,1819.94341992185,2022-06-12
"Reference: Fixed, Report: Fixed",2022-06-09,2022-06-12,1,6067,6067,3,1,0,7656.8965,6548,3177.25857821238,647.8962,6071,6076,6097,6153,6238,6360.6,6548,6858,7350.9,8178.6,10062.4,12949.75,15815.025,1.00001470776048,1876.34140384242,1852.71543324585,2022-06-12
"Reference: Fixed, Report: Fixed",2022-06-10,2022-06-12,1,0,0,2,NA,NA,4159.835,1219,8120.22765994893,1616.034,17,38,81,205.8,427.4,753.2,1219,1940.2,3120,5498.4,11416.3,18665.75,26688.775,1.00004841696976,1745.35940267241,1880.13595567421,2022-06-12
"Reference: Fixed, Report: Fixed",2022-06-11,2022-06-12,1,0,0,1,NA,NA,7061.524,2660,11791.4172997309,3433.7016,42,86,200.8,536.8,948.1,1669.6,2660,4076.6,6471.30000000001,10310.4,18350.5,29608.1,43538.025,0.999440124010377,2014.43092082816,1800.424342833,2022-06-12
"Reference: Fixed, Report: Fixed",2022-06-12,2022-06-12,1,0,0,0,NA,NA,8699.9385,3658,14826.098134967,4536.0147,60.975,143.9,322.7,855.8,1589,2418.2,3658,5285,8113.9,12804,21729.9,33841.7,46439.575,0.999657723192069,2087.7659832493,1931.67945970749,2022-06-12
"Reference: Fixed, Report: Day of Week",2022-06-03,2022-06-12,1,5493,5493,9,1,0,5493,5493,0,0,5493,5493,5493,5493,5493,5493,5493,5493,5493,5493,5493,5493,5493,NA,NA,NA,2022-06-12
"Reference: Fixed, Report: Day of Week",2022-06-04,2022-06-12,1,6189,6189,8,1,0,6193.563,6191,7.54940578879437,2.9652,6189,6189,6189,6189,6189,6190,6191,6192,6193,6196,6202,6209,6214,0.999877425177868,2152.55099753681,1693.28349441562,2022-06-12
"Reference: Fixed, Report: Day of Week",2022-06-05,2022-06-12,1,8245,8245,7,1,0,8275.526,8260,42.6942118074679,19.2738,8245,8245,8246,8248,8251,8254,8260,8267,8276,8292,8327,8365,8401,1.0008483203397,2188.32704520216,1954.91660226013,2022-06-12
"Reference: Fixed, Report: Day of Week",2022-06-06,2022-06-12,1,9678,9678,6,1,0,9930.4905,9791,353.778569938915,139.3644,9681,9684,9691,9707.8,9727,9754,9791,9853,9937,10078,10346.3,10679.2,10926.1,1.00082679357812,2015.87182463327,2000.69274274285,2022-06-12
"Reference: Fixed, Report: Day of Week",2022-06-07,2022-06-12,1,9170,9170,5,1,0,10505.417,9724,2190.79915386539,683.4786,9193,9208,9233.9,9311.8,9403.7,9519.2,9724,10028,10454.5,11122.2,12628.2,14187.05,16739.6,0.999410544858137,2132.04952431044,1735.03430942832,2022-06-12
