"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-06-13,2022-06-22,1,12872,12872,9,1,0.000932256059664388,12872,12872,0,0,12872,12872,12872,12872,12872,12872,12872,12872,12872,12872,12872,12872,12872,NA,NA,NA,2022-06-22
"Reference: Fixed, Report: Fixed",2022-06-14,2022-06-22,1,12550,12550,8,1,0.00239043824701195,12555.0975,12550,15.0802088878122,0,12550,12550,12550,12550,12550,12550,12550,12550,12552,12555,12564,12578,12596,0.999389879535423,1949.1756967497,1914.2518566491,2022-06-22
"Reference: Fixed, Report: Fixed",2022-06-15,2022-06-22,1,12297,12297,7,1,0.00300886395055705,12319.311,12301,54.5491529177312,5.9304,12297,12297,12297,12297,12297,12298,12301,12304,12312,12324,12357,12398,12466,1.0023888997975,1868.31717790956,1851.72425779812,2022-06-22
"Reference: Fixed, Report: Fixed",2022-06-16,2022-06-22,1,11798,11798,6,1,0.0100016952025767,11866.029,11815,138.116821159277,24.4629,11798,11798,11798,11800,11802.7,11808,11815,11827,11846,11887,11995,12112.05,12283.075,1.00007746103241,2006.66940363418,1966.1896613193,2022-06-22
"Reference: Fixed, Report: Fixed",2022-06-17,2022-06-22,1,11509,11509,5,1,0.0142497176123034,11805.608,11583,952.544619932568,103.782,11509,11510,11512,11520,11533,11552,11583,11638,11716.3,11888,12284.4,12765.05,13305.2,1.00049543830628,2122.26459542599,1971.52153203701,2022-06-22
"Reference: Fixed, Report: Fixed",2022-06-18,2022-06-22,1,11474,11474,4,1,0.0159491023182848,12303.7375,11703,1729.32896752836,311.346,11475,11478,11486,11512,11552,11611,11703,11855.4,12097,12556.6,13593.2,15059.7,16931.25,1.00248606721598,1888.18499929943,1986.63135858797,2022-06-22
"Reference: Fixed, Report: Fixed",2022-06-19,2022-06-22,1,14286,14286,3,1,0.0331093378132437,16969.6565,15085,5326.32784333213,1078.5915,14294.975,14305,14332.9,14421,14562,14766.2,15085,15602,16323.5,17713.2,21433.8,25632.35,32417.9,1.00044985611985,1911.0151279779,1786.08870944706,2022-06-22
"Reference: Fixed, Report: Fixed",2022-06-20,2022-06-22,1,15860,15860,2,1,0.277049180327869,23351.501,18309.5,16462.6403113841,3287.6655,15888.975,15921,16014.9,16249,16667.5,17299,18309.5,19684.4,21801.7,25875.6,34338,46304.15,61060.75,1.00117105640222,1711.1129776173,1997.61423566238,2022-06-22
"Reference: Fixed, Report: Fixed",2022-06-21,2022-06-22,1,11778,11778,1,1,1,25102.7695,16937.5,24282.5939118314,6763.6212,11864.95,11971.95,12196,12730,13592.4,14896.8,16937.5,19897,23879.4,31230.2,46185.6,65604.5,85029.9,1.00023885342869,1952.14898967818,1964.04191276725,2022-06-22
"Reference: Fixed, Report: Fixed",2022-06-22,2022-06-22,1,0,0,0,NA,NA,16008.2155,6807,29101.7541852616,8364.0879,153,327.8,642.9,1527.6,2711,4381.2,6807,10059.4,14678.5,23302.6,37598.7,58458.25,84072.0749999995,0.999436896160643,2144.03066633504,1790.31848090997,2022-06-22
"Reference: Fixed, Report: Day of Week",2022-06-13,2022-06-22,1,12872,12872,9,1,0.000932256059664388,12872,12872,0,0,12872,12872,12872,12872,12872,12872,12872,12872,12872,12872,12872,12872,12872,NA,NA,NA,2022-06-22
"Reference: Fixed, Report: Day of Week",2022-06-14,2022-06-22,1,12550,12550,8,1,0.00239043824701195,12554.0275,12551,7.17903287403695,1.4826,12550,12550,12550,12550,12550,12551,12551,12552,12554,12556,12561,12567,12575,1.00022099799581,1926.33209894421,1872.17094510702,2022-06-22
"Reference: Fixed, Report: Day of Week",2022-06-15,2022-06-22,1,12297,12297,7,1,0.00300886395055705,12309.1445,12304,16.1114993081022,8.8956,12297,12297,12297,12299,12300,12302,12304,12307,12311,12317,12327,12337.05,12351,1.00049326985688,2054.25856428475,1984.30302754968,2022-06-22
"Reference: Fixed, Report: Day of Week",2022-06-16,2022-06-22,1,11798,11798,6,1,0.0100016952025767,11820.9,11811,27.8279211691836,14.0847,11798,11799,11800,11802,11805,11808,11811,11816,11823,11833.2,11852,11875,11900,1.00127160496585,1746.49576995159,1980.08821133211,2022-06-22
"Reference: Fixed, Report: Day of Week",2022-06-17,2022-06-22,1,11509,11509,5,1,0.0142497176123034,11542.0455,11528,42.3110688002739,19.2738,11509,11510,11512,11515,11519,11523,11528,11535,11545,11556,11590,11625.05,11660.025,0.999737273813855,1967.09276251694,2012.12776692179,2022-06-22
"Reference: Fixed, Report: Day of Week",2022-06-18,2022-06-22,1,11474,11474,4,1,0.0159491023182848,11553.8375,11520,102.714805453643,47.4432,11476,11478,11482,11489,11498,11508,11520,11535,11555,11591,11668,11761.05,11828.025,1.00037693431155,1836.9583117553,1777.94730821137,2022-06-22
"Reference: Fixed, Report: Day of Week",2022-06-19,2022-06-22,1,14286,14286,3,1,0.0331093378132437,14911.546,14638.5,891.888100086293,370.65,14306,14319.95,14345,14401,14468,14541.6,14638.5,14753,14940,15223.6,15723,16318.15,17218.425,1.00117338867297,1945.89974247595,1592.91784483027,2022-06-22
