"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-04-01,2022-04-10,1,40049,40049,9,1,0,40049,40049,0,0,40049,40049,40049,40049,40049,40049,40049,40049,40049,40049,40049,40049,40049,NA,NA,NA,2022-04-10
"Reference: Fixed, Report: Fixed",2022-04-02,2022-04-10,1,31354,31354,8,1,0,31368.597,31354,44.5501509422189,0,31354,31354,31354,31354,31354,31354,31354,31355,31358,31368,31395,31432.05,31483,0.999664055210152,1940.0546655221,1787.72320145298,2022-04-10
"Reference: Fixed, Report: Fixed",2022-04-03,2022-04-10,1,35342,35342,7,1,0,35393.8115,35350,117.374994834744,11.8608,35342,35342,35342,35342,35343,35345,35350,35359,35374,35406,35491.1,35601.15,35738.05,1.00252190658781,2039.72199139151,1891.00222797742,2022-04-10
"Reference: Fixed, Report: Fixed",2022-04-04,2022-04-10,1,44601,44601,6,1,0,44776.3015,44646,388.120016452818,65.2344,44601,44601,44601,44605,44613,44625,44646,44679,44731,44824,45028,45363.55,45795.275,1.00188778091656,1739.95157141319,1833.83072270651,2022-04-10
"Reference: Fixed, Report: Fixed",2022-04-05,2022-04-10,1,39285,39285,5,1,0,39937.098,39445,1382.31991107858,223.8726,39285,39286,39291,39307.8,39334,39378,39445,39556,39775.3,40128,40990,42348.7,43886.625,1.00046054867989,2063.73409731436,1822.9157379924,2022-04-10
"Reference: Fixed, Report: Fixed",2022-04-06,2022-04-10,1,34340,34340,4,1,0,36680.913,34939.5,5191.06104373768,823.5843,34343,34349.95,34369,34433,34525,34693.2,34939.5,35310.4,35983.3,37396.4,40880,45129.8,48925.275,1.0001548898217,2317.20517929879,2094.43725753741,2022-04-10
"Reference: Fixed, Report: Fixed",2022-04-07,2022-04-10,1,21454,21454,3,1,0,28574.2665,23142,14797.1380526693,2303.9604,21471.975,21491,21549,21725.8,22004,22409.6,23142,24318.2,26211.4,30720,40105.5,57688.35,70714,1.00053561575973,1971.04192709076,1860.86491833934,2022-04-10
"Reference: Fixed, Report: Fixed",2022-04-08,2022-04-10,1,0,0,2,NA,NA,19265.017,4775.5,45243.2155460925,6409.2798,61.975,128,312.9,851.6,1775.8,3140.6,4775.5,7753.4,12585.9,22443,47577.5,84171.05,130356.024999999,1.00154400328381,1905.74003432529,1933.17361199943,2022-04-10
"Reference: Fixed, Report: Fixed",2022-04-09,2022-04-10,1,0,0,1,NA,NA,34369.899,11587.5,63554.3457142419,15252.9888,170.95,371,846.9,2023.6,3977.9,7221,11587.5,18075.6,29472.4,47729.6,89525.8000000001,137955.15,212583.649999999,0.999538864521882,2054.49672466073,1913.87773244713,2022-04-10
"Reference: Fixed, Report: Fixed",2022-04-10,2022-04-10,1,0,0,0,NA,NA,42459.1695,17502.5,72354.3809836318,22310.1648,363.95,752.7,1466.9,3544.8,6655.2,11248,17502.5,26379.8,39870.7,62260.8,113448.8,162468.05,242666.15,1.00081393571517,1940.86247138543,1672.24639016938,2022-04-10
"Reference: Fixed, Report: Day of Week",2022-04-01,2022-04-10,1,40049,40049,9,1,0,40049,40049,0,0,40049,40049,40049,40049,40049,40049,40049,40049,40049,40049,40049,40049,40049,NA,NA,NA,2022-04-10
"Reference: Fixed, Report: Day of Week",2022-04-02,2022-04-10,1,31354,31354,8,1,0,31381.39,31367,36.7738229863107,17.7912,31354,31354,31354,31356,31359,31362,31367,31374,31384,31399,31430,31459.05,31489.025,1.008012159614,2015.17177195004,1787.36407923638,2022-04-10
"Reference: Fixed, Report: Day of Week",2022-04-03,2022-04-10,1,35342,35342,7,1,0,35411.297,35385.5,80.1069244864346,45.2193,35344,35345,35349,35356,35365,35374,35385.5,35399,35419.3,35449,35505,35568.2,35642.025,1.00342177660482,1999.22951230179,1826.54186714453,2022-04-10
"Reference: Fixed, Report: Day of Week",2022-04-04,2022-04-10,1,44601,44601,6,1,0,44987.7605,44834,437.992924646929,232.0269,44618,44630,44648,44689.8,44727.7,44773,44834,44911,45022.3,45203.2,45535.1,45880.5,46293.25,1.00188216476853,2024.12643459509,1647.98105911873,2022-04-10
"Reference: Fixed, Report: Day of Week",2022-04-05,2022-04-10,1,39285,39285,5,1,0,40529.722,40000.5,1432.67065731178,749.4543,39365.925,39399,39454.9,39543,39666.4,39806.2,40000.5,40296.8,40646.2,41245,42341.7,43306.4,44307.125,1.00157748132436,2040.8859529501,1930.49333209063,2022-04-10
"Reference: Fixed, Report: Day of Week",2022-04-06,2022-04-10,1,34340,34340,4,1,0,40133.74,37497.5,7295.09883530775,3415.1691,34617.9,34747.9,34935,35372.6,35867.7,36585.4,37497.5,38898.8,40488.7,43079,48660.7,54849.5,60578.65,1.01422671644347,1983.19588373454,1576.48482299758,2022-04-10
"Reference: Fixed, Report: Day of Week",2022-04-07,2022-04-10,1,21454,21454,3,1,0,47178.981,35034.5,33506.6097201449,15591.7629,22452.525,22851.8,23621.8,25349.4,27525.6,30768,35034.5,40404,49239.9,61709.8,86316.2,108200.5,144277.9,1.00725577496672,1720.97280404314,1726.87272725456,2022-04-10
"Reference: Fixed, Report: Day of Week",2022-04-08,2022-04-10,1,0,0,2,NA,NA,44695.5165,24559.5,56121.4787731629,27857.3127,1392.925,2021.35,3362.4,6865.2,11115.7,16589.2,24559.5,33723.4,48654.9,69384.2,110666.6,163802.75,202987.5,1.00081103425886,2013.26193086759,1911.12856174904,2022-04-10
"Reference: Fixed, Report: Day of Week",2022-04-09,2022-04-10,1,0,0,1,NA,NA,44704.718,25262,53541.3676124488,29162.0007,1374,2167.5,3600.9,6961.6,11394.3,17350.2,25262,35904.6,49858,74224.8,113752.7,152992.05,187145.725,1.00236819666299,1737.86529442109,1719.04688751927,2022-04-10
"Reference: Fixed, Report: Day of Week",2022-04-10,2022-04-10,1,0,0,0,NA,NA,43292.574,30862.5,41044.0102895885,26823.9405,3618.625,5527.05,7991.3,13094,18494.2,23875.2,30862.5,39185,49931.4,65683.4,90550.7000000001,124473.9,159305.925,1.00261139905056,1834.97684720313,2006.60311142269,2022-04-10
"Reference: Week, Report: Day of Week",2022-04-01,2022-04-10,1,40049,40049,9,1,0,40049,40049,0,0,40049,40049,40049,40049,40049,40049,40049,40049,40049,40049,40049,40049,40049,NA,NA,NA,2022-04-10
"Reference: Week, Report: Day of Week",2022-04-02,2022-04-10,1,31354,31354,8,1,0,31362.747,31358,12.4838260944703,5.9304,31354,31354,31354,31354,31355,31357,31358,31360.4,31363,31368,31378,31386,31396,1.00371617195521,1849.50332089319,2088.08968146703,2022-04-10
"Reference: Week, Report: Day of Week",2022-04-03,2022-04-10,1,35342,35342,7,1,0,35369.862,35359,31.0796223829012,19.2738,35342,35343,35344,35347,35350,35355,35359,35366,35374,35387,35411,35430,35459,1.00029748135611,1964.74599839293,1961.03870188119,2022-04-10
"Reference: Week, Report: Day of Week",2022-04-04,2022-04-10,1,44601,44601,6,1,0,44793.5735,44721,220.080038189189,117.1254,44611,44617,44626,44643,44662,44688,44721,44759,44806,44891,45053.1,45245.05,45384.15,1.0062541362804,2100.73663129797,1883.40882797616,2022-04-10
"Reference: Week, Report: Day of Week",2022-04-05,2022-04-10,1,39285,39285,5,1,0,40158.209,39778,1043.61625550936,527.8056,39330,39348,39381,39460.8,39539,39642,39778,40005,40257.3,40633.6,41364.3,42215.1,43007.425,1.00564497318488,1917.11536321419,1956.330937139,2022-04-10
"Reference: Week, Report: Day of Week",2022-04-06,2022-04-10,1,34340,34340,4,1,0,39201.5325,36920,5889.81440283084,2937.0306,34523,34615,34788.8,35144,35571.7,36183.6,36920,38183.6,39858.8,42148.2,46619.3,51147.45,55575.175,1.00977943823182,1777.49297868549,1816.22167320756,2022-04-10
"Reference: Week, Report: Day of Week",2022-04-07,2022-04-10,1,21454,21454,3,1,0,45907.441,34107.5,31480.7151887774,14679.2226,22179.925,22619.25,23322.8,24934.8,26999.7,30245,34107.5,39389.4,47601.5,60611,85386.6,105679.5,138187.275,1.00073813583196,2034.69109236563,1897.64986733223,2022-04-10
"Reference: Week, Report: Day of Week",2022-04-08,2022-04-10,1,0,0,2,NA,NA,38076.1805,18830.5,49494.4706585271,22327.956,909.9,1588.2,2797.4,5081.6,8441.3,13028.4,18830.5,28335.2,41450.6000000001,62325.4,100143.1,135765.9,170459.1,1.00069878343985,2042.81519427635,1759.18358052662,2022-04-10
"Reference: Week, Report: Day of Week",2022-04-09,2022-04-10,1,0,0,1,NA,NA,39813.319,24618.5,45466.4725220688,25536.3024,1675.75,2731.9,4798.8,7942,11764.2,17523,24618.5,32773,44248.7,62344.6,94616.9,130851.6,168123.2,1.00559864264317,1841.92395064056,1022.59297944177,2022-04-10
"Reference: Week, Report: Day of Week",2022-04-10,2022-04-10,1,0,0,0,NA,NA,46417.5265,33922.5,41118.3091285633,28514.8458,4349.55,6161.9,9215.5,15566.6,21105.2,27143.8,33922.5,42946.6,55261.5,71506,99325.1,123274.85,155188.075,1.02160231159548,124.967805123563,1015.21758668203,2022-04-10
