"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-03-28,2022-04-06,1,78660,78660,9,1,0.000432240020340707,78660,78660,0,0,78660,78660,78660,78660,78660,78660,78660,78660,78660,78660,78660,78660,78660,NA,NA,NA,2022-04-06
"Reference: Fixed, Report: Fixed",2022-03-29,2022-04-06,1,67138,67138,8,1,0.000491524918823915,67155.7065,67139,50.1573049053444,1.4826,67138,67138,67138,67138,67138,67138,67139,67141,67145,67157,67185.1,67229,67289.025,1.0006980876616,2120.0921569213,2044.37001366529,2022-04-06
"Reference: Fixed, Report: Fixed",2022-03-30,2022-04-06,1,62427,62427,7,1,0.000432505166033928,62510.367,62441,186.573943060425,20.7564,62427,62427,62427,62427,62429,62434,62441,62457,62485.3,62538,62657,62818.45,63033.225,0.999904385170555,1889.64564107177,1679.59548264174,2022-04-06
"Reference: Fixed, Report: Fixed",2022-03-31,2022-04-06,1,45522,45522,6,1,0.00186722903211634,45798.765,45599,585.73880078613,109.7124,45522,45522,45523,45530,45545,45566,45599,45652,45735.3,45887.6,46262,46699.25,47276.675,0.99973774380048,2301.97797745133,2093.86838724624,2022-04-06
"Reference: Fixed, Report: Fixed",2022-04-01,2022-04-06,1,39985,39985,5,1,0.00900337626609979,40906.924,40254,1942.33659826367,364.7196,39986,39988.95,39996,40026,40076,40149.6,40254,40424,40653,41178,42292.2,44084.4,45965.85,0.999228124820051,1956.05513455642,1937.84350081141,2022-04-06
"Reference: Fixed, Report: Fixed",2022-04-02,2022-04-06,1,31222,31222,4,1,0.018032156812504,34867.4355,32184.5,7869.16595327865,1311.3597,31230,31242,31276.9,31376,31558,31793,32184.5,32760.4,33867,35773.4,41169,47439.45,56570.55,1.00015322855284,1826.39862848659,1730.30211053446,2022-04-06
"Reference: Fixed, Report: Fixed",2022-04-03,2022-04-06,1,34897,34897,3,1,0.0415508496432358,46090.2515,37794,25386.6984332922,3925.1835,34926.925,34966,35075.9,35428.8,35964.4,36733.6,37794,39738.4,43823.6,50017.6,65702.6,81746.55,101182.125,0.999788124330244,1805.96550168315,1894.2744829166,2022-04-06
"Reference: Fixed, Report: Fixed",2022-04-04,2022-04-06,1,41880,41880,2,1,0.310100286532951,71090.6795,50892.5,54363.7480551432,12026.8512,41983.95,42137.95,42532.7,43660.2,45301.3,47475,50892.5,56789.2,65246,82301.4,119711.2,170119.95,225221.7,0.999557483573863,1842.8127800015,1922.1574610163,2022-04-06
"Reference: Fixed, Report: Fixed",2022-04-05,2022-04-06,1,26565,26565,1,1,1,82648.351,47885,105212.182192746,27139.7343,26922.85,27308.75,28420,30760,34883.1,40414.2,47885,58290,75591.4,106334.4,172873.5,254037.25,341396.175,1.00168726320564,1725.8193570566,1806.02271351937,2022-04-06
"Reference: Fixed, Report: Fixed",2022-04-06,2022-04-06,1,0,0,0,NA,NA,65381.115,29533.5,104795.91012976,35558.6784,691.9,1447.85,3196.6,7496,12888,20533.2,29533.5,43111,64362.5000000001,97385.4,162655.7,228174,331275.25,0.999929486021431,2101.46127978827,1929.95262269792,2022-04-06
"Reference: Fixed, Report: Day of Week",2022-03-28,2022-04-06,1,78660,78660,9,1,0.000432240020340707,78660,78660,0,0,78660,78660,78660,78660,78660,78660,78660,78660,78660,78660,78660,78660,78660,NA,NA,NA,2022-04-06
"Reference: Fixed, Report: Day of Week",2022-03-29,2022-04-06,1,67138,67138,8,1,0.000491524918823915,67193.027,67165,78.0062161361384,35.5824,67138,67138,67139,67142,67147,67156,67165,67177,67195.3,67225,67286,67342.05,67402.125,1.0063235724921,1810.00741907545,1775.06011239276,2022-04-06
"Reference: Fixed, Report: Day of Week",2022-03-30,2022-04-06,1,62427,62427,7,1,0.000432505166033928,62559.93,62524,126.738231760171,93.4038,62431,62436,62444,62461,62481,62500,62524,62550,62584.3,62635.2,62726,62809.1,62888.1,1.01774738718843,716.689586838998,1543.01836465829,2022-04-06
"Reference: Fixed, Report: Day of Week",2022-03-31,2022-04-06,1,45522,45522,6,1,0.00186722903211634,45796.0175,45739,220.411923229441,177.912,45542,45556.95,45575,45619,45655,45696,45739,45790.4,45858,45949.2,46083.1,46220.05,46342.325,1.00049466251325,1989.7713178009,1939.11322110723,2022-04-06
"Reference: Fixed, Report: Day of Week",2022-04-01,2022-04-06,1,39985,39985,5,1,0.00900337626609979,40202.5525,40135,209.23923095738,135.6579,40001.975,40011,40023,40051,40078,40103,40135,40182.4,40238.3,40314.2,40462.3,40613.05,40758.05,1.05735583248644,28.7159752909088,1527.06297804111,2022-04-06
"Reference: Fixed, Report: Day of Week",2022-04-02,2022-04-06,1,31222,31222,4,1,0.018032156812504,31403.8225,31344,182.68090527016,112.6776,31230,31238,31251,31272,31293,31314,31344,31380,31428,31504.2,31632,31769.05,31927.3,1.02379484706798,108.979761370797,1670.10432241217,2022-04-06
"Reference: Fixed, Report: Day of Week",2022-04-03,2022-04-06,1,34897,34897,3,1,0.0415508496432358,35676.825,35398,830.504146855374,469.9842,34953,34975,35008,35101,35187,35280.6,35398,35542.8,35752.2,36104.4,36643.2,37341.15,38000.075,1.02749034932352,104.7582547908,1913.30426180475,2022-04-06
"Reference: Fixed, Report: Day of Week",2022-04-04,2022-04-06,1,41880,41880,2,1,0.310100286532951,48503.4395,46091.5,7396.71914475553,4077.8913,42184.975,42388.75,42735.9,43415.6,44198.7,45049.2,46091.5,47473.6,49215.3,51977,56874.1,63290.2,70587.375,1.02273767514766,576.470069614575,1713.77151044337,2022-04-06
