"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-05-02,2022-05-11,1,10312,10312,9,1,0.000193948797517455,10312,10312,0,0,10312,10312,10312,10312,10312,10312,10312,10312,10312,10312,10312,10312,10312,NA,NA,NA,2022-05-11
"Reference: Fixed, Report: Fixed",2022-05-03,2022-05-11,1,11106,11106,8,1,0.000270124257158293,11112.67,11106,22.9078913421308,0,11106,11106,11106,11106,11106,11106,11106,11106,11107,11111,11122.1,11143.05,11166,1.00146847488944,2017.76782355835,1921.43275719537,2022-05-11
"Reference: Fixed, Report: Fixed",2022-05-04,2022-05-11,1,9744,9744,7,1,0.000718390804597701,9771.431,9747,64.7019815168446,4.4478,9744,9744,9744,9744,9744,9745,9747,9751,9758,9776.2,9825,9892,9966.075,1.00059067830621,1939.67565396461,1735.50614456045,2022-05-11
"Reference: Fixed, Report: Fixed",2022-05-05,2022-05-11,1,8542,8542,6,1,0.00398033247483025,8640.2055,8560,231.859920601083,26.6868,8542,8542,8542,8543,8545.7,8551,8560,8574,8603.3,8660,8801.1,9014.1,9302.075,1.0022409092618,2007.1834882159,1718.26852341782,2022-05-11
"Reference: Fixed, Report: Fixed",2022-05-06,2022-05-11,1,7449,7449,5,1,0.00818901866022285,7792.92,7514,903.572689606487,94.8864,7449,7449,7450,7456,7466,7482,7514,7571.4,7659.3,7832.2,8287.4,9077,9889.05,0.999522830622649,2074.95007454341,1870.6657555731,2022-05-11
"Reference: Fixed, Report: Fixed",2022-05-07,2022-05-11,1,6299,6299,4,1,0.0188918876012065,7413.2845,6500.5,2794.80398028267,288.3657,6299,6300.95,6305,6323,6354,6409.6,6500.5,6660.4,6939.6,7524,9173.5,11132.2,14617.675,0.999573786913868,2009.8080980109,1963.21558194667,2022-05-11
"Reference: Fixed, Report: Fixed",2022-05-08,2022-05-11,1,7484,7484,3,1,0.0351416354890433,11227.3345,8186.5,12680.9876147346,981.4812,7487,7491.95,7511,7578.8,7694,7897.2,8186.5,8678.4,9530.8,11498.2,16293.2,23887.85,33191.7,1.00068003103297,1627.93022012517,1703.00850292206,2022-05-11
"Reference: Fixed, Report: Fixed",2022-05-09,2022-05-11,1,8245,8245,2,1,0.299211643420255,18221.3975,10340.5,28833.1499867353,2907.3786,8258,8280.95,8338.9,8564.8,8957.5,9537.4,10340.5,11860.4,14329.7,19450.6,32272.3000000001,51972.5,78957.675,1.00312991809728,1647.30669060242,1639.4323318313,2022-05-11
"Reference: Fixed, Report: Fixed",2022-05-10,2022-05-11,1,5050,5050,1,1,1,21422.6225,9295,37797.4975829851,5825.8767,5080.95,5126,5258.9,5705.6,6440.7,7634.6,9295,12304.4,17484.6,26075.4,45422.7,74659.4,113206.9,1.00044816849127,2098.53355884789,1962.79329622941,2022-05-11
"Reference: Fixed, Report: Fixed",2022-05-11,2022-05-11,1,0,0,0,NA,NA,18401.3825,6541.5,41780.4101747264,8628.732,78.975,179.8,435,1149,2455.4,4237.4,6541.5,10126,14752.7,23232.2,43215.4,70562.8499999999,106327.174999999,1.00237181142393,2346.86251151808,2043.23044788745,2022-05-11
"Reference: Fixed, Report: Day of Week",2022-05-02,2022-05-11,1,10312,10312,9,1,0.000193948797517455,10312,10312,0,0,10312,10312,10312,10312,10312,10312,10312,10312,10312,10312,10312,10312,10312,NA,NA,NA,2022-05-11
"Reference: Fixed, Report: Day of Week",2022-05-03,2022-05-11,1,11106,11106,8,1,0.000270124257158293,11111.824,11107,13.8098653212149,1.4826,11106,11106,11106,11106,11106,11106,11107,11108,11110,11113,11123,11134,11149,1.00083544679516,2125.73461135247,1823.04981079963,2022-05-11
"Reference: Fixed, Report: Day of Week",2022-05-04,2022-05-11,1,9744,9744,7,1,0.000718390804597701,9769.9955,9752,48.4825304375588,11.8608,9744,9744,9744,9745,9746,9749,9752,9757,9765,9781,9814.1,9860.05,9905,0.999351052653638,1965.78488414655,2036.14395164235,2022-05-11
"Reference: Fixed, Report: Day of Week",2022-05-05,2022-05-11,1,8542,8542,6,1,0.00398033247483025,8607.1915,8564,129.433544141094,29.652,8542,8542,8543,8546,8550,8555,8564,8576,8596,8628,8716,8811.2,8959.05,0.999622440623651,2051.0387377115,1963.15363630862,2022-05-11
"Reference: Fixed, Report: Day of Week",2022-05-06,2022-05-11,1,7449,7449,5,1,0.00818901866022285,7540.1445,7481,168.844845674084,42.9954,7449,7449,7451,7455,7460,7468,7481,7500,7524,7574,7686.1,7853.1,7997.25,1.0003825926442,1781.21220869541,1952.42767111932,2022-05-11
"Reference: Fixed, Report: Day of Week",2022-05-07,2022-05-11,1,6299,6299,4,1,0.0188918876012065,6509.211,6366,433.848918312539,90.4386,6299,6300,6303,6312,6325,6343,6366,6405.4,6467.3,6572.2,6830.2,7184.1,7645.075,1.00068723190726,1944.96582792204,1894.67217290995,2022-05-11
"Reference: Fixed, Report: Day of Week",2022-05-08,2022-05-11,1,7484,7484,3,1,0.0351416354890433,8254.9635,7709.5,1635.0896866256,298.7439,7487,7491,7501,7530,7566.7,7628.6,7709.5,7850,8068,8545.2,9475.1,10605.15,12259.075,1.00066375846949,2108.84775672819,1818.44963779414,2022-05-11
"Reference: Fixed, Report: Day of Week",2022-05-09,2022-05-11,1,8245,8245,2,1,0.299211643420255,12291.242,9585.5,8741.41827887209,1673.8554,8279,8305,8374,8534.8,8776.7,9132.2,9585.5,10253.2,11261.3,13335.6,18586.6,24835.05,33847.4999999998,0.99992063169445,2184.06668125998,1931.30773526092,2022-05-11
"Reference: Fixed, Report: Day of Week",2022-05-10,2022-05-11,1,5050,5050,1,1,1,16784.186,9911,21037.7962374786,5688.7362,5226.7,5375.95,5704.6,6388.2,7257.4,8442.6,9911,12156.2,15468.6,20704,33036.4000000001,48967.9,71159.6749999998,1.00024647210527,1983.42088726271,1772.32092324497,2022-05-11
"Reference: Fixed, Report: Day of Week",2022-05-11,2022-05-11,1,0,0,0,NA,NA,14479.7275,7405,29795.8121208705,8341.8489,269,540.9,1055.9,2130.6,3474.4,5057.6,7405,10430,14299.3,19609.4,32365.6,51049.05,69398.5249999999,1.00116348599018,2205.71264172906,1923.91612610393,2022-05-11
"Reference: Week, Report: Day of Week",2022-05-02,2022-05-11,1,10312,10312,9,1,0.000193948797517455,10312,10312,0,0,10312,10312,10312,10312,10312,10312,10312,10312,10312,10312,10312,10312,10312,NA,NA,NA,2022-05-11
"Reference: Week, Report: Day of Week",2022-05-03,2022-05-11,1,11106,11106,8,1,0.000270124257158293,11111.5085,11107,14.2470845248679,1.4826,11106,11106,11106,11106,11106,11106,11107,11107,11109,11113,11121,11132.05,11148,1.00411443848418,1633.44558006915,1636.45784786169,2022-05-11
