"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-06-20,2022-06-29,1,16826,16826,9,1,0.000534886485201474,16826,16826,0,0,16826,16826,16826,16826,16826,16826,16826,16826,16826,16826,16826,16826,16826,NA,NA,NA,2022-06-29
"Reference: Fixed, Report: Fixed",2022-06-21,2022-06-29,1,17428,17428,8,1,0.00045903144365389,17433.707,17428,17.8075182114866,0,17428,17428,17428,17428,17428,17428,17428,17429,17430,17434,17442,17458,17479,0.999686474005242,1928.9950622829,1730.48659666373,2022-06-29
"Reference: Fixed, Report: Fixed",2022-06-22,2022-06-29,1,17658,17658,7,1,0.000962736436742553,17683.758,17662,56.6842922730385,5.9304,17658,17658,17658,17658,17659,17660,17662,17667,17675,17692,17731,17788,17846,1.00063781012203,1991.56163733567,1942.80658815542,2022-06-29
"Reference: Fixed, Report: Fixed",2022-06-23,2022-06-29,1,16548,16548,6,1,0.00145032632342277,16634.0895,16571,183.895800176108,34.0998,16548,16548,16548,16550,16553,16559,16571,16588,16616,16661.2,16773,16924.05,17119,0.99945105184239,2081.34335712359,1906.82351392106,2022-06-29
"Reference: Fixed, Report: Fixed",2022-06-24,2022-06-29,1,15406,15406,5,1,0.0039594963001428,15744.65,15491,726.225663521456,117.1254,15406,15407,15409,15418,15433,15457,15491,15538,15628,15806,16303.4,17077.05,17841.875,1.00000945448338,1865.75616781089,1698.65124476356,2022-06-29
"Reference: Fixed, Report: Fixed",2022-06-25,2022-06-29,1,14278,14278,4,1,0.0117663538310688,15346.2025,14556.5,2557.72030098343,381.7695,14280,14282,14292,14319,14364,14442,14556.5,14728.4,15003.9,15571.2,16837.6,18808.65,21427.7,1.00092701991002,2008.39199971106,2048.65636576377,2022-06-29
"Reference: Fixed, Report: Fixed",2022-06-26,2022-06-29,1,17756,17756,3,1,0.0372831718855598,21156.9125,18613.5,8646.87354868378,1155.6867,17764,17776,17808,17907.8,18050,18278.2,18613.5,19185,20082.4,21961.8,26738.7,32294.5,39719.825,0.99976416546035,2037.39197653057,1991.11734085435,2022-06-29
"Reference: Fixed, Report: Fixed",2022-06-27,2022-06-29,1,20538,20538,2,1,0.291313662479307,29344.9515,23039,19391.0524264737,3377.3628,20565.95,20605,20694.7,20954,21334.7,22020.4,23039,24556.6,27192.8,31927.4,41364,58968.6,79512.8249999999,1.0004647769481,1872.61859526166,1887.85681597682,2022-06-29
"Reference: Fixed, Report: Fixed",2022-06-28,2022-06-29,1,14470,14470,1,1,1,32746.884,20666,36682.5789774487,8112.7872,14557.975,14675.95,14930,15651.8,16733.8,18285,20666,23934.2,29231.6,39172,57860.9000000001,88638.4,125324.05,0.999810056936969,1954.08460959127,1859.83983046555,2022-06-29
"Reference: Fixed, Report: Fixed",2022-06-29,2022-06-29,1,0,0,0,NA,NA,19193.637,8457,32560.9705048443,10587.9879,203,360.7,790.4,1862.6,3409.1,5373.6,8457,12235.8,18778.6,27920,46649.2,73881.75,100716.325,0.999534854792482,1846.50861235935,1893.69072466774,2022-06-29
"Reference: Fixed, Report: Day of Week",2022-06-20,2022-06-29,1,16826,16826,9,1,0.000534886485201474,16826,16826,0,0,16826,16826,16826,16826,16826,16826,16826,16826,16826,16826,16826,16826,16826,NA,NA,NA,2022-06-29
"Reference: Fixed, Report: Day of Week",2022-06-21,2022-06-29,1,17428,17428,8,1,0.00045903144365389,17433.339,17430,10.0559753539953,2.9652,17428,17428,17428,17428,17428,17429,17430,17431,17433,17436,17443,17451,17458.025,1.00185957978626,1757.42876188494,1960.36991886358,2022-06-29
"Reference: Fixed, Report: Day of Week",2022-06-22,2022-06-29,1,17658,17658,7,1,0.000962736436742553,17674.916,17667,22.627150460652,11.8608,17658,17658,17659,17660,17662,17664,17667,17671,17676,17684,17700.1,17720.05,17741,0.999765734934574,1959.53617265194,1809.05411751986,2022-06-29
"Reference: Fixed, Report: Day of Week",2022-06-23,2022-06-29,1,16548,16548,6,1,0.00145032632342277,16581.045,16567,40.1802962047513,20.7564,16549,16549,16551,16554,16558,16562,16567,16574,16584.3,16599,16628,16660,16701,1.00054756297754,2066.05467846828,1775.32377808662,2022-06-29
"Reference: Fixed, Report: Day of Week",2022-06-24,2022-06-29,1,15406,15406,5,1,0.0039594963001428,15452.2705,15431,68.4186881501984,26.6868,15407,15408,15410,15414,15418,15424,15431,15441,15453,15476,15515.1,15563,15624.05,0.99947586779873,2154.33437622504,1817.91304020152,2022-06-29
"Reference: Fixed, Report: Day of Week",2022-06-25,2022-06-29,1,14278,14278,4,1,0.0117663538310688,14387.845,14342,148.059456896168,68.9409,14280,14283,14288,14297,14308,14323,14342,14362,14392.3,14446,14540.1,14643.1,14784,0.999664946594355,2128.581573302,2119.71462563926,2022-06-29
"Reference: Fixed, Report: Day of Week",2022-06-26,2022-06-29,1,17756,17756,3,1,0.0372831718855598,18635.0925,18205,1508.75754367842,468.5016,17779,17800.9,17836,17912.8,17991,18093,18205,18373.8,18624,19021.6,19760.5,20621.5,21986.925,1.00035627639421,1914.07443909158,1777.86687830407,2022-06-29
