"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-03-18,2022-03-27,1,61520,61520,9,1,0,61520,61520,0,0,61520,61520,61520,61520,61520,61520,61520,61520,61520,61520,61520,61520,61520,NA,NA,NA,2022-03-27
"Reference: Fixed, Report: Fixed",2022-03-19,2022-03-27,1,54835,54835,8,1,0,54847.3095,54835,34.6762156198576,0,54835,54835,54835,54835,54835,54835,54835,54836,54839,54848,54869.1,54898,54944.05,0.999077897702068,2057.84847124711,1961.69229166407,2022-03-27
"Reference: Fixed, Report: Fixed",2022-03-20,2022-03-27,1,66557,66557,7,1,0,66608.7175,66566,117.020953873966,13.3434,66557,66557,66557,66557,66558,66561,66566,66575,66591,66623,66707.1,66811.1,66901.05,1.00017331339444,1829.38275969113,1822.07996495207,2022-03-27
"Reference: Fixed, Report: Fixed",2022-03-21,2022-03-27,1,89079,89079,6,1,0,89276.4355,89127,434.830809345575,69.6822,89079,89079,89080,89083,89091,89104,89127,89159.4,89217,89329.8,89598.4,90013.05,90521.05,0.999419914642305,2094.73552351335,2055.36012530006,2022-03-27
"Reference: Fixed, Report: Fixed",2022-03-22,2022-03-27,1,79797,79797,5,1,0,80463.4805,79988.5,1447.3820767364,266.1267,79797,79799,79804,79825,79856.7,79904,79988.5,80121,80319.3,80663.6,81522,82643,83979.5,1.00139911239078,1865.02774959817,1946.30906287148,2022-03-27
"Reference: Fixed, Report: Fixed",2022-03-23,2022-03-27,1,68610,68610,4,1,0,70881.0165,69185.5,4716.03674089786,793.9323,68614,68620.95,68643.9,68711,68804,68956,69185.5,69627,70348.9,71616.4,74758.3,78698.45,83702.475,1.00018822590527,2011.34540011265,2003.16227451947,2022-03-27
"Reference: Fixed, Report: Fixed",2022-03-24,2022-03-27,1,33064,33064,3,1,0,40389.575,35014,18306.5134867455,2649.4062,33081.975,33108.95,33178,33387.8,33725.9,34244.2,35014,36067.6,38190.6,42051.8,50826.1,63499.45,80776.225,1.00042868184588,2015.31291874589,1657.9756359161,2022-03-27
"Reference: Fixed, Report: Fixed",2022-03-25,2022-03-27,1,0,0,2,NA,NA,19150.23,5517,39958.2553182836,7461.9258,77.925,164.8,313,924.4,1878.5,3289.8,5517,8857.2,14748.8,24987.6,47072.3,81249.9,136638.975,0.999443129771192,1851.17201475187,2006.2953459461,2022-03-27
"Reference: Fixed, Report: Fixed",2022-03-26,2022-03-27,1,0,0,1,NA,NA,41661.357,13850,83740.7134249763,18201.1389,154.9,363.65,904.8,2383.4,4796.7,8648.6,13850,21096.6,32383.3,56182.6,108975.5,172844.65,259096.6,1.00021149440187,2085.24056384544,1570.05736979521,2022-03-27
"Reference: Fixed, Report: Fixed",2022-03-27,2022-03-27,1,0,0,0,NA,NA,45393.4175,18804.5,72941.2107109498,23784.6105,398.825,777.05,1817.7,4368.6,7519.5,12687,18804.5,29500.8,43855.6,68924.4,112721.1,172782.3,249117.7,1.00118402892965,1993.57316160697,2073.84668569295,2022-03-27
"Reference: Fixed, Report: Day of Week",2022-03-18,2022-03-27,1,61520,61520,9,1,0,61520,61520,0,0,61520,61520,61520,61520,61520,61520,61520,61520,61520,61520,61520,61520,61520,NA,NA,NA,2022-03-27
"Reference: Fixed, Report: Day of Week",2022-03-19,2022-03-27,1,54835,54835,8,1,0,54854.5295,54845,26.1084652120316,13.3434,54835,54835,54835,54836,54838,54841,54845,54850,54858,54868,54885,54910.05,54927,0.999527068669048,1976.298893906,1860.70007465625,2022-03-27
"Reference: Fixed, Report: Day of Week",2022-03-20,2022-03-27,1,66557,66557,7,1,0,66614.032,66594,62.928761234393,38.5476,66558,66560,66563,66569,66576,66585,66594,66605.4,66624,66648,66689,66731,66783.075,1.00190721910377,1823.06793051274,1792.2018722649,2022-03-27
"Reference: Fixed, Report: Day of Week",2022-03-21,2022-03-27,1,89079,89079,6,1,0,89431.189,89287,400.532680930341,213.4944,89095,89104,89120,89153,89189,89231.6,89287,89363,89460.3,89628.2,89928.1,90273.1,90598.325,1.0093106677411,1814.45005048624,1761.09894733884,2022-03-27
"Reference: Fixed, Report: Day of Week",2022-03-22,2022-03-27,1,79797,79797,5,1,0,81031.748,80513.5,1436.60728131816,761.3151,79859,79889.95,79941,80036.8,80153.7,80312.2,80513.5,80821,81189.3,81692,82851.3,83915.65,84960.325,1.00333472257665,1864.58711374429,1887.03245739523,2022-03-27
"Reference: Fixed, Report: Day of Week",2022-03-23,2022-03-27,1,68610,68610,4,1,0,74969.264,72238.5,7388.50820816185,3931.8552,68913.975,69034,69288.9,69793.6,70389.4,71202,72238.5,73711.6,75693.9,78811,84371.6,90150.5,94929.025,1.00015861776888,1881.24545097043,1926.53256968042,2022-03-27
"Reference: Fixed, Report: Day of Week",2022-03-24,2022-03-27,1,33064,33064,3,1,0,59493.6295,48206.5,31456.7247486477,17020.9893,34113.625,34490.95,35386,37387.4,39724.3,43329.6,48206.5,53730.4,63076.8,76232.6,100340.1,121412.4,152169.775,0.999683996601994,1961.95626144014,1887.17785155733,2022-03-27
"Reference: Fixed, Report: Day of Week",2022-03-25,2022-03-27,1,0,0,2,NA,NA,47744.7325,22895.5,61100.6007433114,27241.2924,1464,2291.6,3601.1,6537.4,10629.8,16005,22895.5,35551.2,53099,77073.2,122959.8,171694.2,226020.45,1.00051710722282,2027.65730715146,1470.38273235958,2022-03-27
"Reference: Fixed, Report: Day of Week",2022-03-26,2022-03-27,1,0,0,1,NA,NA,45846.55,23181,58968.3257726953,26994.4395,1241.85,2201.55,3720,6577,10098.5,16045.2,23181,34931.7999999999,51098.7,72840.6,113828,165174.5,213302.65,1.00169823696398,1920.22872060097,1886.8870978692,2022-03-27
