"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-03-31,2022-04-09,1,45561,45561,9,1,0,45561,45561,0,0,45561,45561,45561,45561,45561,45561,45561,45561,45561,45561,45561,45561,45561,NA,NA,NA,2022-04-09
"Reference: Fixed, Report: Fixed",2022-04-01,2022-04-09,1,40049,40049,8,1,0,40064.9995,40050,42.851518363566,1.4826,40049,40049,40049,40049,40049,40049,40050,40051,40055,40066.2,40092.2,40138.05,40188.05,1.00015723961271,1771.50123906378,1826.47555845678,2022-04-09
"Reference: Fixed, Report: Fixed",2022-04-02,2022-04-09,1,31354,31354,7,1,0,31415.557,31364,152.110616233008,14.826,31354,31354,31354,31354,31356,31359,31364,31375,31393,31431,31522.2,31629.2,31802.275,1.0003055371608,2046.08091867415,1994.77303360726,2022-04-09
"Reference: Fixed, Report: Fixed",2022-04-03,2022-04-09,1,35342,35342,6,1,0,35578.9365,35403,480.358520921677,87.4734,35342,35342,35343,35349,35360,35378,35403,35446,35520,35639,35996.2,36461.65,36939.025,1.00077817769682,2039.30743119964,1792.59946200541,2022-04-09
"Reference: Fixed, Report: Fixed",2022-04-04,2022-04-09,1,44601,44601,5,1,0,45350.8315,44815.5,1613.64086479242,295.0374,44601,44603,44609,44634,44670.7,44735,44815.5,44938,45159.6,45563,46588.1,47946.45,49546.55,1.00014728184438,2103.819923172,1966.2434461463,2022-04-09
"Reference: Fixed, Report: Fixed",2022-04-05,2022-04-09,1,39285,39285,4,1,0,41801.617,40018.5,5859.15777516087,986.6703,39292,39302.95,39328,39409.8,39539.7,39734.6,40018.5,40443.8,41209.6,42459.8,45442.7,49831.05,56280.4,1.00061215433173,1833.08277317537,1926.63476305926,2022-04-09
"Reference: Fixed, Report: Fixed",2022-04-06,2022-04-09,1,34340,34340,3,1,0,43001.964,36871,18328.8772299604,3404.0496,34368,34403,34495,34750,35212,35843.4,36871,38530.4,41071.5,45803.4,56544,71404.3,93976.3999999998,1.0001551319497,1881.59647615479,1965.75954291876,2022-04-09
"Reference: Fixed, Report: Fixed",2022-04-07,2022-04-09,1,21454,21454,2,1,0,44501.615,28290.5,45189.6183270234,9030.5166,21569.9,21706.75,21985.9,22780.2,23963.5,25740.8,28290.5,32760.2,39532.8,51698.8,81287.5,125573.1,171959.425,1.0007278318834,1839.04337562133,1949.31135113244,2022-04-09
"Reference: Fixed, Report: Fixed",2022-04-08,2022-04-09,1,0,0,1,NA,NA,40338.6085,15179.5,79357.6453016415,19528.0659,248.975,519.95,1217.6,2972.2,5597.1,8998.2,15179.5,23431,35726,54244.4,101335.2,157632.65,226779.975,1.0001061627722,2128.85945455692,1930.51530651046,2022-04-09
"Reference: Fixed, Report: Fixed",2022-04-09,2022-04-09,1,0,0,0,NA,NA,49645.8175,23128,73732.8492220964,27813.576,509.4,1016.8,2125.8,5699,10041.7,16298.6,23128,33113.2,48336,74057.2,129450,186274.3,256762.15,0.999847428715354,1829.64300242612,2000.12795527576,2022-04-09
"Reference: Fixed, Report: Day of Week",2022-03-31,2022-04-09,1,45561,45561,9,1,0,45561,45561,0,0,45561,45561,45561,45561,45561,45561,45561,45561,45561,45561,45561,45561,45561,NA,NA,NA,2022-04-09
"Reference: Fixed, Report: Day of Week",2022-04-01,2022-04-09,1,40049,40049,8,1,0,40085.2105,40067,50.4343137134816,23.7216,40049,40049,40050,40052,40055,40060,40067,40076,40088,40107,40146,40186,40226.025,1.01466205309187,673.622197659281,1571.78781121361,2022-04-09
"Reference: Fixed, Report: Day of Week",2022-04-02,2022-04-09,1,31354,31354,7,1,0,31372.317,31363,24.9190688228011,11.8608,31354,31354,31354,31355,31357,31359,31363,31368,31374,31384,31402.1,31422.05,31444,1.00336098879381,1953.45669539007,1840.80060114549,2022-04-09
"Reference: Fixed, Report: Day of Week",2022-04-03,2022-04-09,1,35342,35342,6,1,0,35383.328,35369,45.3101856370202,26.6868,35343,35344,35346,35351,35357,35362,35369,35377,35389,35406,35440,35474,35503.025,1.00044598689604,1758.89247983524,1961.09872638631,2022-04-09
"Reference: Fixed, Report: Day of Week",2022-04-04,2022-04-09,1,44601,44601,5,1,0,44801.8215,44728,215.956473014514,120.0906,44612,44619,44629,44651,44672,44697,44728,44766.4,44823.3,44911,45062.1,45263.05,45454,1.01421247608042,1488.88026251718,1783.49365382674,2022-04-09
"Reference: Fixed, Report: Day of Week",2022-04-05,2022-04-09,1,39285,39285,4,1,0,40083.6855,39774,858.917715739381,486.2928,39336,39360,39393.8,39466,39540,39648.6,39774,39939.8,40216.3,40563.4,41184.2,41852.35,42541.05,1.00010999993458,1883.31892288949,1921.4771842459,2022-04-09
"Reference: Fixed, Report: Day of Week",2022-04-06,2022-04-09,1,34340,34340,3,1,0,38235.5625,36506,4465.2336878418,2375.1252,34529.95,34607,34761,35075.8,35430.4,35860.8,36506,37465.2,38849.7,40688.8,43765.3,47353.7,51124.225,1.00004072254595,1800.90726501701,1886.02685541762,2022-04-09
"Reference: Fixed, Report: Day of Week",2022-04-07,2022-04-09,1,21454,21454,2,1,0,39676.858,31472.5,22211.2276351706,10885.2492,22259.875,22668.4,23263.6,24562.4,26163.4,28481.8,31472.5,35615,40679.5,50166,67998,84187.7,102970.725,1.00016169198864,2029.75032581855,2007.73565024239,2022-04-09
"Reference: Fixed, Report: Day of Week",2022-04-08,2022-04-09,1,0,0,1,NA,NA,31832.362,16935.5,39874.3737270822,19315.3128,1052.95,1559.7,2652.4,4828.8,7707.4,11948,16935.5,24118.4,34483.5,50678.6,79784.9,115469.85,148399.95,1.01444457310398,1885.50184983819,1712.17406737156,2022-04-09
"Reference: Fixed, Report: Day of Week",2022-04-09,2022-04-09,1,0,0,0,NA,NA,30532.9005,17688,37970.1660157318,19842.3771,956.8,1398,2350.6,4818.4,7888.9,11762.8,17688,24483.2,33130.3,48414.4,75845,103324,133548.3,1.02312578767779,229.117659546825,1705.61815641072,2022-04-09
"Reference: Week, Report: Day of Week",2022-03-31,2022-04-09,1,45561,45561,9,1,0,45561,45561,0,0,45561,45561,45561,45561,45561,45561,45561,45561,45561,45561,45561,45561,45561,NA,NA,NA,2022-04-09
"Reference: Week, Report: Day of Week",2022-04-01,2022-04-09,1,40049,40049,8,1,0,40087.8373493976,40068,54.9264852792851,25.2042,40049,40049,40050,40052,40055,40061,40068,40077,40092,40112,40150,40193,40237.45,NA,NA,NA,2022-04-09
"Reference: Week, Report: Day of Week",2022-04-02,2022-04-09,1,31354,31354,7,1,0,31364.6927710843,31359,16.8506897128546,7.413,31354,31354,31354,31355,31356,31357,31359,31361,31365,31370,31381,31395,31414,NA,NA,NA,2022-04-09
