"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-06-19,2022-06-28,1,14465,14465,9,1,-6.91323885240235e-05,14466,14466,0,0,14466,14466,14466,14466,14466,14466,14466,14466,14466,14466,14466,14466,14466,NA,NA,NA,2022-06-28
"Reference: Fixed, Report: Fixed",2022-06-20,2022-06-28,1,16817,16817,8,1,0.000356781827912232,16822.8335,16817,17.5582152627084,0,16817,16817,16817,16817,16817,16817,16817,16818,16819,16823,16833,16846,16869.025,0.999806414722094,2024.29749956514,1972.65082347876,2022-06-28
"Reference: Fixed, Report: Fixed",2022-06-21,2022-06-28,1,17420,17420,7,1,0.00252583237657865,17445.686,17425,72.3179808151098,7.413,17420,17420,17420,17420,17420,17422,17425,17429,17438,17453,17489.1,17529,17597.025,0.999524197943575,2027.32598121974,1925.36192728724,2022-06-28
"Reference: Fixed, Report: Fixed",2022-06-22,2022-06-28,1,17641,17641,6,1,0.00498837934357463,17723.4455,17660,181.513576955168,28.1694,17641,17641,17641,17642,17646,17651.6,17660,17674,17696.3,17745,17868.1,18013,18243.325,1.00216971419332,2010.94776788777,1696.27566463464,2022-06-28
"Reference: Fixed, Report: Fixed",2022-06-23,2022-06-28,1,16524,16524,5,1,0.0126482691842169,16813.7975,16592,744.545911815484,94.8864,16524,16524,16526,16534,16545,16563,16592,16636.4,16725,16889,17267.2,17771.25,18284.575,1.00014986986328,2074.58074805034,1926.01985732202,2022-06-28
"Reference: Fixed, Report: Fixed",2022-06-24,2022-06-28,1,15345,15345,4,1,0.0262626262626263,16318.288,15611,2268.14798430247,357.3066,15347,15350,15360,15387.8,15432,15502,15611,15748,16048.3,16539.8,17754.7,19474.15,21546.675,1.00097034235822,2001.59007049197,1907.84999118918,2022-06-28
"Reference: Fixed, Report: Fixed",2022-06-25,2022-06-28,1,14110,14110,3,1,0.0479801559177888,17231.3325,14946.5,7199.7633809254,1129.7412,14117.975,14128,14157.9,14255,14396,14623,14946.5,15479.8,16357.6,17967.4,21988.8,27656.65,33392.15,0.999794031098294,1919.82252953455,1906.63603772677,2022-06-28
"Reference: Fixed, Report: Fixed",2022-06-26,2022-06-28,1,17094,17094,2,1,0.31022581022581,25965.365,19564.5,18483.0217405084,3289.8894,17121,17150.85,17266.7,17563.8,18027.1,18675,19564.5,21130.8,23575.2,28220.8,40519,54883.1,77507.3749999999,1.00014136600578,2008.01251760227,1958.69993282566,2022-06-28
"Reference: Fixed, Report: Fixed",2022-06-27,2022-06-28,1,14555,14555,1,1,1,29010.6365,19634,26039.0945451014,6757.6908,14620.975,14691.95,14870,15446.8,16249.5,17553,19634,22576,26349.4,34462,52394.6,76552.3,102824.85,0.999904203530268,2019.60868388406,1864.8530454246,2022-06-28
"Reference: Fixed, Report: Fixed",2022-06-28,2022-06-28,1,0,0,0,NA,NA,17894.663,7429.5,32487.6663430546,9131.3334,149.975,313.65,715.7,1722,3232.7,5062.8,7429.5,10749.8,16091.5,25918,45020.6,66641.2499999999,98852.4,0.999568705330687,2018.66537690995,1986.5473019427,2022-06-28
"Reference: Fixed, Report: Day of Week",2022-06-19,2022-06-28,1,14465,14465,9,1,-6.91323885240235e-05,14466,14466,0,0,14466,14466,14466,14466,14466,14466,14466,14466,14466,14466,14466,14466,14466,NA,NA,NA,2022-06-28
"Reference: Fixed, Report: Day of Week",2022-06-20,2022-06-28,1,16817,16817,8,1,0.000356781827912232,16822.8975,16819,9.94265668526177,2.9652,16817,16817,16817,16817,16817,16818,16819,16821,16823,16826,16834,16841.05,16854,1.00171975590543,1985.66665080515,1745.75984258981,2022-06-28
"Reference: Fixed, Report: Day of Week",2022-06-21,2022-06-28,1,17420,17420,7,1,0.00252583237657865,17447.7865,17434,40.24539431577,17.7912,17420,17420,17421,17423,17426,17430,17434,17440,17449,17462,17488,17518,17554.025,0.999673673188253,2211.88816090348,2042.93867495646,2022-06-28
"Reference: Fixed, Report: Day of Week",2022-06-22,2022-06-28,1,17641,17641,6,1,0.00498837934357463,17731.781,17689,130.302353741962,53.3736,17643,17645,17648,17655,17664,17675,17689,17705.4,17734,17777,17860.1,17971.2,18092.075,0.999966119462059,2120.45066718639,1613.48472922647,2022-06-28
"Reference: Fixed, Report: Day of Week",2022-06-23,2022-06-28,1,16524,16524,5,1,0.0126482691842169,16689.7675,16614,224.398190094325,98.5929,16529,16532,16538.9,16551.8,16566,16588,16614,16645,16696,16779.4,16922,17103.05,17284.125,1.00029096335723,1654.70898778075,1700.57226623322,2022-06-28
"Reference: Fixed, Report: Day of Week",2022-06-24,2022-06-28,1,15345,15345,4,1,0.0262626262626263,15593.538,15467,349.759955639986,131.9514,15352,15356,15364.9,15384,15404,15430,15467,15513.4,15585.3,15708.2,15985.4,16308.35,16638.875,0.999458848999746,1836.69046522276,1926.98035299164,2022-06-28
"Reference: Fixed, Report: Day of Week",2022-06-25,2022-06-28,1,14110,14110,3,1,0.0479801559177888,14650.1445,14383,792.097251382413,293.5548,14126,14134.95,14155,14199,14244,14306,14383,14486,14646.3,14899.2,15392,16044.65,16789.4,1.00015557560448,2079.02759004589,2007.79232744054,2022-06-28
"Reference: Fixed, Report: Day of Week",2022-06-26,2022-06-28,1,17094,17094,2,1,0.31022581022581,20840.117,18960,5393.35167539242,1957.032,17229.975,17309,17468.8,17720,18023,18432.4,18960,19727.2,20779.1,22655.8,26485.1,30238.9,34731.5249999999,0.999824708541495,2016.94254702372,2049.52035379118,2022-06-28
"Reference: Fixed, Report: Day of Week",2022-06-27,2022-06-28,1,14555,14555,1,1,1,31024.0765,24471.5,20763.9668546359,9472.3314,15472.625,15921.55,16838,18329,20131.5,22156.6,24471.5,27517.4,32153.6,38664.6,52294.3,66049.5,80722.1499999998,1.00163374374158,2163.46407011386,1891.25418575733,2022-06-28
