"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-06-06,2022-06-15,1,9755,9755,9,1,0.000512557662737058,9755,9755,0,0,9755,9755,9755,9755,9755,9755,9755,9755,9755,9755,9755,9755,9755,NA,NA,NA,2022-06-15
"Reference: Fixed, Report: Fixed",2022-06-07,2022-06-15,1,9419,9419,8,1,0.000955515447499735,9424.508,9419,15.7199075616517,0,9419,9419,9419,9419,9419,9419,9419,9419,9421,9424,9434,9448,9473,1.00004105321443,1893.11957691526,1914.17706393511,2022-06-15
"Reference: Fixed, Report: Fixed",2022-06-08,2022-06-15,1,9905,9905,7,1,0.00312973245835437,9926.517,9909,51.037987314103,5.9304,9905,9905,9905,9905,9906,9907,9909,9913,9921,9934,9964,10006.05,10052.025,1.00035555239801,1932.09127990033,1904.10325390436,2022-06-15
"Reference: Fixed, Report: Fixed",2022-06-09,2022-06-15,1,9491,9491,6,1,0.00516278579707091,9563.06,9511,139.352646117646,28.1694,9491,9491,9491,9493,9497,9503,9511,9526,9549,9591.2,9682,9819.05,9972,1.00151005221542,1748.98455297835,1773.07162504583,2022-06-15
"Reference: Fixed, Report: Fixed",2022-06-10,2022-06-15,1,9088,9088,5,1,0.00638204225352113,9334.675,9155,471.886141606553,93.4038,9088,9088,9090,9098,9108,9126,9155,9202,9279,9421,9757.2,10174.25,10788.525,0.999326461370909,2292.90152339091,1781.49821390631,2022-06-15
"Reference: Fixed, Report: Fixed",2022-06-11,2022-06-15,1,8374,8374,4,1,0.0271077143539527,9205.404,8597,1831.99804563313,300.9678,8375,8378,8386,8414,8453,8514,8597,8731.4,8952.3,9408.2,10522.7,12006.05,14088.7,0.999463303434082,2027.68382469445,1851.95569050638,2022-06-15
"Reference: Fixed, Report: Fixed",2022-06-12,2022-06-15,1,10552,10552,3,1,0.0638741470811221,13007.4785,11228,4945.64827540028,902.9034,10560,10569,10598,10693.8,10816.7,10981.6,11228,11614.4,12437.9,13749,17253.2,20892.65,26087.8499999999,1.00048609164812,2042.83517859655,2007.50898934614,2022-06-15
"Reference: Fixed, Report: Fixed",2022-06-13,2022-06-15,1,12193,12193,2,1,0.308865742639219,18260.2945,14070,11620.8896987479,2492.2506,12218.975,12253.95,12334,12562.8,12887.7,13337.2,14070,15156.8,17116,21025.6,28289.2,36937.3,48518.975,0.999310175012352,1898.88921375926,1965.92080394902,2022-06-15
"Reference: Fixed, Report: Fixed",2022-06-14,2022-06-15,1,8553,8553,1,1,1,19822.195,12995.5,19956.0239379412,5648.706,8634.95,8724.9,8929.9,9494.4,10307.8,11466.2,12995.5,15150.6,18726.8,24453,36576.2,53030.05,73807.65,1.00266045787998,1948.14311294102,1544.79541007042,2022-06-15
"Reference: Fixed, Report: Fixed",2022-06-15,2022-06-15,1,0,0,0,NA,NA,11825.7665,5797,17707.309708918,7006.0263,164.925,255.9,541.1,1313,2417.1,3786.2,5797,8204.2,11759.9,17729.8,29861.3,43991.55,59142.1499999998,0.999215985424286,1804.55134664306,1827.16797140858,2022-06-15
"Reference: Fixed, Report: Day of Week",2022-06-06,2022-06-15,1,9755,9755,9,1,0.000512557662737058,9755,9755,0,0,9755,9755,9755,9755,9755,9755,9755,9755,9755,9755,9755,9755,9755,NA,NA,NA,2022-06-15
"Reference: Fixed, Report: Day of Week",2022-06-07,2022-06-15,1,9419,9419,8,1,0.000955515447499735,9421.9425,9420,4.82211780860651,1.4826,9419,9419,9419,9419,9419,9419,9420,9421,9422,9424,9428,9432,9436,0.999584468596937,1821.96921565485,1803.45318475801,2022-06-15
"Reference: Fixed, Report: Day of Week",2022-06-08,2022-06-15,1,9905,9905,7,1,0.00312973245835437,9914.7625,9911,11.795408410894,7.413,9905,9905,9905,9906,9908,9909,9911,9913,9917,9921,9928,9935,9945,1.004826036779,1471.42841560438,2025.37755006649,2022-06-15
"Reference: Fixed, Report: Day of Week",2022-06-09,2022-06-15,1,9491,9491,6,1,0.00516278579707091,9509.5265,9502,23.6806394358777,11.8608,9491,9491,9492,9494,9496,9499,9502,9506,9511,9520,9535,9554,9571,1.00167864635492,1919.71400301393,1991.2518318757,2022-06-15
"Reference: Fixed, Report: Day of Week",2022-06-10,2022-06-15,1,9088,9088,5,1,0.00638204225352113,9116.688,9105,34.6142561578995,17.7912,9088,9089,9090,9094,9097,9100,9105,9111,9120,9132.2,9155,9182.05,9208,1.00001818111088,1981.11725519577,1834.12634836897,2022-06-15
"Reference: Fixed, Report: Day of Week",2022-06-11,2022-06-15,1,8374,8374,4,1,0.0271077143539527,8443.1935,8417,86.0482609316114,44.478,8376,8378,8382,8388,8396,8405,8417,8430,8449,8475,8531,8596.05,8691.025,0.999284691191715,2043.39554751525,1943.03445405784,2022-06-15
