"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-04-17,2022-04-26,1,16203,16203,9,1,0,16203,16203,0,0,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,NA,NA,NA,2022-04-26
"Reference: Fixed, Report: Fixed",2022-04-18,2022-04-26,1,20463,20463,8,1,0,20476.6255,20463,43.793848887146,0,20463,20463,20463,20463,20463,20463,20463,20463,20466,20473,20496,20534,20596.15,0.999326306285143,2120.91238890715,1959.28219851484,2022-04-26
"Reference: Fixed, Report: Fixed",2022-04-19,2022-04-26,1,20448,20448,7,1,0,20497.41,20453,129.156178943478,7.413,20448,20448,20448,20448,20448,20450,20453,20460,20473,20503.2,20588,20701.05,20848.025,1.00104233931956,1694.49585947964,1724.31503778875,2022-04-26
"Reference: Fixed, Report: Fixed",2022-04-20,2022-04-26,1,16759,16759,6,1,0,16958.831,16790,492.13179158549,45.9606,16759,16759,16759,16761,16765,16775,16790,16817.4,16880,16992,17303.2,17732.4,18104.65,1.00085820531586,1917.57748676171,1568.51600044143,2022-04-26
"Reference: Fixed, Report: Fixed",2022-04-21,2022-04-26,1,14304,14304,5,1,0,14932.8295,14418,1950.98139038346,164.5686,14304,14304,14306,14314.8,14332.7,14369.6,14418,14510,14659.3,15006,15771.2,17043.35,18759.65,1.00012713360125,2023.34557625258,2005.84233862233,2022-04-26
"Reference: Fixed, Report: Fixed",2022-04-22,2022-04-26,1,11940,11940,4,1,0,13952.444,12305,5320.14189470111,514.4622,11941,11944,11954,11987,12034,12136,12305,12596.8,13108.9,14107.4,17174.2,21350.7,27291.95,1.0019537669972,1895.40885806357,1740.12558914894,2022-04-26
"Reference: Fixed, Report: Fixed",2022-04-23,2022-04-26,1,9573,9573,3,1,0,15902.657,10729,16479.1248051443,1637.5317,9579,9593.95,9628.9,9725,9903,10200.2,10729,11874.6,13520.9,17073,25611.2,39314.2,51425.4999999999,0.999406765059878,1865.04031234618,1885.05071681228,2022-04-26
"Reference: Fixed, Report: Fixed",2022-04-24,2022-04-26,1,7527,7527,2,1,0,23767.7815,10910.5,44033.0465805779,4696.8768,7543,7571.95,7696.8,8018.8,8579.7,9539.4,10910.5,13558.2,17642.2,26349.4,45973.6,79912.25,119704.05,1.00223823339015,1952.77768900636,1853.8292508377,2022-04-26
"Reference: Fixed, Report: Fixed",2022-04-25,2022-04-26,1,0,0,1,NA,NA,27565.1155,6815.5,75329.2874966074,9414.51,56,136.9,332.6,1002.6,2229.9,4105.8,6815.5,11084.6,19037.7,33239.8,69125.2,122771.6,191892.675,0.999605466106333,1997.38743162608,1803.96182178401,2022-04-26
"Reference: Fixed, Report: Fixed",2022-04-26,2022-04-26,1,0,0,0,NA,NA,32138.4155,9941,74973.7079064019,13361.9325,136,282.65,601,1770.8,3462.5,5962.4,9941,16021.2,24970.8,41670.8,78092.2000000001,125636,193962.825,1.00017810888406,2043.75646266774,1766.34286487673,2022-04-26
