"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-05-12,2022-05-21,1,6338,6338,9,1,0,6338,6338,0,0,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,NA,NA,NA,2022-05-21
"Reference: Fixed, Report: Fixed",2022-05-13,2022-05-21,1,5701,5701,8,1,0,5703.8945,5701,9.25582005294108,0,5701,5701,5701,5701,5701,5701,5701,5701,5702,5704,5709,5717,5726,0.999058521209674,2042.82193389555,1953.392796153,2022-05-21
"Reference: Fixed, Report: Fixed",2022-05-14,2022-05-21,1,5055,5055,7,1,0,5068.0705,5057,30.715097889624,2.9652,5055,5055,5055,5055,5055,5056,5057,5060,5064,5072,5090.1,5114,5146.025,0.999386823461766,1829.70669393675,1927.78962089734,2022-05-21
"Reference: Fixed, Report: Fixed",2022-05-15,2022-05-21,1,6654,6654,6,1,0,6698.6515,6663,97.9042934354083,13.3434,6654,6654,6654,6655,6656,6659,6663,6671,6683,6708.2,6771.1,6880.05,6993.125,0.999414147610694,2015.71155434173,1950.92294200606,2022-05-21
"Reference: Fixed, Report: Fixed",2022-05-16,2022-05-21,1,7787,7787,5,1,0,7927.3625,7824,299.456660035087,51.891,7787,7787,7788,7792,7799,7810,7824,7849,7889,7970,8172.4,8415,8719.05,1.00028971874459,1906.6148993181,1921.17840682988,2022-05-21
"Reference: Fixed, Report: Fixed",2022-05-17,2022-05-21,1,6573,6573,4,1,0,7068.5095,6713.5,1019.39450827023,190.5141,6573,6575,6580.9,6597,6624,6658,6713.5,6800.4,6960,7238.2,7896,8664.5,9714.425,0.9993751804739,1778.73557027363,1894.3222724572,2022-05-21
"Reference: Fixed, Report: Fixed",2022-05-18,2022-05-21,1,5904,5904,3,1,0,7422.803,6352,3135.44089068515,600.453,5908.975,5914.95,5929,5989,6066.7,6186,6352,6631,7052.8,7872.8,9858.3,12460.35,16267.525,1.00004533456068,2017.4149045883,1965.97456652295,2022-05-21
"Reference: Fixed, Report: Fixed",2022-05-19,2022-05-21,1,3723,3723,2,1,0,7701.6885,4943.5,7435.07738825578,1627.8948,3745.975,3766,3811,3946.8,4158.1,4463.2,4943.5,5719.6,7030.2,9038.4,14552,21767.6,28737.175,0.999928369422144,2016.50096462041,1934.90155439102,2022-05-21
"Reference: Fixed, Report: Fixed",2022-05-20,2022-05-21,1,0,0,1,NA,NA,7495.215,2734.5,13900.5734851618,3535.2597,58,104.95,223.8,563,1050.7,1749.8,2734.5,4240.6,6740.6,10666.6,18511.5,30711.15,43398.4249999999,0.99957330978754,1837.57003900941,1833.47298453236,2022-05-21
"Reference: Fixed, Report: Fixed",2022-05-21,2022-05-21,1,0,0,0,NA,NA,9347.3905,3806.5,19082.3113332458,4611.6273,97.975,176.9,383,907.2,1608.4,2561.4,3806.5,5663.2,8578.2,12762.6,22763.3,36207.25,53992.4249999998,0.999322290286613,1838.95584579849,1873.33918615666,2022-05-21
"Reference: Fixed, Report: Day of Week",2022-05-12,2022-05-21,1,6338,6338,9,1,0,6338,6338,0,0,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,6338,NA,NA,NA,2022-05-21
"Reference: Fixed, Report: Day of Week",2022-05-13,2022-05-21,1,5701,5701,8,1,0,5703.103,5701,3.95793173410127,0,5701,5701,5701,5701,5701,5701,5701,5702,5703,5704,5707,5710,5714,0.999413290630224,2180.20622126489,2022.07605815145,2022-05-21
"Reference: Fixed, Report: Day of Week",2022-05-14,2022-05-21,1,5055,5055,7,1,0,5058.7525,5056,6.78765643576227,1.4826,5055,5055,5055,5055,5055,5055,5056,5057,5059,5061,5065,5071,5078.025,0.999455149940009,2172.27223560651,2069.09096782473,2022-05-21
"Reference: Fixed, Report: Day of Week",2022-05-15,2022-05-21,1,6654,6654,6,1,0,6669.2225,6662,22.1963585508177,10.3782,6654,6654,6654,6656,6657,6659,6662,6665,6670,6677,6693,6710.05,6726.025,1.00033473146671,2001.35821593453,1765.95650857579,2022-05-21
