"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-03-13,2022-03-22,1,60110,60110,9,1,0.000781899850274497,60110,60110,0,0,60110,60110,60110,60110,60110,60110,60110,60110,60110,60110,60110,60110,60110,NA,NA,NA,2022-03-22
"Reference: Fixed, Report: Fixed",2022-03-14,2022-03-22,1,79160,79160,8,1,0.000669530065689742,79173.75,79160,37.5059308299862,0,79160,79160,79160,79160,79160,79160,79160,79162,79166,79175,79199,79232,79279.075,1.00123481785056,1884.54601441881,1957.91536982626,2022-03-22
"Reference: Fixed, Report: Fixed",2022-03-15,2022-03-22,1,73682,73682,7,1,0.00153361743709454,73753.8645,73696,160.887692396069,20.7564,73682,73682,73682,73682,73684,73689,73696,73709,73733,73775,73882.1,74012.05,74181.15,1.00354861014601,1835.06310403565,1795.34846009457,2022-03-22
"Reference: Fixed, Report: Fixed",2022-03-16,2022-03-22,1,73383,73383,6,1,0.00421078451412452,73635.3685,73450,570.423623514035,94.8864,73383,73383,73384,73390,73402,73420,73450,73497,73575,73733,74030.3,74489,74993.125,1.00127179263905,2040.19878598032,1878.84600815294,2022-03-22
"Reference: Fixed, Report: Fixed",2022-03-17,2022-03-22,1,67112,67112,5,1,0.0115925616879247,68023.2235,67345.5,1766.92265546145,325.4307,67113,67115,67123,67150.8,67194.7,67252.6,67345.5,67536.8,67823.3,68343.4,69596,71362.05,73157.775,0.999324759000961,2080.98250048484,1898.07324178222,2022-03-22
"Reference: Fixed, Report: Fixed",2022-03-18,2022-03-22,1,61256,61256,4,1,0.0215815593574507,64249.7435,62177,5872.01711963056,1252.0557,61261,61271,61303,61402,61564.7,61840.6,62177,62657.2,63592,65241,69007.1,74900.65,82016.525,0.999351962431046,2072.47722440672,1898.48711327264,2022-03-22
"Reference: Fixed, Report: Fixed",2022-03-19,2022-03-22,1,54115,54115,3,1,0.0301764760232837,64628.2825,56964.5,22675.8734851571,3774.6996,54158,54197.95,54307.7,54642.4,55140,55826,56964.5,58705.4,61903.4,68123.2,79688.8,98544.3,129718.05,1.00093884527064,1611.39273631485,1975.58233591726,2022-03-22
"Reference: Fixed, Report: Fixed",2022-03-20,2022-03-22,1,64399,64399,2,1,0.371962297551204,95507.1065,73123.5,63618.2700437841,11557.6083,64556.95,64686.4,64992.5,66123.8,67608.3,69668.6,73123.5,78331.8,85994.4,105082.6,146708.2,199265.4,268028.225,0.999707861982692,1743.45672944003,1790.0340078523,2022-03-22
"Reference: Fixed, Report: Fixed",2022-03-21,2022-03-22,1,46348,46348,1,1,1,108526.8295,69877,112783.250903903,30570.4707,46726.975,47121.85,48158.9,50965.8,54610.4,60824.4,69877,81931.8,104454.3,136838.6,204613.6,300054.35,418587.875,1.00073952797516,1986.57140696619,1850.39950305526,2022-03-22
"Reference: Fixed, Report: Fixed",2022-03-22,2022-03-22,1,0,0,0,NA,NA,73352.538,31853.5,116960.610851222,38635.8147,629.325,1361.95,3068,7384.8,13446.6,21974.2,31853.5,44876.2,65396.3,104120,188743.3,307089.35,406271.175,0.999357085952217,1881.97368419831,1924.98918512493,2022-03-22
