"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-03-10,2022-03-19,1,54050,54050,9,1,0,54050,54050,0,0,54050,54050,54050,54050,54050,54050,54050,54050,54050,54050,54050,54050,54050,NA,NA,NA,2022-03-19
"Reference: Fixed, Report: Fixed",2022-03-11,2022-03-19,1,52064,52064,8,1,0,52072.911,52064,24.0910412422142,0,52064,52064,52064,52064,52064,52064,52064,52065,52068,52073,52091,52114,52139.025,0.999622425387621,1947.56636542574,1840.18120005943,2022-03-19
"Reference: Fixed, Report: Fixed",2022-03-12,2022-03-19,1,48828,48828,7,1,0,48864.6535,48835,82.0214252183381,10.3782,48828,48828,48828,48828,48829,48831,48835,48842,48855,48879,48931.2,48992,49061.125,1.00031380737965,1974.88923192228,1884.61449198181,2022-03-19
"Reference: Fixed, Report: Fixed",2022-03-13,2022-03-19,1,59955,59955,6,1,0,60098.189,59995,328.116268145471,56.3388,59955,59955,59956,59960,59967,59978,59995,60021,60064.3,60149.2,60326.1,60583.2,60857.05,0.999425128280637,1957.28585654694,1870.47154073662,2022-03-19
"Reference: Fixed, Report: Fixed",2022-03-14,2022-03-19,1,78646,78646,5,1,0,79176.1615,78801,1121.09452227798,212.0118,78646,78648,78653,78669,78697,78733.6,78801,78888,79043.6,79316,80052.2,81080.95,82111.125,1.00136096457244,1898.21167231402,1891.77295615487,2022-03-19
"Reference: Fixed, Report: Fixed",2022-03-15,2022-03-19,1,72549,72549,4,1,0,74213.604,73062.5,3475.18471013683,684.2199,72554,72563,72583,72643,72721,72858.6,73062.5,73342.8,73807.5,74679.4,76840.7,79309.2,83725,1.00041476245996,1876.39118671552,1975.1400520491,2022-03-19
"Reference: Fixed, Report: Fixed",2022-03-16,2022-03-19,1,70097,70097,3,1,0,76634.442,72218.5,12795.1569049679,2874.0201,70122.95,70146.9,70210,70422.8,70773.4,71437.6,72218.5,73470,75380.7,78605,86361.2,97468.05,113753.6,1.00035136403378,2132.57803842459,1963.19867795832,2022-03-19
"Reference: Fixed, Report: Fixed",2022-03-17,2022-03-19,1,36519,36519,2,1,0,55485.163,42377,45196.9643989048,7751.7741,36591.975,36666.85,36908,37564.6,38517.8,40038.6,42377,45829.4,51241.1,61328.4,83695.4000000001,115862.1,145812.4,0.999949697037273,1960.59025111288,2017.1314606908,2022-03-19
"Reference: Fixed, Report: Fixed",2022-03-18,2022-03-19,1,0,0,1,NA,NA,37053.537,14066,66462.122234718,18253.7712,271.875,521.8,1142.9,2665.4,5049.5,8910.8,14066,21781.2,33167.6,50738.8,95293.3,156457.75,216826.35,0.999938059996461,1817.86480769109,1923.38954520898,2022-03-19
"Reference: Fixed, Report: Fixed",2022-03-19,2022-03-19,1,0,0,0,NA,NA,43466.5105,21335.5,69919.1657921877,25424.3661,563.65,1150.7,2353.7,5277.8,9194.1,14605,21335.5,30397.2,43254.5,62077.6,107736.4,161961,218443.525,0.999573111102791,1863.19719664527,1818.47122931737,2022-03-19
"Reference: Fixed, Report: Day of Week",2022-03-10,2022-03-19,1,54050,54050,9,1,0,54050,54050,0,0,54050,54050,54050,54050,54050,54050,54050,54050,54050,54050,54050,54050,54050,NA,NA,NA,2022-03-19
"Reference: Fixed, Report: Day of Week",2022-03-11,2022-03-19,1,52064,52064,8,1,0,52089.294,52076,35.0703511354589,16.3086,52064,52064,52064,52066,52068,52072,52076,52082,52091,52105,52132,52162.05,52191,1.0013546099581,2066.08711591325,1971.6916808957,2022-03-19
"Reference: Fixed, Report: Day of Week",2022-03-12,2022-03-19,1,48828,48828,7,1,0,48841.7315,48835,19.1148396880055,10.3782,48828,48828,48828,48829,48830,48832,48835,48838,48844,48850,48865,48878.05,48901,1.00392362183149,1832.35633533052,2005.07721483599,2022-03-19
"Reference: Fixed, Report: Day of Week",2022-03-13,2022-03-19,1,59955,59955,6,1,0,59999.8275,59982,50.4072632647808,31.1346,59955,59956,59958,59962,59968,59974,59982,59992,60007,60028.2,60067,60103,60142.075,1.0091591847834,1503.72629974061,1811.45925538902,2022-03-19
"Reference: Fixed, Report: Day of Week",2022-03-14,2022-03-19,1,78646,78646,5,1,0,78997.0305,78846,433.641070308936,209.0466,78661,78668.95,78683,78714,78747,78792,78846,78919.8,79020.3,79166.4,79507,79872.05,80265.1,1.0081678335855,1932.45576538809,1658.13176035764,2022-03-19
