"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-03-01,2022-03-10,1,31733,31733,9,1,0.00100841395392809,31733,31733,0,0,31733,31733,31733,31733,31733,31733,31733,31733,31733,31733,31733,31733,31733,NA,NA,NA,2022-03-10
"Reference: Fixed, Report: Fixed",2022-03-02,2022-03-10,1,33244,33244,8,1,0.000902418481530502,33249.9475,33244,14.7676601275497,0,33244,33244,33244,33244,33244,33244,33244,33245,33247,33251,33262,33277,33299.025,1.00265677641708,1745.00925439696,1755.22817133259,2022-03-10
"Reference: Fixed, Report: Fixed",2022-03-03,2022-03-10,1,31380,31380,7,1,0.00203951561504143,31409.9155,31386,59.750359098973,8.8956,31380,31380,31380,31380,31381,31383,31386,31393,31404,31422,31464,31519,31585.075,1.00102075348792,2126.55450055221,2049.41056322414,2022-03-10
"Reference: Fixed, Report: Fixed",2022-03-04,2022-03-10,1,30453,30453,6,1,0.001247824516468,30566.316,30485,229.632091818187,45.9606,30453,30453,30454,30457,30462,30471,30485,30509,30544,30608,30764.2,30932.05,31202.25,1.0000212032256,2072.25824631176,1963.99802723962,2022-03-10
"Reference: Fixed, Report: Fixed",2022-03-05,2022-03-10,1,28320,28320,5,1,0.00250706214689266,28718.2185,28431.5,761.911717648768,151.9665,28320,28321.95,28326,28340,28360,28390.6,28431.5,28501,28627,28861.4,29419.4,30054.05,30883.325,1.00021410855961,2128.00375546066,1840.05544875237,2022-03-10
"Reference: Fixed, Report: Fixed",2022-03-06,2022-03-10,1,35735,35735,4,1,0.00867496851825941,37371.5295,36144.5,3605.45456807474,550.7859,35740,35745,35763,35810.8,35888,35992,36144.5,36426.8,36911.3,37892,40035.2,42889.3,46994.575,1.00014004575622,2042.24990439393,1938.18822871422,2022-03-10
"Reference: Fixed, Report: Fixed",2022-03-07,2022-03-10,1,50205,50205,3,1,0.04423862165123,56237.773,51847.5,13126.902807141,2217.9696,50221,50242,50309.9,50482,50768.7,51204.8,51847.5,52875.6,54759.4,57814.8,66523.7,77095.6,89547.175,1.00028697144402,1815.76744679123,1532.95942413147,2022-03-10
"Reference: Fixed, Report: Fixed",2022-03-08,2022-03-10,1,48975,48975,2,1,0.390525778458397,68582.6005,54796.5,40108.5323582635,7746.585,49061.95,49148.5,49394.9,50040.2,51006.4,52384.6,54796.5,58588.4,64063,73590.2,100917,137872.45,173971.425,0.999961324709594,2059.21831579277,2020.57916405584,2022-03-10
"Reference: Fixed, Report: Fixed",2022-03-09,2022-03-10,1,30584,30584,1,1,1,66381.136,44398,64221.4726987657,17694.831,30881.975,31148.75,31706.7,33554,35992.7,39406.4,44398,51955.4,62876.6,81335,127507.1,170411.9,229564.499999999,0.99965118125903,2109.878300103,1847.94822991259,2022-03-10
"Reference: Fixed, Report: Fixed",2022-03-10,2022-03-10,1,0,0,0,NA,NA,46048.019,18733.5,101337.157903958,22823.1444,478.85,1023,2093,4583.4,8613.7,13318,18733.5,27666.2,41123.1,62416,106628,163101.75,234272.574999998,1.00010601544407,1948.02132218179,1876.66599615354,2022-03-10
"Reference: Fixed, Report: Day of Week",2022-03-01,2022-03-10,1,31733,31733,9,1,0.00100841395392809,31733,31733,0,0,31733,31733,31733,31733,31733,31733,31733,31733,31733,31733,31733,31733,31733,NA,NA,NA,2022-03-10
"Reference: Fixed, Report: Day of Week",2022-03-02,2022-03-10,1,33244,33244,8,1,0.000902418481530502,33276.111,33261,39.2649276870993,22.239,33244,33244,33245,33247,33251,33255,33261,33271,33283,33298.2,33325,33352,33383,0.999347265586593,1875.48785565037,1818.53304483536,2022-03-10
"Reference: Fixed, Report: Day of Week",2022-03-03,2022-03-10,1,31380,31380,7,1,0.00203951561504143,31444.2625,31429,57.9780934785864,44.478,31382,31385,31389,31398,31408,31417,31429,31441,31456.3,31482,31520.1,31560,31599.025,1.01600364139242,625.128106631864,1734.55281337194,2022-03-10
