"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-06-12,2022-06-21,1,10675,10675,9,1,0,10675,10675,0,0,10675,10675,10675,10675,10675,10675,10675,10675,10675,10675,10675,10675,10675,NA,NA,NA,2022-06-21
"Reference: Fixed, Report: Fixed",2022-06-13,2022-06-21,1,12860,12860,8,1,7.77604976671851e-05,12864.8595,12860,14.5159952055794,0,12860,12860,12860,12860,12860,12860,12860,12860,12861,12864,12873,12887,12907,1.00006057600933,1801.85336180334,1795.59130408827,2022-06-21
"Reference: Fixed, Report: Fixed",2022-06-14,2022-06-21,1,12520,12520,7,1,0.00023961661341853,12542.405,12523,51.1204129806446,4.4478,12520,12520,12520,12520,12520,12521,12523,12528,12534,12549,12584,12624.15,12688.025,1.00004579194015,1803.90423763468,1775.54291485679,2022-06-21
"Reference: Fixed, Report: Fixed",2022-06-15,2022-06-21,1,12260,12260,6,1,0.00179445350734095,12334.2,12278,154.688500755981,26.6868,12260,12260,12260,12262,12265,12269,12278,12291,12315,12358.2,12467,12611,12797.05,1.00029308422368,2150.67401549778,1957.77748610899,2022-06-21
"Reference: Fixed, Report: Fixed",2022-06-16,2022-06-21,1,11680,11680,5,1,0.00924657534246575,11920.3785,11750,485.69223249925,99.3342,11680,11680,11682,11688,11700,11718.6,11750,11794,11867.3,12004.2,12307.8,12732.1,13149.75,1.0001496157611,1869.97781435554,1849.45436077301,2022-06-21
"Reference: Fixed, Report: Fixed",2022-06-17,2022-06-21,1,11345,11345,4,1,0.0219479947113266,12180.833,11550,1946.22826316369,284.6592,11346,11348,11355,11376,11411,11466,11550,11703.2,11948.5,12399.2,13403.1,14962.55,16922.775,1.00003055748062,2148.4530868614,2001.4488583208,2022-06-21
"Reference: Fixed, Report: Fixed",2022-06-18,2022-06-21,1,11291,11291,3,1,0.038171995394562,13757.435,12018,4821.95337450996,980.7399,11298.975,11308,11332,11413,11542.7,11721,12018,12458,13231.8,14725.2,18184.5,22208.65,26939.2,1.00121810418616,1810.26874321364,1973.12727011052,2022-06-21
"Reference: Fixed, Report: Fixed",2022-06-19,2022-06-21,1,13813,13813,2,1,0.295156736407732,20745.05,15756.5,16671.6397219352,2617.5303,13838,13874,13949,14139.8,14493.4,14979,15756.5,17050.6,19134.5,22856.6,31667,42926.5,56886.6,1.00066476437017,1906.52617128484,1921.27031920113,2022-06-21
"Reference: Fixed, Report: Fixed",2022-06-20,2022-06-21,1,11466,11466,1,1,1,22904,15620,20815.92499527,5383.3206,11547.975,11631.9,11825.9,12422,13175.9,14180.2,15620,18053.8,21308.6,28095,41016.3,54986.75,77147.3,1.00137349292552,2102.77133720194,1932.56719303646,2022-06-21
"Reference: Fixed, Report: Fixed",2022-06-21,2022-06-21,1,0,0,0,NA,NA,14067.9085,5800,25392.65276038,7219.5207,135,270,576,1388.4,2486.1,3890.2,5800,9111.8,13054.9,19965.8,33686.4,52298.35,76640.0999999999,1.00032810728697,2090.60437387746,2002.87926734687,2022-06-21
"Reference: Fixed, Report: Day of Week",2022-06-12,2022-06-21,1,10675,10675,9,1,0,10675,10675,0,0,10675,10675,10675,10675,10675,10675,10675,10675,10675,10675,10675,10675,10675,NA,NA,NA,2022-06-21
"Reference: Fixed, Report: Day of Week",2022-06-13,2022-06-21,1,12860,12860,8,1,7.77604976671851e-05,12863.995,12861,6.67564657007576,1.4826,12860,12860,12860,12860,12860,12861,12861,12862,12864,12867,12871,12877,12883.025,0.999711851992055,2044.74985634198,1925.65643887311,2022-06-21
"Reference: Fixed, Report: Day of Week",2022-06-14,2022-06-21,1,12520,12520,7,1,0.00023961661341853,12539.349,12529,29.2076315690084,11.8608,12520,12520,12521,12522,12524,12526,12529,12533.4,12540,12550,12569,12590.05,12616.025,1.00004864198716,1677.89543093754,1610.74245280171,2022-06-21
"Reference: Fixed, Report: Day of Week",2022-06-15,2022-06-21,1,12260,12260,6,1,0.00179445350734095,12322.07,12293,88.2406783102574,35.5824,12261,12262,12265,12270.8,12276,12283,12293,12304,12321,12352,12418,12481,12551.225,0.999933888568244,2127.04887454517,1910.97672171822,2022-06-21
"Reference: Fixed, Report: Day of Week",2022-06-16,2022-06-21,1,11680,11680,5,1,0.00924657534246575,11801.4455,11740,175.439150355583,65.2344,11683,11685,11690,11699,11710,11722,11740,11764,11801.3,11864,11988,12120.05,12286.2,1.00109018595568,1948.56477136966,1676.1055379374,2022-06-21
"Reference: Fixed, Report: Day of Week",2022-06-17,2022-06-21,1,11345,11345,4,1,0.0219479947113266,11517.9475,11433,241.549089679743,96.369,11349,11354,11359,11374,11387,11406,11433,11464,11522,11606.2,11771.1,11950.15,12218.1,0.999554867004983,2263.95816528892,2017.31212733692,2022-06-21
"Reference: Fixed, Report: Day of Week",2022-06-18,2022-06-21,1,11291,11291,3,1,0.038171995394562,11679.378,11497,547.989153334339,226.8378,11301,11309,11325,11354,11386.7,11434,11497,11574.4,11678.3,11855,12243.1,12725.15,13159.125,1.00015565497178,1662.55413367351,1832.7649756378,2022-06-21
"Reference: Fixed, Report: Day of Week",2022-06-19,2022-06-21,1,13813,13813,2,1,0.295156736407732,16398.6985,15100,4002.60642190587,1404.0222,13901.975,13944.95,14019.8,14216.8,14454.7,14728.6,15100,15630.8,16328.3,17512.4,20016.2,22585.9,26871.15,0.99941476418771,1726.20433581189,1830.29906909209,2022-06-21
"Reference: Fixed, Report: Day of Week",2022-06-20,2022-06-21,1,11466,11466,1,1,1,21789.544,17492,16888.9712526267,5991.1866,11912.875,12240.95,12847.6,13732.6,14714.8,16117,17492,19520.6,22564.8,26415.6,34571.4,44677.85,55570.9999999999,0.999384756710359,2005.03644593785,1979.30516610127,2022-06-21
"Reference: Fixed, Report: Day of Week",2022-06-21,2022-06-21,1,0,0,0,NA,NA,12704.1585,8923,13609.0778118439,7799.9586,951.325,1379,2155.9,3608.2,5205.5,7123,8923,11022,13997.7,18900.2,27301.2,35495.8,46055.375,0.999853827042016,2072.84003864921,1867.72061449234,2022-06-21
"Reference: Week, Report: Day of Week",2022-06-12,2022-06-21,1,10675,10675,9,1,0,10675,10675,0,0,10675,10675,10675,10675,10675,10675,10675,10675,10675,10675,10675,10675,10675,NA,NA,NA,2022-06-21
"Reference: Week, Report: Day of Week",2022-06-13,2022-06-21,1,12860,12860,8,1,7.77604976671851e-05,12862.4447223612,12861,4.52938585756413,1.4826,12860,12860,12860,12860,12860,12860,12861,12861,12862,12864,12867,12871,12875,NA,NA,NA,2022-06-21
"Reference: Week, Report: Day of Week",2022-06-14,2022-06-21,1,12520,12520,7,1,0.00023961661341853,12533.8214107054,12526,21.7880550107635,7.413,12520,12520,12520,12521,12522,12524,12526,12529,12534,12542,12556,12572.1,12593.05,NA,NA,NA,2022-06-21
"Reference: Week, Report: Day of Week",2022-06-15,2022-06-21,1,12260,12260,6,1,0.00179445350734095,12306.4687343672,12283,68.4097931421132,26.6868,12260,12261,12263,12267,12271,12276,12283,12294,12309,12329,12375,12427.1,12487.05,NA,NA,NA,2022-06-21
"Reference: Week, Report: Day of Week",2022-06-16,2022-06-21,1,11680,11680,5,1,0.00924657534246575,11777.7063531766,11729,140.61374591482,56.3388,11682,11684,11687,11694,11703,11714,11729,11746.8,11775,11829,11925.2,12049.1,12171.8,NA,NA,NA,2022-06-21
"Reference: Week, Report: Day of Week",2022-06-17,2022-06-21,1,11345,11345,4,1,0.0219479947113266,11489.9489744872,11417,219.392934383394,78.5778,11349,11352,11357,11367,11380,11396,11417,11446.8,11486,11554,11706.2,11853.1,12048.05,NA,NA,NA,2022-06-21
"Reference: Week, Report: Day of Week",2022-06-18,2022-06-21,1,11291,11291,3,1,0.038171995394562,11587.0810405203,11405,551.610753937573,146.7774,11292,11294,11300,11313,11334,11363,11405,11458,11544,11696.2,12025,12486.3,12984.9,NA,NA,NA,2022-06-21
"Reference: Week, Report: Day of Week",2022-06-19,2022-06-21,1,13813,13813,2,1,0.295156736407732,15899.4512256128,14756,3422.86725388745,1089.711,13840.9,13873,13938.6,14085.6,14280,14499,14756,15165.8,15785.2,16736.6,18678.6,21390,25670.6,NA,NA,NA,2022-06-21
"Reference: Week, Report: Day of Week",2022-06-20,2022-06-21,1,11466,11466,1,1,1,22387.3451725863,17337,15587.0490814324,6198.7506,11773.65,12029.4,12502,13413.8,14343.2,15571.4,17337,19611.6,22583,26811.8,37217.8,48435.9,64639.8,NA,NA,NA,2022-06-21
"Reference: Week, Report: Day of Week",2022-06-21,2022-06-21,1,0,0,0,NA,NA,12787.5562781391,8565,15791.0036605758,7794.0282,764.7,1222.9,1903.2,3366.6,4989.6,6647.4,8565,10820.4,14029,18505.2,27354.8,38475.7,50421.45,NA,NA,NA,2022-06-21
