"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-03-24,2022-04-02,1,68394,68394,9,1,0,68394,68394,0,0,68394,68394,68394,68394,68394,68394,68394,68394,68394,68394,68394,68394,68394,NA,NA,NA,2022-04-02
"Reference: Fixed, Report: Fixed",2022-03-25,2022-04-02,1,60075,60075,8,1,0,60098.3575,60076,68.3344678291764,1.4826,60075,60075,60075,60075,60075,60075,60076,60078,60084,60097,60137,60196,60262.075,0.999368280925661,2027.00493085604,2026.50063553675,2022-04-02
"Reference: Fixed, Report: Fixed",2022-03-26,2022-04-02,1,51593,51593,7,1,0,51682.271,51609,194.978406108021,23.7216,51593,51593,51593,51593,51596,51600,51609,51624,51653,51707,51844,52022.35,52245.125,1.00016917444451,1828.10147791441,1984.61113934192,2022-04-02
"Reference: Fixed, Report: Fixed",2022-03-27,2022-04-02,1,57824,57824,6,1,0,58116.7325,57897,695.853770686658,105.2646,57824,57824,57825,57831,57844,57864,57897,57952,58036.3,58196.2,58565.2,58972.75,59881.1,0.999436915932804,1977.06413823166,1961.75619391465,2022-04-02
"Reference: Fixed, Report: Fixed",2022-03-28,2022-04-02,1,78358,78358,5,1,0,79354.1605,78627,2058.45742856936,369.1674,78359,78362,78370,78399.8,78453,78525,78627,78802.4,79137.3,79712,80909.1,82932.45,84981.075,0.999834227474224,1894.40506612457,1691.65726138182,2022-04-02
"Reference: Fixed, Report: Fixed",2022-03-29,2022-04-02,1,65616,65616,4,1,0,68813.8015,66602,6093.94067164692,1332.1161,65623,65631.95,65666,65772,65944.4,66224.8,66602,67221.4,68086,69688.8,74199.6,80195.35,86815.7499999999,1.00049145636715,2010.05726748566,1960.32261548401,2022-04-02
"Reference: Fixed, Report: Fixed",2022-03-30,2022-04-02,1,53940,53940,3,1,0,63805.9985,56825.5,18383.6028989225,3858.4665,53975.975,54020.95,54145.9,54453.6,54923.8,55697.8,56825.5,58749.2,62055.5,67948.2,81839.3,99183.95,113348.95,1.00103706976998,2086.79383540307,2094.37434225868,2022-04-02
"Reference: Fixed, Report: Fixed",2022-03-31,2022-04-02,1,26035,26035,2,1,0,52588.7715,33944,69412.2755569163,10414.5237,26163.975,26285.95,26664.9,27600,28905,30908.8,33944,38829.8,47156.7,61215,91032.5,129481.95,176074.025,0.999914392117086,2035.89712576833,1815.05582334377,2022-04-02
"Reference: Fixed, Report: Fixed",2022-04-01,2022-04-02,1,0,0,1,NA,NA,52652.796,18759,93089.2351097862,24208.6341,332.975,636,1543.8,4090.8,7440.3,12069.6,18759,29144.8,45656.4,74931.2,140295.6,213956.4,297682.875,0.999912613324858,1866.00192276833,1984.46898006118,2022-04-02
"Reference: Fixed, Report: Fixed",2022-04-02,2022-04-02,1,0,0,0,NA,NA,59541.9525,26553.5,99622.2913285878,31597.1712,712.8,1347.3,2880.1,6675,11407.5,17642.6,26553.5,37791.8,55083.7,83351.2,148977.8,227231.4,326238.574999999,1.00012103003743,1884.62077202471,1880.96327337229,2022-04-02
