"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-05-22,2022-05-31,1,5131,5131,9,1,0.000974468914441629,5131,5131,0,0,5131,5131,5131,5131,5131,5131,5131,5131,5131,5131,5131,5131,5131,NA,NA,NA,2022-05-31
"Reference: Fixed, Report: Fixed",2022-05-23,2022-05-31,1,6212,6212,8,1,0.000321957501609788,6214.4675,6212,6.80794519726066,0,6212,6212,6212,6212,6212,6212,6212,6212,6213,6215,6219,6226,6233,0.999260488141097,2038.15773665257,1736.09253244281,2022-05-31
"Reference: Fixed, Report: Fixed",2022-05-24,2022-05-31,1,5544,5544,7,1,0.00252525252525253,5554.387,5546,24.1790724547569,2.9652,5544,5544,5544,5544,5544,5545,5546,5549,5552,5558,5571,5588.05,5614,1.0014164544792,2061.28881724871,1834.99390341288,2022-05-31
"Reference: Fixed, Report: Fixed",2022-05-25,2022-05-31,1,5134,5134,6,1,0.00759641604986365,5171.298,5145,71.7705977775905,14.826,5134,5134,5134,5135,5137,5141,5145,5152,5163,5184,5235,5306.2,5383.225,1.00181763165905,1922.40575258221,1728.23312646525,2022-05-31
"Reference: Fixed, Report: Fixed",2022-05-26,2022-05-31,1,4764,4764,5,1,0.0115449202350966,4896.854,4803,276.28027269159,53.3736,4764,4764,4766,4771,4779,4788,4803,4827,4869,4941.4,5109,5349.05,5666.05,1.00006059883579,1986.04063463679,1898.20390336541,2022-05-31
"Reference: Fixed, Report: Fixed",2022-05-27,2022-05-31,1,4387,4387,4,1,0.033280145885571,4806.508,4520,837.763763836798,171.9816,4389,4391,4396.9,4414,4438,4469,4520,4594.4,4717,4949.6,5445.8,6275.25,7009.65,0.999438409967631,2093.19681556032,1913.14320437207,2022-05-31
"Reference: Fixed, Report: Fixed",2022-05-28,2022-05-31,1,4022,4022,3,1,0.0539532570860268,5280.487,4475,2294.24840278856,591.5574,4029,4036,4052,4107,4184,4308.6,4475,4700.4,5124.2,5851,7369.4,9061.5,10973.15,1.0006048757496,1931.49898191999,1945.73005624127,2022-05-31
"Reference: Fixed, Report: Fixed",2022-05-29,2022-05-31,1,4455,4455,2,1,0.301234567901235,8340.1225,5861,6828.49737773345,1846.5783,4486.975,4514.95,4566,4735.8,4981,5338.6,5861,6722,7857.3,9927.4,14523.4,20662.1,26642.675,0.999767194809519,2165.62726572975,2050.65703108407,2022-05-31
"Reference: Fixed, Report: Fixed",2022-05-30,2022-05-31,1,3974,3974,1,1,1,10472.7285,6640.5,10732.471033785,3223.9137,4035.975,4118.75,4252,4623.8,5085.6,5758.8,6640.5,8036.2,9989.5,13268.4,20817.5,29407.15,40097.45,1.00021140729352,1911.44032407258,1851.54223256003,2022-05-31
"Reference: Fixed, Report: Fixed",2022-05-31,2022-05-31,1,0,0,0,NA,NA,7621.521,3604,11688.0450883607,4068.9957,127.925,249.65,478.9,1084,1684.7,2469.4,3604,5153.8,7528.6,11279.2,18167.7,27245.5,40309.3749999999,1.00029790434814,1871.7725857459,1724.37381695105,2022-05-31
