"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-05-14,2022-05-23,1,5073,5073,9,1,0.00354819633353046,5073,5073,0,0,5073,5073,5073,5073,5073,5073,5073,5073,5073,5073,5073,5073,5073,NA,NA,NA,2022-05-23
"Reference: Fixed, Report: Fixed",2022-05-15,2022-05-23,1,6676,6676,8,1,0.00329538645895746,6679.165,6676,11.3136543339097,0,6676,6676,6676,6676,6676,6676,6676,6676,6677,6679,6684,6691,6701,1.000330895846,2006.45761066139,1907.30760734673,2022-05-23
"Reference: Fixed, Report: Fixed",2022-05-16,2022-05-23,1,7825,7825,7,1,0.00485623003194888,7839.574,7828,35.5783843747486,4.4478,7825,7825,7825,7825,7825,7826,7828,7830,7835,7844,7865,7891.05,7925,0.999548861693932,1970.43568220602,1731.61211799042,2022-05-23
"Reference: Fixed, Report: Fixed",2022-05-17,2022-05-23,1,6740,6740,6,1,0.0247774480712166,6786.5195,6751,102.632355131849,16.3086,6740,6740,6740,6741,6743,6747,6751,6760,6775,6800,6863.1,6944.05,7054.1,1.00080235016208,1896.98580312422,1807.26930192884,2022-05-23
"Reference: Fixed, Report: Fixed",2022-05-18,2022-05-23,1,6294,6294,5,1,0.0619637750238322,6454.48,6342,325.820496743297,65.2344,6294,6294,6296,6301,6309,6322,6342,6369.4,6420,6508,6722,6987.15,7309.075,1.00160248224394,1842.44727669349,1930.86335266391,2022-05-23
"Reference: Fixed, Report: Fixed",2022-05-19,2022-05-23,1,5664,5664,4,1,0.342690677966102,6226.4455,5800.5,1512.78983853592,187.5489,5664,5666,5672,5687,5714,5751,5800.5,5900,6060.6,6362,7048.1,7916.15,9555.64999999999,1.0000325712271,2013.2555908698,1935.38349565557,2022-05-23
"Reference: Fixed, Report: Fixed",2022-05-20,2022-05-23,1,4774,4774,3,1,1,6331.475,5222,3236.6611291588,604.1595,4779,4785,4803,4850,4930,5037.2,5222,5512,6006.2,6944.6,9075.3,11465.25,13988.525,1.00248196747039,1805.11325303386,1925.40953564045,2022-05-23
"Reference: Fixed, Report: Fixed",2022-05-21,2022-05-23,1,3848,3848,2,1,1,8392.3315,5097,10054.2492835087,1696.8357,3861,3878.95,3924.9,4057.8,4298.8,4639.6,5097,5897.8,7266.8,9453,15688.1,23392.15,33792.525,0.999250280581863,2107.84670468931,1964.73915193163,2022-05-23
"Reference: Fixed, Report: Fixed",2022-05-22,2022-05-23,1,3315,3315,1,1,1,11318.249,6431.5,13769.7642311875,3980.781,3359.95,3419,3547.7,3937.8,4484,5307.2,6431.5,7978.6,10470.1,14976.6,24048.1,37119.45,50675.0749999999,1.00058423918221,1902.51404018018,1699.8137866184,2022-05-23
"Reference: Fixed, Report: Fixed",2022-05-23,2022-05-23,1,0,0,0,NA,NA,8305.4425,3843,14128.4951482552,4563.4428,88.975,176.95,409.6,937.2,1635,2637.6,3843,5467.8,7679.7,11714.8,20472,30085.45,44405.55,0.999195618309634,1974.70383023012,1829.19577302948,2022-05-23
"Reference: Fixed, Report: Day of Week",2022-05-14,2022-05-23,1,5073,5073,9,1,0.00354819633353046,5073,5073,0,0,5073,5073,5073,5073,5073,5073,5073,5073,5073,5073,5073,5073,5073,NA,NA,NA,2022-05-23
"Reference: Fixed, Report: Day of Week",2022-05-15,2022-05-23,1,6676,6676,8,1,0.00329538645895746,6679.7565,6677,7.34283094815389,1.4826,6676,6676,6676,6676,6676,6676,6677,6678,6679,6681,6687,6692.05,6698,1.00050187998364,1790.28307803576,1794.91301804312,2022-05-23
"Reference: Fixed, Report: Day of Week",2022-05-16,2022-05-23,1,7825,7825,7,1,0.00485623003194888,7846.3405,7836,30.4496822861202,13.3434,7825,7825,7826,7827,7829,7832,7836,7841,7847,7857,7879,7902,7936,1.00004487998949,2149.37905881941,1834.82835092284,2022-05-23
"Reference: Fixed, Report: Day of Week",2022-05-17,2022-05-23,1,6740,6740,6,1,0.0247774480712166,6874.095,6805,219.098142331208,74.13,6742,6744,6748,6758,6769.7,6785,6805,6827,6865.3,6933.2,7068.4,7230.1,7425.2,1.00152921819799,1732.59063116995,1784.86801060948,2022-05-23
"Reference: Fixed, Report: Day of Week",2022-05-18,2022-05-23,1,6294,6294,5,1,0.0619637750238322,6883.8225,6574,864.283029204575,332.1024,6304,6313.95,6329,6367,6419.7,6484,6574,6702.8,6878,7180,7810.3,8518,9297.2,1.00024777838115,2209.25036738489,1965.22229514213,2022-05-23
"Reference: Fixed, Report: Day of Week",2022-05-19,2022-05-23,1,5664,5664,4,1,0.342690677966102,7257.148,6421.5,2288.71695317308,885.8535,5698.975,5720,5767.8,5888.8,6033,6208,6421.5,6785,7259.3,8042.2,9695.4,11444.7,13403.25,0.999628315903633,2115.69487245878,1732.24905515384,2022-05-23
"Reference: Fixed, Report: Day of Week",2022-05-20,2022-05-23,1,4774,4774,3,1,1,7167.3465,5876,3499.03030638208,1313.5836,4816.975,4849.9,4917,5066,5262.7,5529.6,5876,6417.4,7187,8466.2,10858.5,13621.75,16462.275,0.9993748936979,2180.03787533805,1923.74876476004,2022-05-23
"Reference: Fixed, Report: Day of Week",2022-05-21,2022-05-23,1,3848,3848,2,1,1,7826.257,5869.5,5526.97448677301,2335.095,3933.925,3998.85,4101,4390,4795.4,5230.2,5869.5,6682.4,7931.3,9867,13857.3,18495.1,22660.675,1.00018656059227,1928.94809778644,1960.19698160847,2022-05-23
"Reference: Fixed, Report: Day of Week",2022-05-22,2022-05-23,1,3315,3315,1,1,1,11407.374,7906,10876.0116910233,4776.1959,3649,3815.75,4157,4855.4,5621.4,6621,7906,9481.2,11700.9,15136,22042.1,30068.85,41156.7249999999,1.00042254595304,1921.60684054602,1938.52383112548,2022-05-23
"Reference: Fixed, Report: Day of Week",2022-05-23,2022-05-23,1,0,0,0,NA,NA,9125.0555,5734.5,11251.8886107655,5429.2812,489.775,767.75,1350.6,2241.2,3264.3,4333,5734.5,7517.19999999999,9893,13058.4,20436.3,27661.5,36265.7749999999,1.00043125508847,2142.45421005652,2029.11138922819,2022-05-23
"Reference: Week, Report: Day of Week",2022-05-14,2022-05-23,1,5073,5073,9,1,0.00354819633353046,5073,5073,0,0,5073,5073,5073,5073,5073,5073,5073,5073,5073,5073,5073,5073,5073,NA,NA,NA,2022-05-23
