"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-05-24,2022-06-02,1,5562,5562,9,1,0,5562,5562,0,0,5562,5562,5562,5562,5562,5562,5562,5562,5562,5562,5562,5562,5562,NA,NA,NA,2022-06-02
"Reference: Fixed, Report: Fixed",2022-05-25,2022-06-02,1,5139,5139,8,1,0,5141.0025,5139,5.22753836223746,0,5139,5139,5139,5139,5139,5139,5139,5139,5140,5141,5145,5150.05,5156,0.999505263363071,1958.91114742284,1871.54684141455,2022-06-02
"Reference: Fixed, Report: Fixed",2022-05-26,2022-06-02,1,4772,4772,7,1,0,4780.505,4774,17.7494083210645,2.9652,4772,4772,4772,4772,4772,4773,4774,4775,4779,4784,4794,4811,4829,0.999638801107109,2018.41952140604,1944.25344512848,2022-06-02
"Reference: Fixed, Report: Fixed",2022-05-27,2022-06-02,1,4420,4420,6,1,0,4449.8075,4429,55.8868867965277,13.3434,4420,4420,4420,4421,4422,4425,4429,4435,4445,4464,4502.1,4551,4608,1.00072433294252,1717.4231969181,1772.83741475074,2022-06-02
"Reference: Fixed, Report: Fixed",2022-05-28,2022-06-02,1,4075,4075,5,1,0,4183.8005,4110,217.76515683533,47.4432,4075,4075,4077,4080,4087,4095,4110,4133,4168,4221,4370.2,4522.15,4788.025,1.000086040717,1678.4862217932,1905.34628194165,2022-06-02
"Reference: Fixed, Report: Fixed",2022-05-29,2022-06-02,1,4597,4597,4,1,0,4963.0455,4721.5,648.082069350832,163.8273,4598,4601,4606,4621,4643,4671.6,4721.5,4797,4918.9,5121,5593.9,6189.1,6732.725,1.00022816726199,1942.6912741928,1389.01453706786,2022-06-02
"Reference: Fixed, Report: Fixed",2022-05-30,2022-06-02,1,5436,5436,3,1,0,6841.6875,5869.5,2947.48293696089,575.9901,5440,5448,5464,5516.8,5589,5676.6,5869.5,6133,6547.3,7286.2,9124.4,11762.6,14140.275,1.00018296622309,1763.46470245125,2031.08282450167,2022-06-02
"Reference: Fixed, Report: Fixed",2022-05-31,2022-06-02,1,3538,3538,2,1,0,6807.141,4732,6223.42517401529,1554.5061,3559,3579,3639.9,3798,4018.4,4332,4732,5428.2,6460.3,8027.6,11963,16788.1,23039.05,1.00040106562904,2085.80089745437,2049.2845300155,2022-06-02
"Reference: Fixed, Report: Fixed",2022-06-01,2022-06-02,1,0,0,1,NA,NA,6272.703,2632,10719.6462676173,3344.0043,58.975,120.9,241,628.8,1124.7,1733.4,2632,4020.8,5959.9,9273,15027.2,23294.15,36325.9,1.00088053291802,1955.90232302332,2006.54653469218,2022-06-02
"Reference: Fixed, Report: Fixed",2022-06-02,2022-06-02,1,0,0,0,NA,NA,7006.827,3350.5,10286.3878371097,3917.0292,105.925,208.8,426.9,915.4,1523.6,2404.6,3350.5,4908.8,6989.9,10396.6,17240.7,25294.25,37100.4249999999,0.999557537200219,2038.05841324854,1924.09587259423,2022-06-02
"Reference: Fixed, Report: Day of Week",2022-05-24,2022-06-02,1,5562,5562,9,1,0,5562,5562,0,0,5562,5562,5562,5562,5562,5562,5562,5562,5562,5562,5562,5562,5562,NA,NA,NA,2022-06-02
"Reference: Fixed, Report: Day of Week",2022-05-25,2022-06-02,1,5139,5139,8,1,0,5140.4535,5139,2.37205629687362,0,5139,5139,5139,5139,5139,5139,5139,5140,5141,5141,5143,5145,5148,0.999231854037974,2111.89923756299,2027.26312568427,2022-06-02
"Reference: Fixed, Report: Day of Week",2022-05-26,2022-06-02,1,4772,4772,7,1,0,4775.454,4774,4.79503703740597,2.9652,4772,4772,4772,4772,4773,4773,4774,4775,4776,4777,4781,4785,4788,0.999677496519646,2043.47790178625,2061.35059358208,2022-06-02
"Reference: Fixed, Report: Day of Week",2022-05-27,2022-06-02,1,4420,4420,6,1,0,4425.1695,4423,7.71099860587135,3.7065,4420,4420,4420,4420,4421,4422,4423,4424,4425,4428,4432,4439,4446.025,1.00174027994579,1783.01921875226,1801.99447719458,2022-06-02
"Reference: Fixed, Report: Day of Week",2022-05-28,2022-06-02,1,4075,4075,5,1,0,4086.3115,4081,14.7946243008771,7.413,4075,4075,4075,4077,4078,4079,4081,4083.4,4087,4093,4104,4115,4127.025,0.999456416402039,2113.03335253672,2169.8101493327,2022-06-02
"Reference: Fixed, Report: Day of Week",2022-05-29,2022-06-02,1,4597,4597,4,1,0,4655.7995,4628,79.4928478303431,34.0998,4598,4600,4602,4607,4613,4620,4628,4641,4658,4685,4739.1,4803.05,4872,0.999857110439861,2052.5332683243,1897.60139351544,2022-06-02
"Reference: Fixed, Report: Day of Week",2022-05-30,2022-06-02,1,5436,5436,3,1,0,5839.0025,5668.5,503.744030751739,249.8181,5448.975,5458,5473,5512.8,5557,5605,5668.5,5747.4,5872.6,6059.2,6389.1,6799.15,7233.625,0.999436982400988,2041.61249803067,1803.85351342476,2022-06-02
