"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-03-19,2022-03-28,1,54918,54918,9,1,0.00151134418587713,54918,54918,0,0,54918,54918,54918,54918,54918,54918,54918,54918,54918,54918,54918,54918,54918,NA,NA,NA,2022-03-28
"Reference: Fixed, Report: Fixed",2022-03-20,2022-03-28,1,66632,66632,8,1,0.00112558530435827,66648.912,66633,49.3776602591327,1.4826,66632,66632,66632,66632,66632,66632,66633,66634,66639,66649,66677.1,66718.05,66778.25,0.999732131904441,1740.98024846802,1862.75846854337,2022-03-28
"Reference: Fixed, Report: Fixed",2022-03-21,2022-03-28,1,89260,89260,7,1,0.00202778400179252,89335.353,89275,169.830649812712,22.239,89260,89260,89260,89260,89262,89267,89275,89287,89313,89355.4,89461.2,89596.1,89821.075,1.00064195080361,1939.14660280436,1965.65205780268,2022-03-28
"Reference: Fixed, Report: Fixed",2022-03-22,2022-03-28,1,81131,81131,6,1,0.0164425435406934,81414.8605,81199,584.992554811035,97.8516,81131,81131,81132,81137,81149,81167,81199,81252,81338.3,81506,81906.5,82473.2,83053.825,1.00032296979731,2009.22796642532,2045.44486753243,2022-03-28
"Reference: Fixed, Report: Fixed",2022-03-23,2022-03-28,1,76798,76798,5,1,0.106617359827079,77899.7085,77055,2584.720570534,355.824,76798.975,76801,76809,76837,76877,76954.2,77055,77223.8,77519,78076.2,79473.9,81819.65,84780.225,1.00142715095938,2081.39098281871,1960.99860809073,2022-03-28
"Reference: Fixed, Report: Fixed",2022-03-24,2022-03-28,1,67601,67601,4,1,0.510894809248384,71139.1315,68520.5,8297.21707247567,1243.1601,67610,67618.95,67655,67756.8,67927,68161.6,68520.5,69096,70138.6,71980.4,76690.1,82192.95,89113.2749999999,1.00319137508967,1996.91978340528,1861.65568346575,2022-03-28
"Reference: Fixed, Report: Fixed",2022-03-25,2022-03-28,1,58540,58540,3,1,1,70358.29,61655,25387.2268109078,4217.997,58572.975,58616.85,58729,59032,59559.4,60413.8,61655,63561.6,66898.5,73510.2,89657.3,109622.55,132200.25,1.00022906154828,2094.15942723341,1924.49217770113,2022-03-28
"Reference: Fixed, Report: Fixed",2022-03-26,2022-03-28,1,46434,46434,2,1,1,81581.0515,57032,73739.8121332335,14324.1399,46570.85,46713.85,47085.7,48207.8,49887,52673.2,57032,63260.8,73091.8,91775.8,136193.6,190715.15,288021.95,0.999886314687418,2178.48460868557,2053.39268770519,2022-03-28
"Reference: Fixed, Report: Fixed",2022-03-27,2022-03-28,1,33290,33290,1,1,1,94392.8875,55544,114970.893934221,29809.1556,33625.925,33964.8,34748.2,37283,41271.5,46786,55544,69353,88767.8000000001,122205.2,184601.7,273665.45,373183.625,0.999329027681814,1793.58009243456,1699.00097792953,2022-03-28
"Reference: Fixed, Report: Fixed",2022-03-28,2022-03-28,1,0,0,0,NA,NA,73604.8035,30751.5,126114.62885389,38464.5744,712.85,1465.7,3128.9,6848.4,12596.3,20565.4,30751.5,46350.2,67749.1,100757.2,181705.3,286156.35,410785.749999999,1.00080915523969,2222.67189158307,1936.07479993113,2022-03-28
