"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-03-12,2022-03-21,1,49006,49006,9,1,0.00363220830102436,49006,49006,0,0,49006,49006,49006,49006,49006,49006,49006,49006,49006,49006,49006,49006,49006,NA,NA,NA,2022-03-21
"Reference: Fixed, Report: Fixed",2022-03-13,2022-03-21,1,60063,60063,8,1,0.00179811198241846,60075.7685,60063,35.1314676288777,0,60063,60063,60063,60063,60063,60063,60063,60065,60068,60076,60098,60131.05,60172,0.999783478564407,1935.05950220116,1680.69559339257,2022-03-21
"Reference: Fixed, Report: Fixed",2022-03-14,2022-03-21,1,79107,79107,7,1,0.00582755002717838,79164.477,79119,133.986957288244,17.7912,79107,79107,79107,79107,79109,79112,79119,79130.4,79148,79178,79264.1,79377,79513.1,0.999967433118877,1946.35449774474,1846.00384572207,2022-03-21
"Reference: Fixed, Report: Fixed",2022-03-15,2022-03-21,1,73569,73569,6,1,0.0138645353341761,73813.1085,73631,490.317985180072,88.956,73569,73569,73570,73576,73587,73606,73631,73668,73761,73899.2,74218,74797.25,75134.425,1.00079621775236,2058.07117291288,1960.65251283014,2022-03-21
"Reference: Fixed, Report: Fixed",2022-03-16,2022-03-21,1,73074,73074,5,1,0.0407395243178148,73947.739,73302,1787.46716873868,318.0177,73074.975,73076,73084,73106,73142,73202,73302,73468.4,73726.3,74252,75402.3,76889.25,79377.65,1.00032578013572,1954.86829532737,1865.2689433525,2022-03-21
"Reference: Fixed, Report: Fixed",2022-03-17,2022-03-21,1,66334,66334,4,1,0.449467844544276,69723.582,67243.5,8462.19331711017,1236.4884,66339,66351,66384,66482.2,66618.7,66842,67243.5,67842.4,68719,70363.4,74328.4,80843.7,90394.55,1.00086665951769,1950.15886151165,1783.09559752836,2022-03-21
"Reference: Fixed, Report: Fixed",2022-03-18,2022-03-21,1,59934,59934,3,1,1,69366.375,62711,19454.2857659876,3762.8388,59958.975,59991.9,60071.9,60370.8,60839,61539.4,62711,64303,67214.1,71709.6,83727.2,104051.8,122674.25,1.00307258728549,1766.783572812,1783.97688924348,2022-03-21
"Reference: Fixed, Report: Fixed",2022-03-19,2022-03-21,1,52482,52482,2,1,1,80686.326,60852,63034.7692831822,11061.6786,52629.85,52761,53105.9,54021.2,55345.9,57610.8,60852,65981.8,73867.1,87984.6,123414.9,171308.05,235406.049999999,1.00028353420277,1950.89603083943,1937.54992312541,2022-03-21
"Reference: Fixed, Report: Fixed",2022-03-20,2022-03-21,1,40445,40445,1,1,1,100642.6525,62639.5,117919.922509163,29332.4997,40730.9,41042.3,41863.9,44279.2,47993.9,53606,62639.5,74689.8,92677.5,125338.4,197258.7,276898.85,388308.299999998,1.00286742285975,2001.32360397731,1923.58684360607,2022-03-21
"Reference: Fixed, Report: Fixed",2022-03-21,2022-03-21,1,0,0,0,NA,NA,63071.908,26630.5,100664.589349627,32983.4022,616.75,1190.7,2784,6382.6,10892.5,17586,26630.5,40839.4,60800.8,91539,159683.7,251079.6,355416.85,1.00011470440813,1862.92387076623,1862.13150674139,2022-03-21
