"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-03-11,2022-03-20,1,52064,52064,9,1,0,52064,52064,0,0,52064,52064,52064,52064,52064,52064,52064,52064,52064,52064,52064,52064,52064,NA,NA,NA,2022-03-20
"Reference: Fixed, Report: Fixed",2022-03-12,2022-03-20,1,48828,48828,8,1,0,48835.3615,48828,19.6275938150728,0,48828,48828,48828,48828,48828,48828,48828,48829,48831,48836,48849,48868,48893,1.00083252795767,1627.15724485138,1778.72802857591,2022-03-20
"Reference: Fixed, Report: Fixed",2022-03-13,2022-03-20,1,59955,59955,7,1,0,59992.9425,59963,82.0148243274027,11.8608,59955,59955,59955,59955,59956,59958,59963,59970,59982,60007,60058,60136.2,60205.05,1.00075149663336,1997.64766395058,1886.49964170421,2022-03-20
"Reference: Fixed, Report: Fixed",2022-03-14,2022-03-20,1,78646,78646,6,1,0,78772.835,78679,258.716073676123,47.4432,78646,78646,78647,78649,78655,78664.6,78679,78702,78744,78821.2,79001.1,79217.15,79499.2,1.00036560185454,1823.2370323688,1860.08246111859,2022-03-20
"Reference: Fixed, Report: Fixed",2022-03-15,2022-03-20,1,72549,72549,5,1,0,73023.0435,72680,1022.15335412423,182.3598,72549,72550,72554,72568,72589,72623,72680,72773.4,72904,73198.4,73808.1,74601.65,75591.2,1.00077673381711,1709.03354807601,1640.34556731147,2022-03-20
"Reference: Fixed, Report: Fixed",2022-03-16,2022-03-20,1,70097,70097,4,1,0,71786.887,70551,3434.90769754827,621.2094,70100,70105,70120,70170,70250,70368.2,70551,70823.4,71306.6,72310,74512.4,77799.8,81875.675,1.00052642756238,1943.46970345917,1963.49102555535,2022-03-20
"Reference: Fixed, Report: Fixed",2022-03-17,2022-03-20,1,36519,36519,3,1,0,41842.2835,38006.5,10577.4849557029,2016.336,36536.975,36560,36608,36772,37043,37404,38006.5,38995,40503.5,43574,50563.7,60054.25,70437.925,1.00012379785637,1806.15413966239,1824.0661099076,2022-03-20
"Reference: Fixed, Report: Fixed",2022-03-18,2022-03-20,1,0,0,2,NA,NA,14721.003,4426,27787.0277730494,5977.8432,79,137,301.9,778.6,1513.5,2662.8,4426,7497.8,12016.5,20376.2,39052.1,64068.3,90677.575,1.00042856906686,1585.07190791539,1805.11544441753,2022-03-20
"Reference: Fixed, Report: Fixed",2022-03-19,2022-03-20,1,0,0,1,NA,NA,31965.8175,10867.5,55951.7882100666,14299.677,181.95,407.75,854,2241.4,3827.7,6606.2,10867.5,18660.4,28593.9,46424.4,85092,132905.75,196048,0.999790501455894,1908.03245652532,2046.48830187508,2022-03-20
"Reference: Fixed, Report: Fixed",2022-03-20,2022-03-20,1,0,0,0,NA,NA,39526.6455,17364,60384.4976631241,21800.8917,351,778.35,1799.2,3974.8,7027.6,11664.8,17364,26341,38483.6,62973.4,106631.5,147008.45,202429.325,1.000653211511,1986.51492561319,1779.76504765845,2022-03-20
