"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-05-27,2022-06-05,1,4420,4420,9,1,0,4420,4420,0,0,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,NA,NA,NA,2022-06-05
"Reference: Fixed, Report: Fixed",2022-05-28,2022-06-05,1,4075,4075,8,1,0,4076.2525,4075,4.19124408899157,0,4075,4075,4075,4075,4075,4075,4075,4075,4075,4076,4078,4082,4085.025,1.00021153838008,1624.26850982965,1748.86283256155,2022-06-05
"Reference: Fixed, Report: Fixed",2022-05-29,2022-06-05,1,4597,4597,7,1,0,4602.174,4598,12.68353894148,1.4826,4597,4597,4597,4597,4597,4597,4598,4599,4600,4604,4611,4621.05,4635,1.00009570115456,1940.41037673013,1899.55925436065,2022-06-05
"Reference: Fixed, Report: Fixed",2022-05-30,2022-06-05,1,5436,5436,6,1,0,5452.135,5440,34.5797868100414,5.9304,5436,5436,5436,5436,5437,5438,5440,5443,5448,5457,5480,5513.05,5547.025,1.000150843454,1614.00693761121,2096.70590640786,2022-06-05
"Reference: Fixed, Report: Fixed",2022-05-31,2022-06-05,1,3538,3538,5,1,0,3595.216,3552,130.191363921037,19.2738,3538,3538,3538,3540,3542,3546,3552,3562,3578,3611,3680,3790.1,3936.125,1.0003672515725,1847.31946861213,1833.80720553687,2022-06-05
"Reference: Fixed, Report: Fixed",2022-06-01,2022-06-05,1,0,0,4,NA,NA,162.538,40,354.395812266279,54.8562,0,0,2,6,14,25,40,66,116,212.2,425,732.15,1161.025,1.00060188724016,1742.51614639092,1977.96171786434,2022-06-05
"Reference: Fixed, Report: Fixed",2022-06-02,2022-06-05,1,0,0,3,NA,NA,477.739,126,1040.84465972682,171.9816,1,3,6,19,41.7,76,126,204,339,637.4,1292.1,2049.8,2922.2,1.00064194941004,1158.87998585214,1061.42393985596,2022-06-05
"Reference: Fixed, Report: Fixed",2022-06-03,2022-06-05,1,0,0,2,NA,NA,1334.1255,341,2871.07393243582,462.5712,3,8,20,54,108.7,193,341,566.199999999999,910.900000000001,1586,3563.2,6005.15,9530.5,0.999584832462001,1410.85996929817,1773.47084434955,2022-06-05
"Reference: Fixed, Report: Fixed",2022-06-04,2022-06-05,1,0,0,1,NA,NA,2551.3305,904.5,4743.56779396877,1191.2691,9,22.95,56,154.8,311,538,904.5,1411,2259.9,3652.2,6352.3,10673.9,15379.575,1.0003346777147,1334.31962445158,1776.41187621034,2022-06-05
"Reference: Fixed, Report: Fixed",2022-06-05,2022-06-05,1,0,0,0,NA,NA,3169.5995,1258.5,5541.40036516974,1621.2231,23.975,42.95,99.9,257.6,456.7,781.6,1258.5,1874.4,2853.9,4636.6,7964,13164.7,18363.15,0.99924730453339,1194.68738297228,1512.25515331482,2022-06-05
"Reference: Fixed, Report: Day of Week",2022-05-27,2022-06-05,1,4420,4420,9,1,0,4420,4420,0,0,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,NA,NA,NA,2022-06-05
"Reference: Fixed, Report: Day of Week",2022-05-28,2022-06-05,1,4075,4075,8,1,0,4076.439,4075,2.71403057849216,0,4075,4075,4075,4075,4075,4075,4075,4076,4076,4077,4079,4081,4084,1.00052935849031,1851.10785267801,1880.05130725453,2022-06-05
"Reference: Fixed, Report: Day of Week",2022-05-29,2022-06-05,1,4597,4597,7,1,0,4604.4795,4601,11.6212351453342,4.4478,4597,4597,4597,4598,4598,4599,4601,4602,4605,4608,4615,4625.05,4636.025,1.00006779819498,2009.99377545597,1818.86661271845,2022-06-05
"Reference: Fixed, Report: Day of Week",2022-05-30,2022-06-05,1,5436,5436,6,1,0,5490.385,5463,78.8878407659276,31.1346,5436,5437,5439,5443.8,5448,5455,5463,5473,5490,5515,5571,5637.05,5737.075,1.00013932235883,1905.03927048467,2019.55330085688,2022-06-05
"Reference: Fixed, Report: Day of Week",2022-05-31,2022-06-05,1,3538,3538,5,1,0,3841.3285,3680,458.149494234451,164.5686,3545,3548,3557,3579,3607,3640,3680,3741.4,3830,3977.2,4294.2,4692.2,5080.35,0.99918058995457,1847.23982614722,1851.17288934808,2022-06-05
"Reference: Fixed, Report: Day of Week",2022-06-01,2022-06-05,1,0,0,4,NA,NA,1093.331,528.5,1633.04653789672,599.7117,25,39,74,152,249.4,361.6,528.5,747,1056.3,1557.2,2746.8,4079.55,5416.1,1.00025213071764,2325.68456007815,2007.90569620997,2022-06-05
"Reference: Fixed, Report: Day of Week",2022-06-02,2022-06-05,1,0,0,3,NA,NA,2370.426,1147,3501.64950289782,1312.8423,43,76,152.9,306.8,521,809.6,1147,1659,2288.3,3545.2,6197,8705.55,11832.4,1.00017939381803,1865.56489452925,1831.75393166194,2022-06-05
"Reference: Fixed, Report: Day of Week",2022-06-03,2022-06-05,1,0,0,2,NA,NA,2924.0715,1322.5,4527.6853276924,1524.8541,66,109,205.9,379,611,937,1322.5,1955.4,2857,4344,7071.5,11027.05,14923.125,1.0014732534795,1888.36896850459,1925.40953564045,2022-06-05
"Reference: Fixed, Report: Day of Week",2022-06-04,2022-06-05,1,0,0,1,NA,NA,2759.539,1435.5,3940.70608593268,1567.1082,77.975,132.95,241.9,460.8,725,1022,1435.5,2026.4,2799.9,4115.6,6805.2,9335.3,12876.65,1.00180399959335,2017.21164581201,1932.82034173172,2022-06-05
"Reference: Fixed, Report: Day of Week",2022-06-05,2022-06-05,1,0,0,0,NA,NA,3034.883,1882,3942.10585989472,1868.076,149.85,223,355.6,661.6,972.4,1375.2,1882,2414,3223.3,4363.6,6773.2,9738.35,13687.025,1.0000362280768,2064.27677655132,1720.93726469446,2022-06-05
"Reference: Week, Report: Day of Week",2022-05-27,2022-06-05,1,4420,4420,9,1,0,4420,4420,0,0,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,NA,NA,NA,2022-06-05
"Reference: Week, Report: Day of Week",2022-05-28,2022-06-05,1,4075,4075,8,1,0,4075.003,4075,0.054717401199198,0,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,NA,NA,NA,2022-06-05
