"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-03-27,2022-04-05,1,57893,57893,9,1,1.72732454700914e-05,57893,57893,0,0,57893,57893,57893,57893,57893,57893,57893,57893,57893,57893,57893,57893,57893,NA,NA,NA,2022-04-05
"Reference: Fixed, Report: Fixed",2022-03-28,2022-04-05,1,78626,78626,8,1,0.000127184391931422,78645.1605,78627,59.1956062529123,1.4826,78626,78626,78626,78626,78626,78626,78627,78628,78633,78644,78677.1,78727.05,78784.1,0.999575860185622,2117.8000310729,1952.07238462201,2022-04-05
"Reference: Fixed, Report: Fixed",2022-03-29,2022-04-05,1,67105,67105,7,1,0.000849415095745473,67183.6445,67120,181.789677548483,22.239,67105,67105,67105,67105,67107,67111,67120,67134,67159,67207.2,67316,67475.3,67672.125,1.00086330356629,1612.1008836168,1532.72142455639,2022-04-05
"Reference: Fixed, Report: Fixed",2022-03-30,2022-04-05,1,62400,62400,6,1,0.00336538461538462,62693.5215,62475,570.599390439505,108.2298,62400,62400,62401,62408,62420,62443,62475,62539,62631.3,62803.2,63219.2,63701.25,64354.45,1.00078787926259,2116.1334652964,2104.12136418258,2022-04-05
"Reference: Fixed, Report: Fixed",2022-03-31,2022-04-05,1,45437,45437,5,1,0.0055461408103528,46416.143,45699.5,2078.16901063638,361.7544,45438,45440,45447.9,45474,45520,45581.6,45699.5,45871.4,46138.3,46685.6,48018,49938.95,52038,1.00021492120181,1983.28123120516,1846.22597150979,2022-04-05
"Reference: Fixed, Report: Fixed",2022-04-01,2022-04-05,1,39625,39625,4,1,0.0155205047318612,43256.05,40675,7160.99776560498,1438.122,39635,39647,39676,39791.6,39992.7,40271,40675,41281.8,42363.3,44630,49190.9,54948.4,63963.25,0.999615737847322,1910.26890519636,1998.76493428113,2022-04-05
"Reference: Fixed, Report: Fixed",2022-04-02,2022-04-05,1,30659,30659,3,1,0.0403796601324244,41257.744,33686.5,22154.4873174852,4056.3936,30691,30732,30829,31180,31659.7,32471,33686.5,35462.8,38462,44306.6,59369.1,76393.35,101235.3,1.00125930009773,1854.60938414608,1767.36632966195,2022-04-05
"Reference: Fixed, Report: Fixed",2022-04-03,2022-04-05,1,33447,33447,2,1,0.29814333124047,61374.3455,41769.5,55595.3463809943,11215.869,33586.95,33688.8,33980.5,34920.6,36388.4,38688.8,41769.5,47389.2,55972.3,70978.4,108686.8,150376.9,207402.025,0.999538490053161,2018.99157021111,1972.40467975285,2022-04-05
"Reference: Fixed, Report: Fixed",2022-04-04,2022-04-05,1,28893,28893,1,1,1,78796.4265,47396.5,91065.1714528253,24251.6295,29180.95,29607.8,30339,32574.6,35809.7,40040.2,47396.5,58590.4,76535.2,104653.4,154699.8,217742,301342.75,1.00097170187842,2213.38619729816,1633.28957533779,2022-04-05
"Reference: Fixed, Report: Fixed",2022-04-05,2022-04-05,1,0,0,0,NA,NA,61237.415,29248.5,90413.5555829509,35331.8406,713.925,1426.85,3078.7,7042,12343.9,18896.8,29248.5,42737.4,61644.5,94524.6,154780.3,222430.45,328374.649999999,1.00068845993398,1890.77257020523,1927.90248955051,2022-04-05
"Reference: Fixed, Report: Day of Week",2022-03-27,2022-04-05,1,57893,57893,9,1,1.72732454700914e-05,57893,57893,0,0,57893,57893,57893,57893,57893,57893,57893,57893,57893,57893,57893,57893,57893,NA,NA,NA,2022-04-05
"Reference: Fixed, Report: Day of Week",2022-03-28,2022-04-05,1,78626,78626,8,1,0.000127184391931422,78672.724,78648,65.9714782460647,29.652,78626,78626,78627,78629,78634,78639,78648,78660,78678,78702.2,78749,78804.15,78851.025,1.00936533749485,1604.22292476248,1993.68697328693,2022-04-05
"Reference: Fixed, Report: Day of Week",2022-03-29,2022-04-05,1,67105,67105,7,1,0.000849415095745473,67208.1845,67177,103.319557321993,74.13,67108,67111,67117,67129,67144,67159,67177,67200,67229.3,67264.2,67339.1,67418,67476.05,1.01271706314538,1323.09843318943,1916.53556486456,2022-04-05
"Reference: Fixed, Report: Day of Week",2022-03-30,2022-04-05,1,62400,62400,6,1,0.00336538461538462,62642.8285,62600,183.109195772736,158.6382,62421,62433,62453,62489.8,62524,62560,62600,62645,62703,62778.2,62882,62986.15,63095.05,1.00578143841677,1766.28700005608,1828.48893056178,2022-04-05
"Reference: Fixed, Report: Day of Week",2022-03-31,2022-04-05,1,45437,45437,5,1,0.0055461408103528,46111.141,45968,549.296576070925,406.2324,45509,45553.95,45600,45685.8,45774.7,45854.6,45968,46087,46227.3,46424.2,46840.2,47235.05,47555.1,1.02159298410559,120.001571988104,1099.29398704318,2022-04-05
"Reference: Fixed, Report: Day of Week",2022-04-01,2022-04-05,1,39625,39625,4,1,0.0155205047318612,40298.8795,40121,607.470356558078,426.2475,39683.975,39710.95,39758.9,39834.8,39916,40011.2,40121,40242,40409.3,40651,41106,41531.5,42020.15,1.08618994683513,16.4726271612202,420.362954498448,2022-04-05
"Reference: Fixed, Report: Day of Week",2022-04-02,2022-04-05,1,30659,30659,3,1,0.0403796601324244,31347.3385,31148.5,652.237413630666,415.8693,30705.975,30741.95,30790,30871,30956,31046.8,31148.5,31287,31439,31711,32121.1,32603.5,33163.425,1.03572950782141,88.1870057664057,1795.14070706222,2022-04-05
"Reference: Fixed, Report: Day of Week",2022-04-03,2022-04-05,1,33447,33447,2,1,0.29814333124047,37483.4215,36235.5,3974.70341830299,2512.2657,33736.95,33895,34171.5,34595.4,35058.7,35631,36235.5,37060.2,38044.9,39394,42593.9,45135.5,49021.7,1.01298926482365,1723.16763608444,1914.83686507044,2022-04-05
"Reference: Fixed, Report: Day of Week",2022-04-04,2022-04-05,1,28893,28893,1,1,1,65826.852,54792.5,34622.0988987839,23703.8088,31765.675,33142.65,35076.1,39373.6,43961.8,49457.4,54792.5,62416.8,72111.7,85394.4,108193.2,137006.6,165549.225,1.00217416260695,2055.8652705273,1874.62492998625,2022-04-05
