"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-05-15,2022-05-24,1,6681,6681,9,1,0.00074839095943721,6681,6681,0,0,6681,6681,6681,6681,6681,6681,6681,6681,6681,6681,6681,6681,6681,NA,NA,NA,2022-05-24
"Reference: Fixed, Report: Fixed",2022-05-16,2022-05-24,1,7845,7845,8,1,0.00254939451880178,7848.304,7845,8.65823691829154,0,7845,7845,7845,7845,7845,7845,7845,7845,7846,7848,7855,7864,7872,1.00055423176119,1993.21453334942,1853.48608684763,2022-05-24
"Reference: Fixed, Report: Fixed",2022-05-17,2022-05-24,1,6755,6755,7,1,0.00222057735011103,6767.864,6757,25.8405179937456,2.9652,6755,6755,6755,6755,6755,6756,6757,6759.4,6764,6774,6795,6819,6845,1.00007230227619,2057.11518858138,2022.42427160955,2022-05-24
"Reference: Fixed, Report: Fixed",2022-05-18,2022-05-24,1,6316,6316,6,1,0.00348321722609246,6356.971,6328,84.5336035199141,17.7912,6316,6316,6316,6317,6319,6322,6328,6335,6347,6372,6429.2,6488.25,6585.025,1.00150863375919,1946.20487864386,1876.54869202474,2022-05-24
"Reference: Fixed, Report: Fixed",2022-05-19,2022-05-24,1,5717,5717,5,1,0.00927059646667833,5873.2315,5765,321.581699265367,66.717,5717,5717,5718,5724,5732,5745,5765,5794,5841,5926,6104.3,6379.5,6762.325,0.999477164817535,2108.99965771418,1896.21745577808,2022-05-24
"Reference: Fixed, Report: Fixed",2022-05-20,2022-05-24,1,4953,4953,4,1,0.0361397133050676,5481.585,5097,1074.25594701395,195.7032,4954,4956,4961,4977,5002,5038,5097,5190.4,5356.6,5639.4,6286.5,7435.2,8500.05,1.00026667078873,1961.0235788117,1749.47209675588,2022-05-24
"Reference: Fixed, Report: Fixed",2022-05-21,2022-05-24,1,4080,4080,3,1,0.0568627450980392,5632.6815,4523.5,3116.59732055442,599.7117,4086,4092,4106,4156.8,4243.7,4363.6,4523.5,4818.4,5285.1,6065.2,8131.9,10996.55,14590.375,1.0012852839899,2187.15920771587,1987.85878645283,2022-05-24
"Reference: Fixed, Report: Fixed",2022-05-22,2022-05-24,1,4870,4870,2,1,0.319301848049281,9616.971,6411,9863.64151153584,2046.7293,4888.975,4913,4973.9,5137.6,5361.7,5805.6,6411,7314.8,8820.2,11136,16793.3,24720.35,35108.375,1.00124608886456,1711.32772360079,1861.4349184056,2022-05-24
"Reference: Fixed, Report: Fixed",2022-05-23,2022-05-24,1,4216,4216,1,1,1,12377.879,7571,13807.3534770201,4224.6687,4285.975,4347.95,4487.8,4921.4,5544.7,6342.6,7571,9273,11671.5,15904.2,25068.3,36251.2,51804.2749999999,0.999994286608444,1825.58613177435,1968.66805983695,2022-05-24
"Reference: Fixed, Report: Fixed",2022-05-24,2022-05-24,1,0,0,0,NA,NA,9268.2645,4236,14884.093033378,5114.97,98.975,237,494.6,1081,1828.7,2741.4,4236,6323.2,9364.1,13729.2,22978.5,32483.05,43959.325,1.00287861249758,2103.13817103858,1791.20462450164,2022-05-24
"Reference: Fixed, Report: Day of Week",2022-05-15,2022-05-24,1,6681,6681,9,1,0.00074839095943721,6681,6681,0,0,6681,6681,6681,6681,6681,6681,6681,6681,6681,6681,6681,6681,6681,NA,NA,NA,2022-05-24
"Reference: Fixed, Report: Day of Week",2022-05-16,2022-05-24,1,7845,7845,8,1,0.00254939451880178,7848.9125,7846,6.7642975696524,1.4826,7845,7845,7845,7845,7845,7846,7846,7847,7849,7851,7856,7863,7869,1.00027773774387,2086.53345206953,1946.38774109319,2022-05-24
"Reference: Fixed, Report: Day of Week",2022-05-17,2022-05-24,1,6755,6755,7,1,0.00222057735011103,6776.4385,6765,33.7715335154919,13.3434,6755,6755,6756,6757,6759,6762,6765,6770,6777,6787,6810,6837,6865,1.00012588439014,1934.25321500719,2035.47159361654,2022-05-24
"Reference: Fixed, Report: Day of Week",2022-05-18,2022-05-24,1,6316,6316,6,1,0.00348321722609246,6407.68,6359,152.870174478616,50.4084,6317,6318,6321,6327,6336,6346,6359,6376,6401,6449,6548,6651.25,6776.025,1.00048400408738,2107.74688553811,1900.04904147179,2022-05-24
"Reference: Fixed, Report: Day of Week",2022-05-19,2022-05-24,1,5717,5717,5,1,0.00927059646667833,5956.909,5834,346.845328006274,133.434,5721,5725,5733,5749,5770,5795,5834,5882,5952.3,6074,6320.6,6613,6924,1.00023082897085,1983.48178980368,1920.71768821772,2022-05-24
