"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-04-07,2022-04-16,1,31490,31490,9,1,0,31490,31490,0,0,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,NA,NA,NA,2022-04-16
"Reference: Fixed, Report: Fixed",2022-04-08,2022-04-16,1,26992,26992,8,1,0,27006.3065,26992,41.3069327001479,0,26992,26992,26992,26992,26992,26992,26992,26994,26997,27007,27032.1,27063.05,27110.025,0.999783365731847,1990.63307560673,1922.09352942362,2022-04-16
"Reference: Fixed, Report: Fixed",2022-04-09,2022-04-16,1,22757,22757,7,1,0,22809.711,22766,141.871883383027,13.3434,22757,22757,22757,22757,22758,22760,22766,22775,22791,22820.2,22893.1,23003.05,23141.05,1.00080441339297,1889.1500830253,1806.50054790544,2022-04-16
"Reference: Fixed, Report: Fixed",2022-04-10,2022-04-16,1,25342,25342,6,1,0,25536.878,25384,466.268031345199,62.2692,25342,25342,25342,25345,25351,25362,25384,25418,25469.3,25592.2,25863,26189,26600.3,0.999295065928965,1902.0271729737,1889.18176560675,2022-04-16
"Reference: Fixed, Report: Fixed",2022-04-11,2022-04-16,1,29841,29841,5,1,0,30510.3115,30013.5,1423.40955731359,239.4399,29841,29842,29846.9,29862,29891.7,29935,30013.5,30113.4,30302.3,30727.4,31730.3,32792.35,34207.775,1.00008358912257,1972.78465039994,1970.46200074117,2022-04-16
"Reference: Fixed, Report: Fixed",2022-04-12,2022-04-16,1,25506,25506,4,1,0,27397.543,26012.5,3946.38619576874,700.5285,25508,25514,25527,25578,25660,25782.6,26012.5,26342.2,26862,27875.2,30607.6,34279.65,38469.275,0.999717076657968,1864.40643767574,1815.7537307331,2022-04-16
"Reference: Fixed, Report: Fixed",2022-04-13,2022-04-16,1,17370,17370,3,1,0,22898.907,18668.5,12112.4537764069,1770.2244,17383,17402,17451,17605,17825,18148,18668.5,19616.4,21185.5,24440.6,31782.7,42276.7,56188.775,0.999982835690825,1919.56206720773,1893.93152678849,2022-04-16
"Reference: Fixed, Report: Fixed",2022-04-14,2022-04-16,1,0,0,2,NA,NA,13746.9825,4075.5,28262.475787075,5455.2267,50.925,110,280,746,1435.4,2474.2,4075.5,6636.8,10909.5,18562.4,34776.3,56245.2,90351.0999999998,1.00070919485597,1938.67222287912,1825.42782011001,2022-04-16
"Reference: Fixed, Report: Fixed",2022-04-15,2022-04-16,1,0,0,1,NA,NA,28110.421,9587.5,57917.7367367814,12728.8623,111.95,268.65,587.6,1660.2,3341.6,5753.4,9587.5,14658.4,23834.3,39203.8,67550.1,108409.3,176500.274999999,0.999430883407872,1911.34598240859,1702.42741024331,2022-04-16
"Reference: Fixed, Report: Fixed",2022-04-16,2022-04-16,1,0,0,0,NA,NA,38417.5075,14600.5,76764.3990422064,18442.8027,277.85,504.85,1253.8,3202,5694.6,9424.6,14600.5,22087.8,31427.6,51316.2,93757.5000000001,147844.95,222736.275,1.00462921401469,1975.64014344062,1926.37931069083,2022-04-16
"Reference: Fixed, Report: Day of Week",2022-04-07,2022-04-16,1,31490,31490,9,1,0,31490,31490,0,0,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,31490,NA,NA,NA,2022-04-16
"Reference: Fixed, Report: Day of Week",2022-04-08,2022-04-16,1,26992,26992,8,1,0,27054.133,27017,96.0952103683002,35.5824,26992,26992,26992,26994,26998,27005,27017,27031,27053,27090,27169.1,27257,27326.1,1.00538346751769,1796.05075906243,1871.84888254365,2022-04-16
"Reference: Fixed, Report: Day of Week",2022-04-09,2022-04-16,1,22757,22757,7,1,0,22792.17,22771,53.1216721877993,20.7564,22757,22757,22757,22758,22761,22765,22771,22780,22795,22817,22852,22896,22942.025,1.00186512270098,1942.52521391339,1762.43883208922,2022-04-16
"Reference: Fixed, Report: Day of Week",2022-04-10,2022-04-16,1,25342,25342,6,1,0,25429.465,25391,108.51682231508,56.3388,25343,25344,25348,25356,25366,25377,25391,25413,25439,25481,25561,25627.05,25727.075,1.01226099762524,1485.46366620694,1299.47068344634,2022-04-16
"Reference: Fixed, Report: Day of Week",2022-04-11,2022-04-16,1,29841,29841,5,1,0,30283.8365,30087,551.775435148364,260.9376,29855,29868,29887.9,29925,29972,30020.6,30087,30184,30317,30506.2,30904.3,31338.7,31878.55,1.02994794074213,82.2099695150514,1398.98840590162,2022-04-16
"Reference: Fixed, Report: Day of Week",2022-04-12,2022-04-16,1,25506,25506,4,1,0,27127.3505,26381.5,2147.84169379881,911.0577,25576.975,25615.95,25684.8,25824,25970.7,26131.6,26381.5,26700.6,27173.4,27927.4,29476.2,31093.55,32982.025,1.02348571302992,292.989611729883,1082.44462916291,2022-04-16
"Reference: Fixed, Report: Day of Week",2022-04-13,2022-04-16,1,17370,17370,3,1,0,24174.636,20786.5,9183.3824965828,3711.6891,17645.975,17790.9,18019.6,18528.6,19071.7,19775.8,20786.5,22276.4,24310.9,27754.2,34556,41954.7,48592.075,1.01228811289684,1652.50884621422,1509.29663468918,2022-04-16
