"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-04-11,2022-04-20,1,30454,30454,9,1,0.0015433112234846,30454,30454,0,0,30454,30454,30454,30454,30454,30454,30454,30454,30454,30454,30454,30454,30454,NA,NA,NA,2022-04-20
"Reference: Fixed, Report: Fixed",2022-04-12,2022-04-20,1,27191,27191,8,1,0.00172851311095583,27210.628,27191,61.7552951109224,0,27191,27191,27191,27191,27191,27191,27191,27192,27196,27207,27239,27299.05,27367.25,0.999335241708946,1940.04785220291,1948.16124434266,2022-04-20
"Reference: Fixed, Report: Fixed",2022-04-13,2022-04-20,1,25281,25281,7,1,0.00237332384003797,25372.991,25294,225.624212046338,19.2738,25281,25281,25281,25281,25282,25286,25294,25309,25336,25390.2,25533.2,25712.1,26005.15,1.00042076245234,1905.25248258443,1624.80591620568,2022-04-20
"Reference: Fixed, Report: Fixed",2022-04-14,2022-04-20,1,21179,21179,6,1,0.016620237027244,21503.184,21245,920.164632889034,96.369,21179,21179,21179,21183,21193,21211.6,21245,21293,21390.6,21570.6,22007.2,22632.45,23384.975,1.00155913584031,2068.82175045223,1783.45758602789,2022-04-20
"Reference: Fixed, Report: Fixed",2022-04-15,2022-04-20,1,17094,17094,5,1,0.0267345267345267,18180.0825,17354,2557.54640652022,372.1326,17094,17095,17100,17119,17154.7,17227,17354,17537.4,17849.6,18370.6,19777,22201.4,24912.15,1.00076034063514,2185.16297098764,1945.89732733478,2022-04-20
"Reference: Fixed, Report: Fixed",2022-04-16,2022-04-20,1,15848,15848,4,1,0.0257445734477537,19306.007,16713.5,7483.90091926902,1202.3886,15853,15860,15881,15967,16111,16335.4,16713.5,17278.8,18251.9,20166.6,24991.1,32456.2,38869.975,1.00019422078832,1954.52208550631,1851.20574828134,2022-04-20
"Reference: Fixed, Report: Fixed",2022-04-17,2022-04-20,1,16016,16016,3,1,0.027972027972028,27426.569,18677,24857.0887404693,3690.9327,16030,16059,16132.5,16396.8,16802.7,17538.6,18677,20623,24363.6,31039,46010.9,68001.25,97270.9499999999,1.00102523118434,1912.04877514508,2057.85119107996,2022-04-20
"Reference: Fixed, Report: Fixed",2022-04-18,2022-04-20,1,19242,19242,2,1,0.295655337283027,47712.768,26299.5,68453.1984898436,9641.3478,19299,19387,19683.9,20376,21610.1,23488.8,26299.5,31163.4,38837.9,54406.6,89938.0000000001,142271.7,216087.799999999,0.999339898475271,1985.13780831865,1813.69079022654,2022-04-20
"Reference: Fixed, Report: Fixed",2022-04-19,2022-04-20,1,13047,13047,1,1,1,68428.301,31085.5,112872.754771952,24680.1009,13207.8,13398.85,13885.4,16191.6,19245.8,23878.2,31085.5,42248.6,63308.1,92082,156095.9,232427.7,330106.075,1.00000221718331,2010.16250323212,1782.53476245814,2022-04-20
"Reference: Fixed, Report: Fixed",2022-04-20,2022-04-20,1,0,0,0,NA,NA,62612.6255,23619,126245.207295381,30088.6257,384.95,788.6,2071.8,5092.2,9048.2,15787.8,23619,35086,54232.2,84250.8,148826.7,244026.9,376026.425,1.00014748313737,1295.79044123976,687.815414598677,2022-04-20
"Reference: Fixed, Report: Day of Week",2022-04-11,2022-04-20,1,30454,30454,9,1,0.0015433112234846,30454,30454,0,0,30454,30454,30454,30454,30454,30454,30454,30454,30454,30454,30454,30454,30454,NA,NA,NA,2022-04-20
"Reference: Fixed, Report: Day of Week",2022-04-12,2022-04-20,1,27191,27191,8,1,0.00172851311095583,27213.4025,27196,50.5794190611783,7.413,27191,27191,27191,27191,27192,27193,27196,27200,27208,27222,27253,27289,27336.025,1.00063748168232,1453.94155197836,1738.20523634742,2022-04-20
"Reference: Fixed, Report: Day of Week",2022-04-13,2022-04-20,1,25281,25281,7,1,0.00237332384003797,25360.425,25315,128.179879137515,44.478,25281,25281,25283,25288,25294,25302.6,25315,25332,25356,25399.2,25484,25591.05,25717.075,0.999686989524325,1840.89732337837,1727.53445130751,2022-04-20
"Reference: Fixed, Report: Day of Week",2022-04-14,2022-04-20,1,21179,21179,6,1,0.016620237027244,21340.613,21250,267.38254607205,88.956,21180,21182,21186,21197,21210,21227,21250,21285,21330.3,21422.2,21585.6,21796.3,22015.175,0.999466378970424,2039.46287826819,1889.8031218072,2022-04-20
"Reference: Fixed, Report: Day of Week",2022-04-15,2022-04-20,1,17094,17094,5,1,0.0267345267345267,17309.98,17193,327.788319180375,121.5732,17096,17099,17105,17119,17136,17158,17193,17240,17309,17407,17652.1,17898.2,18223.175,1.00080163124054,1841.66442172831,1976.13619530624,2022-04-20
"Reference: Fixed, Report: Day of Week",2022-04-16,2022-04-20,1,15848,15848,4,1,0.0257445734477537,16282.067,16036,741.429562000804,224.6139,15851,15856.95,15866,15894,15929.7,15972.2,16036,16115,16239.9,16468.6,16960.1,17474.45,18162.925,1.00061663857908,1979.81663654155,1850.98830407556,2022-04-20
"Reference: Fixed, Report: Day of Week",2022-04-17,2022-04-20,1,16016,16016,3,1,0.027972027972028,18264.967,16891.5,4065.08947701512,1077.8502,16040,16066,16110,16228,16382.7,16598.6,16891.5,17375.4,18036,19057.6,21653.7,25111.4,29246.025,1.00057245309892,1777.92798156207,1638.0003902041,2022-04-20
"Reference: Fixed, Report: Day of Week",2022-04-18,2022-04-20,1,19242,19242,2,1,0.295655337283027,30822.26,24337,17835.4472086619,6056.421,19431.95,19592.95,19897,20639,21584.5,22860.2,24337,26669.8,30422.8,36443.4,48258.1,61824.1,80387.8499999999,0.999559455445882,1927.02113378994,1759.31760493838,2022-04-20
"Reference: Fixed, Report: Day of Week",2022-04-19,2022-04-20,1,13047,13047,1,1,1,47302.3375,30883.5,49810.5852759467,20346.4611,13751.775,14243.8,15375.6,18187.8,21263.1,25237.8,30883.5,37764.8,47893.5,63342.8,95653.1,133172.35,185767.824999999,0.999701542166178,2197.24803766452,1962.95236846207,2022-04-20
"Reference: Fixed, Report: Day of Week",2022-04-20,2022-04-20,1,0,0,0,NA,NA,39495.569,21941.5,51946.3363737961,22847.6073,1437.225,2597.6,4055,7759.6,11468.2,15846.6,21941.5,30996.4,41827.9,57425.4,93872.6000000001,136515,179521.175,0.999644305569636,1902.9585713679,1736.8759449628,2022-04-20
"Reference: Week, Report: Day of Week",2022-04-11,2022-04-20,1,30454,30454,9,1,0.0015433112234846,30454,30454,0,0,30454,30454,30454,30454,30454,30454,30454,30454,30454,30454,30454,30454,30454,NA,NA,NA,2022-04-20
"Reference: Week, Report: Day of Week",2022-04-12,2022-04-20,1,27191,27191,8,1,0.00172851311095583,27239.2697697698,27201,109.20356186468,14.826,27191,27191,27191,27191,27192,27196,27201,27210,27225,27255,27326,27418.15,27508.075,NA,NA,NA,2022-04-20
"Reference: Week, Report: Day of Week",2022-04-13,2022-04-20,1,25281,25281,7,1,0.00237332384003797,25424.6466466466,25339,257.323610317644,77.0952,25281,25282,25284,25291,25302,25319,25339,25369,25415.9,25495.6,25649.3,25821.5,26080,NA,NA,NA,2022-04-20
"Reference: Week, Report: Day of Week",2022-04-14,2022-04-20,1,21179,21179,6,1,0.016620237027244,21496.4454454454,21320,538.927561135078,171.9816,21182,21185,21193,21213,21239,21273,21320,21384.2,21480,21645.6,21922.1,22362.6,22888.125,NA,NA,NA,2022-04-20
"Reference: Week, Report: Day of Week",2022-04-15,2022-04-20,1,17094,17094,5,1,0.0267345267345267,17545.1796796797,17293,772.944766244649,237.9573,17099,17103,17116,17145,17180,17232.6,17293,17384.2,17519.8,17745.2,18195.6,18768.3,19331.225,NA,NA,NA,2022-04-20
"Reference: Week, Report: Day of Week",2022-04-16,2022-04-20,1,15848,15848,4,1,0.0257445734477537,16198.0645645646,15871,1300.78494130693,34.0998,15848,15848,15848,15849,15853,15859,15871,15900,15961,16120,16596.1,17412.75,18852.325,NA,NA,NA,2022-04-20
"Reference: Week, Report: Day of Week",2022-04-17,2022-04-20,1,16016,16016,3,1,0.027972027972028,17901.013013013,16353.5,5208.47460889059,475.1733,16017,16020,16027.7,16059,16114.2,16211,16353.5,16593.2,17084,18020.2,20671.3,24473.5,29486.65,NA,NA,NA,2022-04-20
