"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-05-09,2022-05-18,1,8844,8844,9,1,0.00146992311171416,8844,8844,0,0,8844,8844,8844,8844,8844,8844,8844,8844,8844,8844,8844,8844,8844,NA,NA,NA,2022-05-18
"Reference: Fixed, Report: Fixed",2022-05-10,2022-05-18,1,8086,8086,8,1,0.00333910462527826,8089.818,8086,10.7544272210298,0,8086,8086,8086,8086,8086,8086,8086,8086,8087,8090,8096,8106,8124,0.999651323967565,2054.70882477108,2010.44025146182,2022-05-18
"Reference: Fixed, Report: Fixed",2022-05-11,2022-05-18,1,7197,7197,7,1,0.00500208420175073,7213.5085,7199,40.362649807709,2.9652,7197,7197,7197,7197,7197,7198,7199,7202,7208,7217,7241,7277.05,7330.05,1.00047568483483,2064.95121287836,1924.58441234416,2022-05-18
"Reference: Fixed, Report: Fixed",2022-05-12,2022-05-18,1,6320,6320,6,1,0.00522151898734177,6384.476,6333,146.877789221118,19.2738,6320,6320,6320,6321,6323,6326,6333,6344,6364,6402,6492.1,6622.2,6804,1.00001746020843,1998.26258601289,2046.19654961923,2022-05-18
"Reference: Fixed, Report: Fixed",2022-05-13,2022-05-18,1,5673,5673,5,1,0.0178036312356778,5892.355,5723,509.226710705996,71.1648,5673,5673,5674,5679,5688,5701.6,5723,5759,5816,5930,6242.3,6677.8,7261.55,0.999686008016539,1991.51263925463,1842.53322364211,2022-05-18
"Reference: Fixed, Report: Fixed",2022-05-14,2022-05-18,1,4981,4981,4,1,0.0411563942983337,5792.599,5164.5,2143.57877512854,255.7485,4981,4983,4988,5006,5035,5085.6,5164.5,5294,5477.6,5897.2,6984,8501.35,10308.725,0.999762436441762,1807.48098281353,1940.05262229896,2022-05-18
"Reference: Fixed, Report: Fixed",2022-05-15,2022-05-18,1,6556,6556,3,1,0.0504881025015253,9527.033,7166.5,20108.1674042188,836.9277,6560,6571,6594,6660.8,6772,6942,7166.5,7634,8405.9,9757.2,12959.6,18703.25,23969.25,1.00135530548888,1900.06271912263,2016.23707957892,2022-05-18
"Reference: Fixed, Report: Fixed",2022-05-16,2022-05-18,1,7297,7297,2,1,0.312046046320406,14150.362,9114.5,15397.327675208,2476.6833,7315,7336.95,7398.9,7586,7935,8407.8,9114.5,10258.8,12038.7,15320.6,25827.3,36927.4,52364.8749999999,1.00076761723453,1822.81585961114,1750.47280761185,2022-05-18
"Reference: Fixed, Report: Fixed",2022-05-17,2022-05-18,1,4304,4304,1,1,1,17415.297,8451.5,30792.4873241769,5453.0028,4354.95,4416,4577.9,5097.8,5828.6,6888.6,8451.5,10839,14591.3,21355.8,35908.1,55653.65,82699.3499999998,0.999956938354775,1997.09385329088,1850.82374850449,2022-05-18
"Reference: Fixed, Report: Fixed",2022-05-18,2022-05-18,1,0,0,0,NA,NA,14920.423,5546.5,29096.1538504923,6975.633,94.95,182.95,452.9,1168.4,2062.8,3472.2,5546.5,8383,12430.4,19896.6,36332.3,57886.1,84525.1999999998,1.00100292419175,2046.59173711723,1790.88669171925,2022-05-18
"Reference: Fixed, Report: Day of Week",2022-05-09,2022-05-18,1,8844,8844,9,1,0.00146992311171416,8844,8844,0,0,8844,8844,8844,8844,8844,8844,8844,8844,8844,8844,8844,8844,8844,NA,NA,NA,2022-05-18
"Reference: Fixed, Report: Day of Week",2022-05-10,2022-05-18,1,8086,8086,8,1,0.00333910462527826,8090.128,8087,8.97763415146099,1.4826,8086,8086,8086,8086,8086,8086,8087,8088,8089,8092,8098,8106,8112,1.00051225180934,1968.9752263503,1837.95784536029,2022-05-18
"Reference: Fixed, Report: Day of Week",2022-05-11,2022-05-18,1,7197,7197,7,1,0.00500208420175073,7214.3715,7204,30.9120084090623,10.3782,7197,7197,7197,7198,7199,7201,7204,7208,7214,7222,7241.1,7264,7287.025,1.00023962534914,2033.19998094411,2020.70399081431,2022-05-18
"Reference: Fixed, Report: Day of Week",2022-05-12,2022-05-18,1,6320,6320,6,1,0.00522151898734177,6368.3245,6340,79.6347917042224,25.2042,6320,6320,6321,6324,6328,6333,6340,6349,6365,6388.2,6443.1,6519,6596.05,0.999190720644364,2123.2748110306,1951.5128408139,2022-05-18
"Reference: Fixed, Report: Day of Week",2022-05-13,2022-05-18,1,5673,5673,5,1,0.0178036312356778,5744.9575,5701,125.043670985687,35.5824,5673,5674,5675,5679,5685,5692,5701,5715.4,5736,5775,5865.2,5957,6075.025,1.00054068234827,2218.61597810567,1783.18563887745,2022-05-18
"Reference: Fixed, Report: Day of Week",2022-05-14,2022-05-18,1,4981,4981,4,1,0.0411563942983337,5135.9985,5038,276.327847017395,72.6474,4982,4983,4986,4993,5004.7,5018,5038,5068,5114.3,5198,5376,5610.95,5886.15,1.00172046898934,2129.40448543623,1795.94743132628,2022-05-18
"Reference: Fixed, Report: Day of Week",2022-05-15,2022-05-18,1,6556,6556,3,1,0.0504881025015253,7130.5525,6792,1036.19227388452,292.0722,6560,6567.95,6581,6609,6656,6713,6792,6909,7068,7342.6,7950.1,8756.15,9854.05,1.00044314317638,2114.62596862378,2007.84900942952,2022-05-18
"Reference: Fixed, Report: Day of Week",2022-05-16,2022-05-18,1,7297,7297,2,1,0.312046046320406,10110.021,8513.5,5335.59272400145,1470.7392,7345,7375,7448.9,7594.8,7777.7,8063.2,8513.5,9057,9950.1,11300.2,14320.5,17986.7,21994.575,0.999999318428629,2114.73112626506,2007.45233609312,2022-05-18
"Reference: Fixed, Report: Day of Week",2022-05-17,2022-05-18,1,4304,4304,1,1,1,13189.35,8802,12731.3148211423,5005.9989,4503.975,4656.95,4953,5706,6608.7,7700,8802,10516.2,13429,17444,26012.7,35089.2,46369.7999999999,1.00106796332657,2146.84614429188,2044.42865066225,2022-05-18
"Reference: Fixed, Report: Day of Week",2022-05-18,2022-05-18,1,0,0,0,NA,NA,10420.8515,5731.5,15086.5371698192,6069.0231,396.9,614.4,1039.6,1911.8,3031.8,4144.2,5731.5,7751.2,10676.1,14958,24474.5,34510.65,45739.225,1.00076075868464,2026.79349374266,1866.53832938596,2022-05-18
"Reference: Week, Report: Day of Week",2022-05-09,2022-05-18,1,8844,8844,9,1,0.00146992311171416,8844,8844,0,0,8844,8844,8844,8844,8844,8844,8844,8844,8844,8844,8844,8844,8844,NA,NA,NA,2022-05-18
