"model","reference_date","report_date",".group","max_confirm","confirm","delay","cum_prop_reported","prop_reported","mean","median","sd","mad","q2.5","q5","q10","q20","q30","q40","q50","q60","q70","q80","q90","q95","q97.5","rhat","ess_bulk","ess_tail","nowcast_date"
"Reference: Fixed, Report: Fixed",2022-03-17,2022-03-26,1,67264,67264,9,1,0,67264,67264,0,0,67264,67264,67264,67264,67264,67264,67264,67264,67264,67264,67264,67264,67264,NA,NA,NA,2022-03-26
"Reference: Fixed, Report: Fixed",2022-03-18,2022-03-26,1,61520,61520,8,1,0,61533.7375,61520,33.8373177983701,0,61520,61520,61520,61520,61520,61520,61520,61522,61527,61536,61562,61593.05,61633.05,0.999457766801475,1838.82030819824,1988.60737955703,2022-03-26
"Reference: Fixed, Report: Fixed",2022-03-19,2022-03-26,1,54835,54835,7,1,0,54894.167,54847,126.120058855135,17.7912,54835,54835,54835,54835,54837,54840,54847,54859,54878,54910,55007,55114.3,55246.025,0.999711900351678,2170.73035148067,2003.61211776897,2022-03-26
"Reference: Fixed, Report: Fixed",2022-03-20,2022-03-26,1,66557,66557,6,1,0,66776.0475,66617,485.381790949395,84.5082,66557,66557,66558,66564,66574,66592,66617,66657,66715,66831.4,67127.1,67527.05,68002.025,0.999366367581194,1976.96563378453,1961.13448461346,2022-03-26
"Reference: Fixed, Report: Fixed",2022-03-21,2022-03-26,1,89079,89079,5,1,0,89922.1265,89335,1824.44266065249,349.8936,89080,89082,89088,89116,89158,89230,89335,89486,89733.3,90252.8,91160.3,92435.05,94090.475,1.00068520888065,1898.13456768889,1857.6572919371,2022-03-26
"Reference: Fixed, Report: Fixed",2022-03-22,2022-03-26,1,79797,79797,4,1,0,82507.253,80599,5467.13267324147,1080.8154,79805.975,79817,79848,79933.8,80075.7,80283.6,80599,81147.8,81906.2,83497.6,86751.2,91027.85,97787.9,0.999185635410153,2147.38160334198,1945.48088090078,2022-03-26
"Reference: Fixed, Report: Fixed",2022-03-23,2022-03-26,1,68610,68610,3,1,0,77390.6615,71074.5,19474.5946026454,3334.3674,68645,68676.95,68762.9,69056,69474.4,70040.8,71074.5,72659.4,75213.9,80279.2,90815.2,105038.85,121535.475,1.00145787279366,1946.52742092505,2143.62110488209,2022-03-26
"Reference: Fixed, Report: Fixed",2022-03-24,2022-03-26,1,33064,33064,2,1,0,56971.831,40775,45541.2177637922,10239.5769,33169.9,33269.85,33585.8,34468.4,35806.1,37644,40775,45241.4,52456.8,66547.8,98130.1,133352.65,180898.25,0.999589523768473,2022.5112202933,1965.54459047139,2022-03-26
"Reference: Fixed, Report: Fixed",2022-03-25,2022-03-26,1,0,0,1,NA,NA,47936.628,17965,83786.5654271295,23138.1969,278.875,568,1348.7,3656.4,6807.7,11866.6,17965,26178.4,41584.1,68806.2,131791.1,202257.95,278078.675,1.00267505350029,2103.86502597405,1861.4835423122,2022-03-26
"Reference: Fixed, Report: Fixed",2022-03-26,2022-03-26,1,0,0,0,NA,NA,59261.3725,25598,94520.5244784358,31514.1456,613.825,1231.95,2501.8,5798.6,10049.4,16960.2,25598,37782.4,54449.8000000001,88387.8,159090.8,232565.25,306181.05,0.999801474711282,1899.21096175835,1825.60203718934,2022-03-26
